日期,概念名称,净流入
2023-07-07,汽车整车,10亿
2023-07-07,航空机场,6亿
2023-07-07,农牧饲渔,3亿
2023-07-07,石油行业,3亿
2023-07-07,航运港口,9634万
2023-07-07,保险,2932万
