日期,概念名称,净流入
2023-09-06,半导体,58亿
2023-09-06,房地产开发,13亿
2023-09-06,电子化学品,11亿
2023-09-06,保险,10亿
2023-09-06,汽车整车,8亿
2023-09-06,工程机械,8亿
2023-09-06,消费电子,7亿
2023-09-06,汽车零部件,6亿
2023-09-06,通信服务,6亿
2023-09-06,房地产服务,4亿
2023-09-06,酿酒行业,4亿
2023-09-06,医疗服务,3亿
2023-09-06,风电设备,3亿
2023-09-06,化纤行业,1亿
2023-09-06,旅游酒店,1亿
2023-09-06,电机,1亿
2023-09-06,电子元件,9325万
2023-09-06,光学光电子,7980万
2023-09-06,石油行业,3470万
