日期,概念名称,净流入
2023-07-28,证券,98亿
2023-07-28,酿酒行业,15亿
2023-07-28,保险,12亿
2023-07-28,银行,10亿
2023-07-28,多元金融,4亿
2023-07-28,医疗器械,2亿
2023-07-28,医疗服务,5099万
2023-07-28,美容护理,5030万
2023-07-28,航空机场,858万
