代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0896,白酒,2542.27,2.15,2061268784,7.95,1115179056,4.3,946089728,3.65,-1179643904,-4.55,-881624832,-3.4
BK1053,低价股,858.69,1.27,1014196928,4.55,1013025984,4.54,1170944,0.01,-266272256,-1.19,-747924480,-3.35
BK0811,超级品牌,2383.42,0.66,668501376,2.88,527613312,2.27,140888064,0.61,-917910528,-3.95,249409120,1.07
BK0834,乡村振兴,1380.64,0.88,658892912,3.49,619440432,3.2800000000000002,39452480,0.21,-193778688,-1.03,-465114112,-2.46
BK0888,农业种植,1889.93,1.08,628499248,5.61,379483024,3.39,249016224,2.22,-105204672,-0.9400000000000001,-518521296,-4.63
BK0653,养老概念,2385.16,1.02,475590608,2.37,191645392,0.96,283945216,1.42,-154620160,-0.77,-320970496,-1.6
BK0534,成渝特区,16838.38,0.48,439230192,2.27,214240752,1.11,224989440,1.16,-386236160,-2.0,-52993792,-0.27
BK1086,粮食概念,875.83,2.37,436229200,6.32,354363664,5.14,81865536,1.19,-61568816,-0.89,-374660384,-5.43
BK1080,新型城镇化,847.96,1.3599999999999999,434673072,5.12,397476352,4.68,37196720,0.44,20730272,0.24,-455403328,-5.36
BK0664,婴童概念,1398.2,1.19,396744432,2.35,372646224,2.2,24098208,0.14,-134173952,-0.79,-262570496,-1.55
BK0889,医疗美容,1652.66,1.16,309227264,3.16,59375504,0.61,249851760,2.55,-172169472,-1.76,-129184144,-1.32
BK0913,消毒剂,1199.27,0.37,301542336,4.5600000000000005,178786064,2.7,122756272,1.85,-103083808,-1.56,-198458528,-3.0
BK0548,生物疫苗,27960.46,1.32,274577456,2.5700000000000003,115952560,1.09,158624896,1.49,10075616,0.09,-285138096,-2.67
BK0675,病毒防治,2590.61,1.06,256530256,1.74,60834944,0.41000000000000003,195695312,1.32,41440256,0.28,-290096896,-1.96
BK0950,草甘膦,1815.2,1.5899999999999999,223049987,7.85,169916403,5.98,53133584,1.87,-29434160,-1.04,-193615808,-6.82
BK0907,转基因,1565.98,1.6099999999999999,222437984,6.71,114662528,3.46,107775456,3.25,-4436752,-0.13,-218001232,-6.58
BK0822,租售同权,711.61,1.45,208390560,5.18,77598736,1.9300000000000002,130791824,3.25,-164642880,-4.09,-43747680,-1.09
BK0892,乳业,1115.15,3.7,205831264,3.49,127343568,2.16,78487696,1.33,19869328,0.34,-225700592,-3.83
BK0806,精准医疗,992.68,1.1,192720112,3.5700000000000003,59367520,1.1,133352592,2.47,1226960,0.02,-193947072,-3.59
BK0684,京津冀,1464.38,1.55,189623920,2.31,152974720,1.8599999999999999,36649200,0.45,-111617392,-1.3599999999999999,-78006544,-0.9500000000000001
BK1076,建筑节能,893.16,0.29,164088889,4.25,244117881,6.33,-80028992,-2.07,-63948288,-1.6600000000000001,-100140608,-2.6
BK1012,PVDF概念,810.86,0.8200000000000001,140698274,4.73,80587058,2.71,60111216,2.02,-34291232,-1.15,-106407040,-3.58
BK0955,C2M概念,1073.42,0.13,137128240,2.15,72379104,1.13,64749136,1.01,-20176464,-0.32,-116951776,-1.83
BK0841,体外诊断,1277.8,1.05,129897648,2.43,83389168,1.56,46508480,0.87,-77363072,-1.45,-52534592,-0.98
BK0977,碳化硅,1197.46,-0.7000000000000001,123131648,1.8,132292976,1.9300000000000002,-9161328,-0.13,-110723488,-1.62,-12590192,-0.18
BK0939,辅助生殖,1030.02,1.08,123060384,2.56,76749904,1.6,46310480,0.96,-59269088,-1.23,-63791296,-1.33
BK0899,CRO,1549.19,1.13,122186016,2.4,428640,0.01,121757376,2.39,-12296960,-0.24,-109889056,-2.16
BK0981,工业气体,1435.4,0.02,111765418,3.89,85068682,2.96,26696736,0.93,-41486032,-1.44,-74597136,-2.6
BK0986,CAR-T细胞疗法,862.73,1.03,102660032,2.9,-11533920,-0.33,114193952,3.22,-32548608,-0.92,-70112608,-1.98
BK0693,基因测序,1935.09,0.76,99875296,1.81,6544464,0.12,93330832,1.69,-11505648,-0.21,-88800240,-1.6099999999999999
BK0882,猪肉概念,1420.65,0.88,97794016,1.6400000000000001,81062320,1.3599999999999999,16731696,0.28,-120665776,-2.02,22871776,0.38
BK1073,啤酒概念,1041.04,1.83,96432391,3.5,32705335,1.19,63727056,2.31,-17351424,-0.63,-79080960,-2.87
BK0974,化妆品概念,1024.39,1.2,91058848,1.38,-56019440,-0.85,147078288,2.23,-25038720,-0.38,-58146496,-0.88
BK0967,水产养殖,918.1,1.56,89748784,2.95,7593776,0.25,82155008,2.7,10757024,0.35000000000000003,-100505808,-3.3
BK0999,茅指数,702.98,0.19,88733184,0.18,294033152,0.6000000000000001,-205299968,-0.42,-816948992,-1.67,728215808,1.49
BK1124,毫米波概念,1107.79,-0.81,83416608,1.02,162033504,1.98,-78616896,-0.96,-224790032,-2.75,140626624,1.72
BK0632,土地流转,1548.02,1.1,75800224,1.32,59901216,1.04,15899008,0.28,56175536,0.98,-131975760,-2.3
BK0635,中超概念,1983.56,1.32,70859036,6.58,45520655,4.23,25338381,2.35,13418912,1.25,-84277936,-7.83
BK0855,纳米银,1339.33,-0.18,69188432,2.86,181154256,7.49,-111965824,-4.63,-33232336,-1.37,-35956080,-1.49
BK0872,青蒿素,1488.73,1.05,68375222,5.01,20923030,1.53,47452192,3.48,-13240544,-0.97,-55134672,-4.04
BK0949,氦气概念,1495.92,0.21,67123348,6.39,70319991,6.69,-3196643,-0.30000000000000004,-18224048,-1.73,-48899296,-4.65
BK1056,幽门螺杆菌概念,874.35,1.0,59883462,1.6600000000000001,-8043050,-0.22,67926512,1.88,-17931728,-0.5,-41951728,-1.16
BK0690,氟化工,3342.1,0.67,59507872,0.78,30201424,0.4,29306448,0.39,-111394288,-1.46,51886432,0.68
BK0929,地塞米松,1211.05,1.31,57264200,4.45,10053291,0.78,47210909,3.66,-12278320,-0.9500000000000001,-44985872,-3.49
BK0996,毛发医疗,948.28,1.5,56886256,3.54,49575376,3.08,7310880,0.45,-49199728,-3.06,-7686528,-0.48
BK1078,肝炎概念,1060.29,0.75,52534500,1.67,41159508,1.31,11374992,0.36,-7838496,-0.25,-44696016,-1.42
BK0887,鸡肉概念,904.56,1.28,51025248,2.15,23145664,0.97,27879584,1.17,-7977568,-0.34,-43047696,-1.81
BK0906,流感,1517.51,0.96,49650784,0.53,18917360,0.2,30733424,0.33,-26006720,-0.28,-23644048,-0.25
BK1010,磷化工,682.33,-0.25,49023584,0.71,55758016,0.8,-6734432,-0.1,-58427456,-0.84,9403872,0.14
BK0962,RCEP概念,1057.17,0.4,43658084,1.6800000000000002,52986964,2.04,-9328880,-0.36,-14703552,-0.5700000000000001,-28954528,-1.12
BK0993,宠物经济,680.11,0.98,34769712,1.6,4519984,0.21,30249728,1.3900000000000001,26458720,1.22,-61228448,-2.8200000000000003
BK0870,单抗概念,1462.98,0.93,34415776,0.53,33193504,0.52,1222272,0.02,-32263648,-0.5,-2152128,-0.03
BK0934,蝗虫防治,1465.28,0.54,33392235,2.54,25060643,1.9100000000000001,8331592,0.63,-39245024,-2.98,5852784,0.45
BK0944,肝素概念,748.1,1.05,32500038,2.5700000000000003,10634198,0.84,21865840,1.73,-14029968,-1.11,-18470064,-1.46
BK0625,通用航空,4136.15,-0.03,27013024,0.49,17810192,0.32,9202832,0.17,-102120976,-1.8399999999999999,75107968,1.35
BK0676,独家药品,2619.22,0.38,25282081,0.51,-64883919,-1.31,90166000,1.82,-37728480,-0.76,12446416,0.25
BK0925,北交所概念,1690.94,0.1,25228304,0.47000000000000003,50152096,0.9400000000000001,-24923792,-0.47000000000000003,-19706880,-0.37,-5521440,-0.1
BK1122,血氧仪,949.55,0.85,25105993,2.18,19333671,1.6800000000000002,5772322,0.5,-17135408,-1.49,-8066272,-0.7000000000000001
BK0866,人造肉,968.3,1.3,23050926,2.23,2174499,0.21,20876427,2.02,-19172208,-1.85,-3878704,-0.37
BK0894,阿兹海默,1325.75,0.5,22880924,2.95,-3860148,-0.5,26741072,3.45,-6931711,-0.89,-15949216,-2.05
BK0615,中药概念,2126.79,0.6900000000000001,19674480,0.16,-9842432,-0.08,29516912,0.24,-48274784,-0.39,27337472,0.22
BK0709,赛马概念,702.88,1.73,18247883,3.12,31227049,5.34,-12979166,-2.22,-2479950,-0.42,-15767933,-2.7
BK1011,环氧丙烷,569.84,0.47000000000000003,15007569,0.8200000000000001,37271009,2.03,-22263440,-1.21,-32552672,-1.77,17410160,0.9500000000000001
BK1060,新冠药物,786.38,0.62,13766320,0.29,-13055200,-0.28,26821520,0.5700000000000001,-30520480,-0.64,16752928,0.35000000000000003
BK0959,数字阅读,1346.99,0.4,12511328,0.39,82638144,2.6,-70126816,-2.21,-112816560,-3.55,100305232,3.15
BK1121,第四代半导体,1125.41,0.03,12082103,2.11,23701399,4.13,-11619296,-2.03,-24327893,-4.24,12245790,2.14
BK1109,供销社概念,1086.17,0.62,11108171,0.58,-5133701,-0.27,16241872,0.85,13902608,0.73,-25010784,-1.31
BK0856,工业大麻,1502.22,0.9,10817840,0.23,15660624,0.33,-4842784,-0.1,-3610240,-0.08,-7207584,-0.15
BK0941,疫苗冷链,1158.75,0.24,10792961,0.29,-11468639,-0.31,22261600,0.61,25018192,0.68,-35811168,-0.98
BK1063,重组蛋白,712.84,1.12,9442403,1.12,31440733,3.74,-21998330,-2.62,-855222,-0.1,-1144114,-0.14
BK1023,培育钻石,947.98,0.08,9046971,0.74,-3115229,-0.26,12162200,1.0,323664,0.03,-9043504,-0.74
BK0943,汽车拆解,923.8,0.59,7680506,0.59,-9475780,-0.73,17156286,1.32,16532464,1.27,-24212976,-1.8599999999999999
BK1120,熊去氧胆酸,911.73,0.88,7599778,0.43,-848334,-0.05,8448112,0.48,-24490480,-1.3900000000000001,16890688,0.96
BK1117,抗原检测,808.77,0.93,5227103,0.12,-3909297,-0.09,9136400,0.21,-19879616,-0.46,14652528,0.34
BK1123,蒙脱石散,952.56,1.0,3306591,0.54,5805988,0.9500000000000001,-2499397,-0.41000000000000003,20613210,3.36,-23919796,-3.9
BK1062,新冠检测,685.19,0.73,2563760,0.04,-14134960,-0.22,16698720,0.26,35534096,0.55,-38097872,-0.59
BK1103,熔盐储能,768.71,-0.73,235523,0.03,4794799,0.52,-4559276,-0.49,-21126256,-2.29,19862736,2.15
BK1096,光伏高速公路,1067.8,0.30000000000000004,-985578,-0.26,16095127,4.19,-17080705,-4.45,-4197588,-1.09,5183167,1.35
BK0636,B股,880.53,0.59,-987798,-1.31,-1294433,-1.72,306635,0.41000000000000003,252397,0.34,735403,0.98
BK0669,生态农业,1290.23,0.85,-2377627,-0.07,15092709,0.44,-17470336,-0.51,5234608,0.15,-2856992,-0.08
BK0890,MLCC,2257.47,0.46,-2859157,-0.15,-175781,-0.01,-2683376,-0.14,36675712,1.94,-33816544,-1.79
BK0622,地热能,3148.15,-0.30000000000000004,-7218192,-0.7000000000000001,3390534,0.33,-10608726,-1.03,-6726384,-0.66,13944560,1.3599999999999999
BK0692,在线旅游,1581.98,0.48,-8330736,-0.27,6132688,0.2,-14463424,-0.47000000000000003,-6514928,-0.21,14845664,0.49
BK0685,举牌,2133.33,0.42,-8751823,-1.04,-12428449,-1.47,3676626,0.44,-14643472,-1.73,23395296,2.77
BK0831,万达概念,908.38,0.9500000000000001,-9862687,-0.44,33198097,1.48,-43060784,-1.9300000000000002,-56037648,-2.51,65900336,2.95
BK0566,滨海新区,10635.2,1.0,-10778976,-0.31,256990496,7.29,-267769472,-7.6,-119667472,-3.39,130446432,3.7
BK0677,粤港自贸,2455.24,1.01,-11115776,-0.17,-22950976,-0.35000000000000003,11835200,0.18,4275408,0.07,6840368,0.11
BK1082,噪声防治,1097.3,-0.86,-14649451,-4.18,-486393,-0.14,-14163058,-4.04,-12055624,-3.44,26705074,7.62
BK0818,可燃冰,1042.01,-0.25,-16207960,-1.6800000000000002,-9040885,-0.9400000000000001,-7167075,-0.74,-19056928,-1.98,35264880,3.66
BK1006,碳基材料,806.69,-0.05,-16272842,-0.88,10441958,0.5700000000000001,-26714800,-1.45,1622080,0.09,14650752,0.8
BK1054,DRG/DIP,938.43,-0.25,-17887127,-0.81,-32773527,-1.49,14886400,0.67,16126256,0.73,1760880,0.08
BK0954,盲盒经济,1075.96,-0.01,-18077279,-0.56,-20946031,-0.65,2868752,0.09,-47636560,-1.48,65713840,2.04
BK0807,共享经济,840.93,0.26,-18313897,-0.76,55214135,2.3,-73528032,-3.06,-41643808,-1.73,59957712,2.5
BK1110,Web3.0,1356.39,-0.32,-22448448,-0.16,351494080,2.46,-373942528,-2.61,-239987712,-1.6800000000000002,262436160,1.83
BK0563,油价相关,5575.42,0.15,-22466011,-0.96,-8956315,-0.38,-13509696,-0.58,-96894544,-4.16,119360544,5.12
BK1026,调味品概念,924.63,1.19,-24249699,-0.66,1849053,0.05,-26098752,-0.71,45148000,1.22,-20898304,-0.5700000000000001
BK0973,注射器概念,1156.07,0.26,-24364565,-2.37,8294385,0.81,-32658950,-3.18,-7887808,-0.77,32252368,3.14
BK0936,长寿药,1002.33,1.15,-24515457,-1.47,-29306993,-1.76,4791536,0.29,24951824,1.5,-436368,-0.03
BK0512,化工原料,20121.98,0.27,-27414336,-0.32,6497808,0.08,-33912144,-0.39,-51876784,-0.6000000000000001,79291120,0.92
BK0991,工程机械概念,1046.0,-0.75,-28582352,-0.62,-54456528,-1.18,25874176,0.56,-142041216,-3.08,169522288,3.67
BK0614,食品安全,5512.02,-0.19,-28778643,-0.61,-53879443,-1.13,25100800,0.53,-17253568,-0.36,46032208,0.97
BK1129,数字水印,924.69,-0.28,-29532761,-0.91,28614759,0.89,-58147520,-1.8,-37361312,-1.16,66894064,2.07
BK0849,京东金融,1190.75,-0.04,-29626475,-3.59,-4384807,-0.53,-25241668,-3.06,-14387736,-1.74,44014208,5.33
BK1074,托育服务,797.66,0.23,-30155049,-1.8900000000000001,-16434361,-1.03,-13720688,-0.86,2207328,0.14,27947712,1.75
BK0990,快递概念,795.59,0.35000000000000003,-30186944,-1.07,-31327856,-1.11,1140912,0.04,2290768,0.08,27766624,0.98
BK1067,杭州亚运会,1054.11,0.29,-30223552,-0.27,87311040,0.79,-117534592,-1.06,-123354048,-1.12,153577600,1.3900000000000001
BK1079,户外露营,1080.63,-0.12,-31939193,-2.2800000000000002,-36381294,-2.59,4442101,0.32,13816128,0.99,18123056,1.29
BK1119,PLC概念,1226.16,-1.19,-33199005,-2.12,-32470839,-2.07,-728166,-0.05,26662400,1.7000000000000002,6536608,0.42
BK0945,装配建筑,956.91,0.6000000000000001,-33912368,-0.28,-98962576,-0.8200000000000001,65050208,0.54,-66611344,-0.56,99925248,0.8300000000000001
BK1131,同步磁阻电机,1126.9,-1.85,-35473569,-3.21,-27805586,-2.52,-7667983,-0.6900000000000001,30427680,2.76,5045888,0.46
BK1098,生物质能发电,901.58,-0.15,-36274493,-4.36,-587265,-0.07,-35687228,-4.29,9846947,1.18,26427552,3.18
BK0803,股权转让,622.75,0.09,-36669931,-3.49,-9628793,-0.92,-27041138,-2.5700000000000003,12461856,1.18,24208064,2.3
BK1108,科创板做市股,902.18,-0.14,-37889584,-0.53,-97415728,-1.3599999999999999,59526144,0.8300000000000001,163817008,2.2800000000000002,-125927424,-1.75
BK0679,超导概念,2792.32,-0.42,-37890167,-2.79,-5995151,-0.44,-31895016,-2.35,-5137392,-0.38,43027568,3.17
BK0904,广电,1218.69,0.55,-38839775,-1.55,-37489055,-1.49,-1350720,-0.05,-43256736,-1.72,80646160,3.21
BK0838,东北振兴,989.61,0.15,-46199312,-0.74,25386624,0.41000000000000003,-71585936,-1.1400000000000001,-56857568,-0.91,103056880,1.65
BK1083,千金藤素,977.76,0.96,-46486953,-9.65,-47054874,-9.77,567921,0.12,14417939,2.99,32069014,6.66
BK1085,痘病毒防治,870.21,1.5899999999999999,-49064208,-1.13,-18587808,-0.43,-30476400,-0.7000000000000001,58856192,1.35,-9791984,-0.23
BK0698,免疫治疗,1336.96,0.6900000000000001,-49229744,-1.12,-24655664,-0.56,-24574080,-0.56,7975232,0.18,41254544,0.9400000000000001
BK0805,钛白粉,1155.63,-0.07,-50705543,-6.84,-10149024,-1.37,-40556519,-5.47,12267784,1.6600000000000001,38437744,5.19
BK1014,发电机概念,965.5,-1.25,-54401788,-5.16,-12504135,-1.19,-41897653,-3.9699999999999998,-9440544,-0.89,63842336,6.05
BK0938,代糖概念,938.03,0.78,-54573903,-4.8100000000000005,-16634903,-1.46,-37939000,-3.34,11455392,1.01,43118512,3.8
BK1070,土壤修复,803.3,0.26,-57054126,-2.24,-22432350,-0.88,-34621776,-1.3599999999999999,109206944,4.29,-52152816,-2.05
BK0983,核污染防治,1154.49,-0.03,-57140949,-2.48,2131307,0.09,-59272256,-2.5700000000000003,-16439776,-0.71,73580720,3.19
BK0862,超级真菌,1160.93,1.12,-57351679,-2.24,-17508815,-0.6900000000000001,-39842864,-1.56,-29775824,-1.17,87127504,3.41
BK1107,科创板做市商,1155.67,0.14,-59248640,-1.8,4453952,0.14,-63702592,-1.9300000000000002,-98748544,-3.0,157997168,4.8
BK0979,低碳冶金,1130.15,0.9,-60305358,-5.83,-36120344,-3.49,-24185014,-2.34,17057136,1.65,43248224,4.18
BK1084,数字哨兵,1604.26,-1.0,-60974576,-3.34,-25030448,-1.37,-35944128,-1.97,-2277200,-0.12,63251776,3.47
BK0961,有机硅,1366.52,-0.35000000000000003,-62007894,-1.92,-31476150,-0.97,-30531744,-0.9500000000000001,-32985280,-1.02,94993168,2.94
BK1116,抗菌面料,1093.74,-0.06,-62154603,-5.8100000000000005,-16991824,-1.5899999999999999,-45162779,-4.22,65430432,6.11,-3275824,-0.31
BK0928,抖音小店,942.36,0.51,-63140192,-2.51,851776,0.03,-63991968,-2.54,16039712,0.64,47100480,1.87
BK1058,地下管网,926.24,0.16,-63185765,-1.81,-16686501,-0.48,-46499264,-1.33,7092960,0.2,55902496,1.6
BK0498,AB股,9938.1,0.24,-64531360,-0.65,38316752,0.39,-102848112,-1.04,-161344832,-1.63,225876192,2.29
BK0610,央视50_,2010.32,0.36,-69800448,-0.24,-9205248,-0.03,-60595200,-0.21,-676447488,-2.35,746248192,2.59
BK0665,电商概念,1853.21,0.44,-70318080,-0.11,527154688,0.81,-597472768,-0.91,-983177984,-1.51,1053366272,1.6099999999999999
BK1101,Chiplet概念,1315.79,0.44,-77419488,-0.55,-35198016,-0.25,-42221472,-0.30000000000000004,201902848,1.44,-124483392,-0.89
BK0672,沪企改革,2115.8,0.41000000000000003,-78426776,-1.9500000000000002,-35543512,-0.88,-42883264,-1.07,-17359728,-0.43,95786512,2.38
BK1114,人造太阳,954.38,-0.45,-78825652,-8.65,-31727019,-3.48,-47098633,-5.17,26939888,2.96,51885776,5.69
BK1106,创新药,1054.52,0.65,-80051392,-1.28,-38537552,-0.62,-41513840,-0.66,-79456960,-1.27,159508320,2.55
BK1105,世界杯,1330.47,-0.6900000000000001,-80279806,-2.99,-2502238,-0.09,-77777568,-2.89,-31731456,-1.18,112011264,4.17
BK1132,MLOps概念,1044.13,-1.01,-82752739,-5.59,-63354675,-4.28,-19398064,-1.31,19124496,1.29,63628240,4.3
BK0992,REITs概念,748.89,0.6900000000000001,-87737600,-1.47,-133471952,-2.23,45734352,0.76,-104084368,-1.74,191821952,3.21
BK0724,海绵城市,825.57,0.87,-95649248,-1.83,-87927600,-1.6800000000000002,-7721648,-0.15,114409584,2.19,-18760352,-0.36
BK1077,统一大市场,967.9,0.42,-95845753,-3.52,-61958185,-2.27,-33887568,-1.24,-9284816,-0.34,104736400,3.84
BK0914,医废处理,1095.94,0.22,-97455941,-4.24,-39995013,-1.74,-57460928,-2.5,22483632,0.98,74972304,3.26
BK1113,复合集流体,916.69,-0.87,-99102617,-4.69,-53777353,-2.54,-45325264,-2.14,-33147648,-1.57,132250272,6.26
BK1118,数据确权,1403.29,-0.67,-102853792,-0.96,92367904,0.86,-195221696,-1.81,-145420528,-1.35,248274320,2.31
BK1065,气溶胶检测,1085.81,-0.9500000000000001,-104483241,-7.07,-19637721,-1.33,-84845520,-5.74,11624080,0.79,92859168,6.28
BK0865,电子烟,1530.02,0.6000000000000001,-106425104,-1.12,188596352,1.98,-295021456,-3.09,-98498512,-1.03,204923600,2.15
BK0895,维生素,1469.64,-0.25,-110134854,-5.67,-40305750,-2.08,-69829104,-3.6,26385136,1.3599999999999999,83803888,4.31
BK0976,被动元件,1178.88,-0.31,-114121079,-2.64,-34112167,-0.79,-80008912,-1.85,47863040,1.11,66258048,1.53
BK1095,钒电池,989.99,-0.41000000000000003,-117238733,-6.15,-30469181,-1.6,-86769552,-4.55,12600064,0.66,104638688,5.49
BK1143,空间计算,942.41,-1.31,-122070729,-4.23,-30848601,-1.07,-91222128,-3.16,-33816720,-1.17,155887456,5.4
BK1068,净水概念,988.76,-0.87,-125145563,-5.12,-37632827,-1.54,-87512736,-3.58,13543120,0.55,111602448,4.5600000000000005
BK1130,时空大数据,979.75,-1.23,-134485437,-6.14,-37857053,-1.73,-96628384,-4.41,10729808,0.49,123755632,5.65
