代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1024,绿色电力,1012.55,1.74,428327104,1.51,482228672,1.7000000000000002,-53901568,-0.19,111407360,0.39,-539734528,-1.9
BK0498,AB股,9583.05,-0.78,259780512,1.67,315524432,2.03,-55743920,-0.36,-256885760,-1.65,-2895104,-0.02
BK1113,复合集流体,911.46,1.97,251738688,3.91,180781920,2.81,70956768,1.1,-7732032,-0.12,-244006656,-3.79
BK1003,抽水蓄能,1176.35,1.78,230028048,2.87,299402528,3.73,-69374480,-0.86,-191241888,-2.38,-38786144,-0.48
BK1108,科创板做市股,929.57,-0.81,186574544,1.56,-125962560,-1.05,312537104,2.61,-52735744,-0.44,-133838880,-1.12
BK0703,超级电容,3315.64,-1.47,168301296,1.33,297096992,2.34,-128795696,-1.01,-310922880,-2.45,142621568,1.12
BK1087,超超临界发电,1208.77,1.74,164401968,1.18,257810560,1.8399999999999999,-93408592,-0.67,-134763008,-0.96,-29638912,-0.21
BK1065,气溶胶检测,1112.43,-1.81,111608768,4.92,143976528,6.35,-32367760,-1.43,-52931648,-2.34,-58677120,-2.59
BK0622,地热能,3042.66,-0.22,80639543,6.14,58751539,4.47,21888004,1.67,-65947792,-5.02,-14691744,-1.12
BK0890,MLCC,2199.08,-1.94,79212016,1.94,141272368,3.45,-62060352,-1.52,-60239296,-1.47,-18972704,-0.46
BK1098,生物质能发电,865.5,0.97,75132773,4.11,49863301,2.73,25269472,1.38,-33170208,-1.81,-41962560,-2.29
BK0901,3D摄像头,1042.41,-2.7199999999999998,52872096,0.9500000000000001,84370768,1.51,-31498672,-0.56,-80596704,-1.44,27724624,0.5
BK0818,可燃冰,957.79,-0.51,52799561,4.5600000000000005,40288594,3.48,12510967,1.08,-26451024,-2.2800000000000002,-26348544,-2.2800000000000002
BK0511,ST股,7548.64,0.05,36701764,0.85,-36793244,-0.85,73495008,1.7000000000000002,-69170832,-1.6,32469072,0.75
BK0909,降解塑料,1354.44,-0.86,25181760,0.46,153904832,2.84,-128723072,-2.37,-68170288,-1.26,42988512,0.79
BK1109,供销社概念,1008.68,-0.28,21829964,2.18,2775607,0.28,19054357,1.9100000000000001,-546416,-0.05,-21283552,-2.13
BK0943,汽车拆解,870.92,-0.99,16498842,1.04,51289610,3.23,-34790768,-2.19,-44051280,-2.77,27552432,1.73
BK1006,碳基材料,774.11,-0.88,-2731920,-0.09,56246832,1.82,-58978752,-1.9100000000000001,-36857664,-1.19,39589584,1.28
BK1096,光伏高速公路,1024.82,-0.64,-3865781,-0.54,30480054,4.29,-34345835,-4.84,-5455152,-0.77,9320928,1.31
BK0636,B股,855.61,-0.78,-5264290,-4.36,490268,0.41000000000000003,-5754558,-4.77,4163180,3.45,1101111,0.91
BK0855,纳米银,1259.2,-0.75,-7142126,-0.34,-10918158,-0.52,3776032,0.18,-23533616,-1.13,30675728,1.47
BK0924,地摊经济,1366.69,-1.43,-7782160,-0.08,272825920,2.76,-280608080,-2.84,-159651552,-1.62,167433712,1.7000000000000002
BK0949,氦气概念,1468.38,0.45,-8223173,-0.6900000000000001,12026785,1.01,-20249958,-1.7000000000000002,-10021792,-0.84,18244960,1.53
BK0944,肝素概念,718.44,-1.27,-10069118,-0.77,-15424001,-1.18,5354883,0.41000000000000003,-39177776,-2.99,49246896,3.76
BK1063,重组蛋白,692.03,-1.15,-15493660,-2.64,-14801936,-2.52,-691724,-0.12,-5413244,-0.92,29673038,5.05
BK0669,生态农业,1182.47,-0.9400000000000001,-16564441,-0.73,-18455513,-0.81,1891072,0.08,-12769520,-0.56,29333952,1.29
BK0685,举牌,1965.63,0.45,-17479064,-2.12,-21896645,-2.66,4417581,0.54,7455184,0.91,10023872,1.22
BK1122,血氧仪,923.68,-1.8900000000000001,-19200671,-1.45,13419661,1.02,-32620332,-2.47,-73543520,-5.5600000000000005,92377568,6.99
BK1070,土壤修复,761.65,-0.5700000000000001,-22417884,-0.86,-10639516,-0.41000000000000003,-11778368,-0.45,7537072,0.29,14880816,0.5700000000000001
BK1023,培育钻石,939.49,-1.47,-23429301,-1.79,-6833483,-0.52,-16595818,-1.27,-46215648,-3.5300000000000002,69635072,5.32
BK1079,户外露营,991.11,-1.3,-26239557,-3.1,-16673692,-1.97,-9565865,-1.13,16952268,2.0,9287296,1.1
BK1099,轮毂电机,811.8,-0.84,-26550249,-1.49,-6257849,-0.35000000000000003,-20292400,-1.1400000000000001,11834624,0.67,14715632,0.8300000000000001
BK1066,民爆概念,1003.13,-1.03,-28980946,-2.29,-12856076,-1.02,-16124870,-1.27,50722080,4.01,-21741136,-1.72
BK1121,第四代半导体,1126.73,-1.55,-34382700,-8.89,-19488506,-5.04,-14894194,-3.85,2478008,0.64,31904691,8.25
