代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0715,航母概念,774.22,0.24,362403440,2.8,263933760,2.04,98469680,0.76,-152359520,-1.18,-210043904,-1.62
BK0601,海工装备,1426.91,0.13,355503616,2.99,221665232,1.8599999999999999,133838384,1.12,-77606464,-0.65,-277897152,-2.33
BK0896,白酒,2606.83,0.45,261589792,1.08,407871008,1.69,-146281216,-0.61,143958016,0.6000000000000001,-405547776,-1.6800000000000002
BK0927,免税概念,1194.56,-0.47000000000000003,190719536,2.06,92233376,1.0,98486160,1.07,-156505200,-1.69,-34214352,-0.37
BK0868,GDR,857.22,-0.25,136077152,1.81,-91205680,-1.21,227282832,3.02,-364813248,-4.85,228736064,3.04
BK1071,跨境支付,1009.33,-0.49,124254800,0.99,342149776,2.7199999999999998,-217894976,-1.73,-311415760,-2.47,187160944,1.49
BK0806,精准医疗,1007.0,-0.49,123031408,1.97,103498496,1.6600000000000001,19532912,0.31,-18526304,-0.30000000000000004,-104505104,-1.67
BK1093,汽车一体化压铸,1079.88,0.8300000000000001,79346912,1.38,131779744,2.29,-52432832,-0.91,-69356112,-1.21,-9990784,-0.17
BK1114,人造太阳,963.22,0.01,75184951,5.79,22060664,1.7000000000000002,53124287,4.09,-37305280,-2.87,-37879680,-2.92
BK0887,鸡肉概念,899.28,0.25,26330645,1.02,27362373,1.06,-1031728,-0.04,19025472,0.74,-45356128,-1.76
BK0979,低碳冶金,1185.46,0.74,23377152,0.67,53819776,1.54,-30442624,-0.87,-9809632,-0.28,-13567536,-0.39
BK0898,胎压监测,1763.42,1.1400000000000001,22775648,0.32,-16688560,-0.24,39464208,0.56,-36369968,-0.52,13594320,0.19
BK1026,调味品概念,931.14,-0.19,16334002,0.42,37232034,0.96,-20898032,-0.54,-11684064,-0.30000000000000004,-4649936,-0.12
BK1089,汽车热管理,1151.1,1.08,15445152,0.16,78923072,0.8200000000000001,-63477920,-0.66,33434080,0.35000000000000003,-48787728,-0.51
BK0807,共享经济,853.36,0.22,4841052,0.21,40496124,1.72,-35655072,-1.52,-40541536,-1.73,35700496,1.52
BK1099,轮毂电机,885.44,0.8300000000000001,4569044,0.23,74612596,3.76,-70043552,-3.5300000000000002,-72058576,-3.63,67489536,3.4
BK1103,熔盐储能,764.56,-0.17,4414504,0.7000000000000001,-4568157,-0.73,8982661,1.43,-18107867,-2.89,12466187,1.99
BK1011,环氧丙烷,569.86,-0.89,3848960,0.29,8618372,0.64,-4769412,-0.35000000000000003,16101168,1.2,-20199680,-1.5
BK1098,生物质能发电,919.33,-0.19,3281893,0.2,25238549,1.51,-21956656,-1.32,-52554608,-3.15,49272720,2.96
BK0692,在线旅游,1597.25,0.09,196800,0.0,27827776,0.5700000000000001,-27630976,-0.5700000000000001,50175536,1.03,-50372320,-1.03
BK0862,超级真菌,1180.91,-0.36,-1750329,-0.09,-20432329,-0.99,18682000,0.91,-55321712,-2.69,57072064,2.77
BK0936,长寿药,1010.93,0.22,-3165649,-0.19,-11140385,-0.67,7974736,0.48,-22529472,-1.35,25695104,1.54
BK0636,B股,895.99,0.14,-3932055,-5.29,-1504375,-2.02,-2427680,-3.26,2447266,3.29,1484789,2.0
BK1068,净水概念,997.4,-0.86,-5525311,-0.19,-69685775,-2.34,64160464,2.15,-66334416,-2.22,71859712,2.41
BK0954,盲盒经济,1071.17,-1.08,-9044604,-0.31,-42546028,-1.45,33501424,1.1400000000000001,-47032224,-1.6,56076832,1.9100000000000001
BK0505,中字头,7484.11,-0.22,-13034240,-0.03,-390234112,-0.84,377199872,0.81,-700838912,-1.5,713142016,1.53
BK0866,人造肉,980.45,-0.26,-15464022,-1.34,16280037,1.4100000000000001,-31744059,-2.76,-41175152,-3.5700000000000003,56639184,4.92
BK0986,CAR-T细胞疗法,876.29,-0.67,-16273824,-0.42,38863536,0.99,-55137360,-1.4100000000000001,12324832,0.31,3902688,0.1
BK1082,噪声防治,1113.35,-0.5700000000000001,-18530693,-4.08,-7287568,-1.6099999999999999,-11243125,-2.48,5349865,1.18,13180828,2.9
BK0949,氦气概念,1492.5,-1.01,-21636080,-3.17,-29158782,-4.27,7522702,1.1,42434006,6.21,-20797920,-3.05
BK1066,民爆概念,1042.13,-0.58,-22996767,-2.44,-7005088,-0.74,-15991679,-1.69,5756480,0.61,17240272,1.83
BK1131,同步磁阻电机,1113.15,-0.96,-24775139,-3.3,-27677748,-3.68,2902609,0.39,9640416,1.28,15134720,2.01
BK1130,时空大数据,987.46,-0.62,-25685421,-0.86,-22948845,-0.77,-2736576,-0.09,64986416,2.18,-39300992,-1.32
BK0929,地塞米松,1223.74,-0.86,-27430693,-3.13,1146077,0.13,-28576770,-3.26,22422384,2.56,5008304,0.5700000000000001
BK1023,培育钻石,939.37,-0.97,-30490608,-2.27,-13432596,-1.0,-17058012,-1.27,-9685024,-0.72,39537776,2.94
BK0938,代糖概念,930.58,-0.74,-33243831,-2.83,-36451301,-3.11,3207470,0.27,-5023280,-0.43,38267120,3.26
BK0899,CRO,1555.75,-0.99,-36061904,-0.9400000000000001,69741344,1.81,-105803248,-2.75,-7018304,-0.18,43080208,1.12
BK0944,肝素概念,755.96,-0.31,-36338505,-3.79,-31664736,-3.3,-4673769,-0.49,16396544,1.71,19941952,2.08
BK0622,地热能,3159.45,-0.76,-36719584,-3.17,-18428941,-1.5899999999999999,-18290643,-1.58,-5823920,-0.5,42543504,3.68
BK1123,蒙脱石散,975.4,0.02,-39600583,-3.64,-958149,-0.09,-38642434,-3.55,-4665472,-0.43,44266064,4.07
BK0870,单抗概念,1498.49,-0.31,-41324352,-0.72,-85038384,-1.48,43714032,0.76,3457200,0.06,37867136,0.66
BK0941,疫苗冷链,1161.26,-0.37,-42126689,-1.08,-16377921,-0.42,-25748768,-0.66,52662352,1.35,-10535680,-0.27
BK1014,发电机概念,962.57,-0.4,-42198610,-4.59,-2954766,-0.32,-39243844,-4.27,9738272,1.06,32460336,3.5300000000000002
