代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0802,无人驾驶,1386.19,3.95,2754318336,3.47,2465056768,3.1,289261568,0.36,-630145280,-0.79,-2124173056,-2.67
BK0891,国产芯片,2706.56,1.82,2430431232,1.8,3002800128,2.22,-572368896,-0.42,-1293758720,-0.96,-1123046656,-0.8300000000000001
BK0920,车联网,1155.05,3.17,2250629120,3.41,1920412672,2.91,330216448,0.5,-435287808,-0.66,-1815321600,-2.75
BK0984,华为汽车,1480.83,3.65,1716959232,5.4,1281317888,4.03,435641344,1.37,-452607488,-1.42,-1264352000,-3.9699999999999998
BK0854,华为概念,2760.21,1.18,1399152384,0.68,2811143680,1.37,-1411991296,-0.6900000000000001,-1309134080,-0.64,-90046464,-0.04
BK0917,半导体概念,1506.87,1.43,1345505024,1.5,1173779200,1.31,171725824,0.19,-513401600,-0.5700000000000001,-831314432,-0.93
BK0900,新能源车,1581.2,2.21,1225376512,0.6900000000000001,2715085824,1.53,-1489709312,-0.84,-849110016,-0.48,-297361920,-0.17
BK0704,无人机,1762.21,1.87,1176942848,2.54,1162436608,2.51,14506240,0.03,-449569024,-0.97,-727373312,-1.57
BK0629,北斗导航,4664.89,2.13,1056071248,5.11,850238544,4.11,205832704,1.0,-285685504,-1.38,-770365952,-3.73
BK0952,第三代半导体,1334.7,2.14,1022776608,3.27,893626912,2.85,129149696,0.41000000000000003,-413690624,-1.32,-609086208,-1.9500000000000002
BK0969,汽车芯片,1029.15,4.12,990846000,4.83,699582512,3.41,291263488,1.42,-180925440,-0.88,-809920512,-3.95
BK1048,IGBT概念,856.37,2.63,955577872,5.02,757521424,3.98,198056448,1.04,-305206784,-1.6,-650371328,-3.41
BK1141,混合现实,1098.69,2.49,942449936,7.15,711938224,5.4,230511712,1.75,-351390656,-2.67,-591059280,-4.48
BK1137,存储芯片,1126.82,3.12,895333472,5.35,626000272,3.74,269333200,1.6099999999999999,-306096640,-1.83,-589236912,-3.52
BK0722,虚拟现实,877.23,1.11,893946880,1.34,882535168,1.32,11411712,0.02,-507413760,-0.76,-385833984,-0.58
