代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0596,融资融券,2052.15,1.31,16465869568,2.26,10625813248,1.46,5840056320,0.8,-7760887808,-1.06,-8519036928,-1.17
BK0867,富时罗素,1397.57,1.63,15489872896,3.45,9326736384,2.08,6163136512,1.37,-6761299968,-1.51,-8728576000,-1.94
BK0821,MSCI中国,1173.36,1.47,13477126656,3.95,7100674560,2.08,6376452096,1.87,-5041852416,-1.48,-8435269632,-2.47
BK0879,标准普尔,1390.74,1.65,13249578240,3.5700000000000003,7571358976,2.04,5678219264,1.53,-6211182592,-1.67,-7038390272,-1.8900000000000001
BK0500,HS300_,9881.92,1.42,10036976640,4.22,5041840640,2.12,4995136000,2.1,-3691651072,-1.55,-6345326080,-2.67
BK0707,沪股通,1897.71,1.23,9469758208,2.9,5355588352,1.6400000000000001,4114169856,1.26,-3734269952,-1.1400000000000001,-5735485440,-1.76
BK0804,深股通,934.03,1.57,8468201984,2.45,5554274816,1.6099999999999999,2913927168,0.84,-3805794304,-1.1,-4662411264,-1.35
BK0683,国企改革,3762.32,1.74,7887626496,3.16,5364929792,2.15,2522696704,1.01,-4209643520,-1.69,-3660840960,-1.47
BK0612,上证180_,1388.42,1.54,7071592448,4.91,3494337280,2.43,3577255168,2.48,-2278335232,-1.58,-4793257216,-3.33
BK0718,证金持股,1173.78,1.34,6808201984,4.82,3787866368,2.68,3020335616,2.14,-3053331456,-2.16,-3754870272,-2.66
BK0568,深成500,1071.77,1.63,6568574464,3.35,3524857088,1.8,3043717376,1.55,-3045870848,-1.55,-3522703616,-1.8
BK0854,华为概念,2628.03,1.79,5315183360,3.51,3121617152,2.06,2193566208,1.45,-1629746944,-1.08,-3684651264,-2.44
BK0499,AH股,6897.64,1.62,4757416960,5.38,2900995328,3.2800000000000002,1856421632,2.1,-1712650240,-1.94,-3044766720,-3.44
BK0999,茅指数,700.62,1.82,4739134464,7.01,2964674304,4.38,1774460160,2.62,-2085273344,-3.08,-2653860608,-3.92
BK0536,基金重仓,11115.8,0.79,4644072960,2.2800000000000002,1381022464,0.68,3263050496,1.6,-1743859712,-0.85,-2898245120,-1.42
BK1140,央企改革,1000.66,1.65,4606305280,3.36,2532142848,1.85,2074162432,1.51,-1651804160,-1.21,-2937816832,-2.15
BK0611,上证50_,1630.99,1.83,4421233664,6.54,2190906368,3.24,2230327296,3.3,-1823537920,-2.7,-2597695744,-3.84
BK0712,一带一路,1173.11,1.98,3989100032,4.41,2983121408,3.3,1005978624,1.11,-1628047872,-1.8,-2361051904,-2.61
BK0743,深证100R,1146.33,1.31,3403113216,3.84,1322606080,1.49,2080507136,2.35,-1544144896,-1.74,-1858968576,-2.1
BK0525,参股银行,9277.87,1.69,3332427776,4.95,2630997248,3.9,701430528,1.04,-1242604288,-1.8399999999999999,-2089823488,-3.1
BK0896,白酒,2658.39,2.95,3284671488,9.52,2065107968,5.99,1219563520,3.5300000000000002,-1509809152,-4.38,-1774862336,-5.14
BK1059,百元股,655.24,0.29,3153424640,5.03,1770591488,2.8200000000000003,1382833152,2.2,-1730784256,-2.76,-1422640384,-2.27
BK0552,机构重仓,12983.92,1.25,3143000576,1.3599999999999999,2335104256,1.01,807896320,0.35000000000000003,-2052026368,-0.89,-1090977792,-0.47000000000000003
