代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0999,茅指数,701.05,1.01,3312474368,6.21,2646475264,4.96,665999104,1.25,-1420692992,-2.66,-1891781376,-3.55
BK1000,宁组合,600.91,1.38,2530510384,8.8,1603562288,5.58,926948096,3.22,-1214068480,-4.22,-1316441856,-4.58
BK0908,HIT电池,3149.64,1.98,2351016928,10.5,1696983008,7.58,654033920,2.92,-651731200,-2.91,-1699285504,-7.59
BK0611,上证50_,1612.72,0.76,2249192704,4.53,2209591552,4.45,39601152,0.08,-1053225472,-2.12,-1195967232,-2.41
BK0588,太阳能,3301.62,0.8300000000000001,2009304320,2.2,1222028288,1.34,787276032,0.86,-223896576,-0.25,-1780041984,-1.9500000000000002
BK0978,光伏建筑一体化,1388.92,0.9500000000000001,1828481888,9.14,1304727392,6.52,523754496,2.62,-539744000,-2.7,-1288769280,-6.44
BK0535,QFII重仓,16050.07,-0.01,1436678624,2.94,1515038688,3.1,-78360064,-0.16,-874605824,-1.79,-562072832,-1.15
BK1059,百元股,729.06,0.1,1358469376,2.19,996806912,1.6099999999999999,361662464,0.58,-276161024,-0.44,-1082308352,-1.74
BK0612,上证180_,1392.68,0.6000000000000001,1328271104,1.25,1485074944,1.4,-156803840,-0.15,-896796672,-0.85,-431474688,-0.41000000000000003
BK0927,免税概念,1168.96,1.37,1070581824,10.14,925789056,8.77,144792768,1.37,-486988784,-4.61,-583593040,-5.53
BK0864,氢能源,1084.89,0.24,913985024,2.3,849725696,2.14,64259328,0.16,-717720320,-1.8,-197506048,-0.5
BK0644,特斯拉,4217.36,-0.4,897367808,1.5,1131421952,1.9,-234054144,-0.39,-1336722944,-2.24,437183744,0.73
BK0968,固态电池,1609.13,1.16,738172080,3.08,292844720,1.22,445327360,1.8599999999999999,-428354816,-1.79,-309817344,-1.29
BK0988,钠离子电池,1369.06,1.35,672091296,5.06,140583936,1.06,531507360,4.0,-324509952,-2.44,-347581280,-2.62
BK0500,HS300_,9959.03,0.59,628727552,0.34,527838464,0.28,100889088,0.05,-600979968,-0.32,-27747584,-0.01
BK0845,百度概念,1256.5,0.36,626055680,1.38,616425216,1.3599999999999999,9630464,0.02,-733525504,-1.62,107469312,0.24
BK0921,天基互联,1254.74,2.58,613848224,4.5,523791440,3.84,90056784,0.66,-188604416,-1.38,-425243776,-3.12
BK0847,影视概念,855.49,2.08,520199200,4.0,336306784,2.58,183892416,1.4100000000000001,12972288,0.1,-532726432,-4.09
