代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1112,破净股,1014.82,-0.55,600515840,1.31,-186500352,-0.41000000000000003,787016192,1.71,-348309248,-0.76,-254133504,-0.55
BK0603,页岩气,1592.19,0.52,492082832,7.3,104772800,1.55,387310032,5.74,-306168896,-4.54,-183651264,-2.7199999999999998
BK0563,油价相关,5322.91,-0.15,413866960,10.63,-11989664,-0.31,425856624,10.94,-205903264,-5.29,-207963712,-5.34
BK1113,复合集流体,893.83,4.09,299832672,6.53,211746944,4.61,88085728,1.92,-56887616,-1.24,-242945056,-5.29
BK1099,轮毂电机,818.64,2.7199999999999998,166470391,12.2,122647358,8.99,43823033,3.21,-65900256,-4.83,-100570128,-7.37
BK0914,医废处理,1039.38,-0.81,129264617,6.85,154176745,8.17,-24912128,-1.32,-75816944,-4.02,-53447680,-2.83
BK1131,同步磁阻电机,1160.01,2.49,106142608,4.74,155055872,6.92,-48913264,-2.18,-100105344,-4.47,-6037264,-0.27
BK1068,净水概念,962.89,-0.81,72867680,1.51,68344432,1.42,4523248,0.09,-31379424,-0.65,-41488256,-0.86
BK0992,REITs概念,712.29,-1.08,66541648,1.37,-2157056,-0.04,68698704,1.42,-212204112,-4.38,145662464,3.01
BK1133,ERP概念,1045.69,-1.35,56858608,0.67,288338576,3.42,-231479968,-2.74,-305693952,-3.62,248835328,2.95
BK0938,代糖概念,880.66,-0.51,48807676,4.57,15168310,1.42,33639366,3.15,5628432,0.53,-54436096,-5.09
BK1070,土壤修复,766.01,-0.73,47273832,2.24,26821672,1.27,20452160,0.97,-81662912,-3.86,34389088,1.63
BK1116,抗菌面料,1022.19,-0.84,39870582,4.64,12011988,1.4,27858594,3.24,11740912,1.37,-51611488,-6.01
BK0979,低碳冶金,1101.83,-0.59,36407739,3.0,34822875,2.87,1584864,0.13,-62375072,-5.15,25967312,2.14
BK0822,租售同权,683.07,-1.75,29655959,1.02,-29984345,-1.04,59640304,2.06,-99566864,-3.44,69910880,2.42
BK0818,可燃冰,962.69,-0.93,28548529,2.84,39968171,3.98,-11419642,-1.1400000000000001,-25169264,-2.5,-3379264,-0.34
BK1098,生物质能发电,857.22,-0.13,27001593,2.73,5178321,0.52,21823272,2.21,-17701472,-1.79,-9300128,-0.9400000000000001
BK0803,股权转让,613.8,-0.45,17995157,1.35,52348933,3.93,-34353776,-2.58,1255616,0.09,-19250768,-1.44
BK0841,体外诊断,1289.12,-0.97,16373024,0.21,42760448,0.54,-26387424,-0.33,-10114320,-0.13,-6258688,-0.08
BK0985,换电概念,1243.41,-0.15,13984928,0.18,177749008,2.24,-163764080,-2.06,-183850912,-2.32,169865968,2.14
BK0909,降解塑料,1366.18,-0.5700000000000001,11556176,0.32,65541072,1.8,-53984896,-1.48,-53612128,-1.47,42055952,1.16
BK0636,B股,862.34,-0.64,-2050311,-2.44,-5643,-0.01,-2044668,-2.44,4206238,5.01,-2155926,-2.5700000000000003
BK0622,地热能,3049.31,-0.4,-2698900,-0.23,-1968756,-0.17,-730144,-0.06,9896992,0.8300000000000001,-7198096,-0.61
BK0882,猪肉概念,1361.25,-1.17,-6338944,-0.13,-93294480,-1.9500000000000002,86955536,1.82,-48656816,-1.02,54995760,1.15
BK1082,噪声防治,1072.52,-0.87,-8799868,-2.31,-8415540,-2.21,-384328,-0.1,14604903,3.83,-5805035,-1.52
BK1083,千金藤素,1004.15,0.27,-11430724,-1.51,20257975,2.68,-31688699,-4.19,-6086511,-0.81,17517232,2.32
BK0949,氦气概念,1461.87,-0.8300000000000001,-14080275,-1.51,14602949,1.57,-28683224,-3.08,15712432,1.69,-1632160,-0.18
BK1076,建筑节能,862.14,-0.98,-15061537,-0.46,-20438017,-0.63,5376480,0.17,29303680,0.9,-14242144,-0.44
BK0890,MLCC,2242.65,-0.32,-16164528,-0.48,32627440,0.97,-48791968,-1.45,-7585200,-0.23,23749744,0.71
BK0950,草甘膦,1641.86,-1.18,-16877547,-1.51,10045399,0.9,-26922946,-2.4,-4356048,-0.39,21233600,1.8900000000000001
BK1103,熔盐储能,776.6,-0.21,-17606873,-2.2,-8098550,-1.01,-9508323,-1.19,9371136,1.17,8966736,1.12
BK1123,蒙脱石散,941.01,-0.39,-17672561,-1.94,30037209,3.3,-47709770,-5.25,-19877664,-2.19,37550224,4.13
BK0994,空间站概念,1386.54,-0.19,-18255728,-0.35000000000000003,78216240,1.49,-96471968,-1.8399999999999999,-18332496,-0.35000000000000003,36588224,0.7000000000000001
BK1012,PVDF概念,736.82,-1.19,-18866630,-0.86,4283258,0.2,-23149888,-1.06,-13993856,-0.64,32860496,1.51
BK1063,重组蛋白,700.07,-1.73,-18902155,-3.02,-20246570,-3.24,1344415,0.22,6811826,1.09,13787722,2.21
BK1087,超超临界发电,1188.11,0.28,-19607072,-0.21,-39382096,-0.42,19775024,0.21,-150815712,-1.6,170422784,1.81
BK1121,第四代半导体,1144.45,-1.16,-22437451,-2.58,-1296001,-0.15,-21141450,-2.43,-14468336,-1.6600000000000001,36905795,4.24
BK0866,人造肉,917.47,-1.02,-23571537,-3.31,-27297566,-3.83,3726029,0.52,2642050,0.37,20929488,2.94
BK0962,RCEP概念,1023.46,-0.4,-25311255,-0.89,-16093415,-0.56,-9217840,-0.32,17082688,0.6000000000000001,8228576,0.29
BK0855,纳米银,1268.73,-1.3599999999999999,-32383696,-1.44,-13913760,-0.62,-18469936,-0.8200000000000001,53576688,2.39,-21192992,-0.9400000000000001
BK1096,光伏高速公路,1031.41,-0.89,-33347420,-6.62,-14361035,-2.85,-18986385,-3.77,-4432419,-0.88,37779839,7.5
BK1122,血氧仪,941.43,-1.2,-34136880,-2.98,10245170,0.89,-44382050,-3.87,-8553760,-0.75,42374256,3.7
BK0566,滨海新区,10315.65,-0.96,-36165248,-1.13,-3311504,-0.1,-32853744,-1.03,11115104,0.35000000000000003,25050128,0.78
BK0887,鸡肉概念,852.42,-1.16,-37439360,-2.08,-56378784,-3.14,18939424,1.05,3812928,0.21,33626416,1.87
BK0849,京东金融,1197.92,-2.59,-40629617,-2.71,-18401217,-1.23,-22228400,-1.48,43352880,2.89,-2723264,-0.18
BK1109,供销社概念,1011.48,-0.9400000000000001,-41633978,-5.08,-28834990,-3.52,-12798988,-1.56,-9820240,-1.2,51454208,6.28
BK1066,民爆概念,1013.52,-1.0,-41658880,-3.98,-17444930,-1.67,-24213950,-2.31,10607088,1.01,31051792,2.96
BK1102,空气能热泵,1064.1,-0.65,-42971328,-0.54,-11731456,-0.15,-31239872,-0.39,-20388672,-0.25,63359984,0.79
BK0843,天然气,1173.76,-0.14,-44532928,-0.25,-248459184,-1.42,203926256,1.17,-105668864,-0.6000000000000001,149463808,0.86
BK0990,快递概念,766.96,-0.9400000000000001,-45416751,-1.44,-19073071,-0.61,-26343680,-0.84,-85842576,-2.7199999999999998,131289280,4.17
BK0635,中超概念,1948.77,-1.78,-46847569,-5.48,-25830489,-3.02,-21017080,-2.46,-16274524,-1.9,63122096,7.38
BK0685,举牌,1956.74,-1.16,-47198134,-6.09,-5772426,-0.75,-41425708,-5.35,11558121,1.49,35640000,4.6
