代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1138,液冷概念,996.69,4.06,1066540032,3.48,1517980160,4.95,-451440128,-1.47,-499114240,-1.63,-492018176,-1.6
BK0666,苹果概念,2538.92,1.31,1059211008,1.99,1150952704,2.16,-91741696,-0.17,-475238144,-0.89,-583973120,-1.1
BK1134,算力概念,1325.24,3.03,619165440,0.79,1656195584,2.12,-1037030144,-1.33,-674159616,-0.86,54994176,0.07
BK1101,Chiplet概念,1282.78,2.29,613351376,5.07,408442896,3.38,204908480,1.7000000000000002,-427326896,-3.54,-186024464,-1.54
BK0715,航母概念,775.38,0.73,547297600,3.12,413817408,2.36,133480192,0.76,-404909312,-2.31,-142388224,-0.81
BK0905,传感器,1306.76,1.74,530749776,2.23,564223312,2.37,-33473536,-0.14,-117814016,-0.49,-414752000,-1.74
BK0713,2025规划,861.29,0.99,491963392,0.89,1189360128,2.14,-697396736,-1.26,-884187392,-1.5899999999999999,392224000,0.71
BK1137,存储芯片,1152.84,3.22,480581504,2.09,393186176,1.71,87395328,0.38,-270079744,-1.17,-210501632,-0.92
BK0954,盲盒经济,1163.48,1.13,353713968,5.49,198035776,3.07,155678192,2.42,-86110800,-1.34,-267603168,-4.15
BK1074,托育服务,860.53,-0.16,342894048,5.23,352764592,5.39,-9870544,-0.15,-152741232,-2.33,-190152816,-2.9
BK1127,AI芯片,1125.45,1.53,325391712,2.44,285908656,2.14,39483056,0.30000000000000004,-434448896,-3.26,109057232,0.8200000000000001
BK0969,汽车芯片,1040.69,2.12,310209056,1.67,182281248,0.98,127927808,0.6900000000000001,-68454656,-0.37,-241754368,-1.3
BK0601,海工装备,1424.31,0.55,309580560,1.51,363455760,1.77,-53875200,-0.26,-359872768,-1.75,50291968,0.24
BK1061,数字经济,1112.44,1.78,309060864,0.35000000000000003,1752399104,1.99,-1443338240,-1.6400000000000001,-853027840,-0.97,543550720,0.62
BK0714,5G概念,1063.12,1.7000000000000002,287567616,0.18,1503219712,0.92,-1215652096,-0.74,-399119616,-0.24,109752320,0.07
BK1064,东数西算,1438.27,2.37,284576512,0.49,1370620416,2.36,-1086043904,-1.87,-677977344,-1.17,470386944,0.81
BK0877,PCB,1480.89,1.56,281450944,1.2,276414912,1.18,5036032,0.02,-48927488,-0.21,-232613888,-0.99
BK0984,华为汽车,1394.31,0.9500000000000001,275684576,1.47,-80864288,-0.43,356548864,1.9,-121711360,-0.65,-153973248,-0.8200000000000001
BK0634,大数据,4267.74,2.04,259886848,0.14,2433064448,1.34,-2173177600,-1.2,-1084450816,-0.6000000000000001,824288768,0.45
BK0970,生物识别,1282.88,1.6600000000000001,248451328,0.74,222012928,0.66,26438400,0.08,-241570560,-0.72,-6880768,-0.02
BK1054,DRG/DIP,1127.4,3.02,233682112,3.6,158382224,2.44,75299888,1.16,-75338608,-1.16,-158343520,-2.44
BK1008,国资云概念,1531.57,2.64,218581504,0.93,558687744,2.38,-340106240,-1.45,-226973184,-0.97,8391424,0.04
BK0956,eSIM,1610.36,1.9300000000000002,211477136,3.02,284471552,4.06,-72994416,-1.04,-167873472,-2.39,-43603664,-0.62
BK0897,IPv6,1247.39,1.74,209289264,1.26,637731120,3.84,-428441856,-2.58,-177050624,-1.07,-32238736,-0.19
BK0679,超导概念,2954.47,1.8399999999999999,205447840,2.62,283415456,3.61,-77967616,-0.99,-163603664,-2.09,-41844176,-0.53
BK0902,MiniLED,1526.04,1.02,193285632,1.1400000000000001,369219024,2.19,-175933392,-1.04,-97390592,-0.58,-95895040,-0.5700000000000001
BK0915,WiFi,987.55,1.85,173787344,1.08,560603568,3.49,-386816224,-2.4,-213848064,-1.33,39196960,0.24
BK0850,进口博览,958.82,-0.43,159455712,4.68,111630768,3.2800000000000002,47824944,1.4,-132637376,-3.89,-26818336,-0.79
BK0898,胎压监测,1737.84,1.63,146591232,2.2,156471088,2.35,-9879856,-0.15,-100878560,-1.51,-45712688,-0.6900000000000001
BK1002,激光雷达,1118.41,2.29,145964720,1.1400000000000001,315027584,2.47,-169062864,-1.32,-202750128,-1.5899999999999999,56785392,0.44
BK1132,MLOps概念,1296.91,4.64,131548320,2.05,166025680,2.58,-34477360,-0.54,-23314912,-0.36,-108233408,-1.6800000000000002
BK0849,京东金融,1231.7,0.08,108146154,5.65,62621482,3.27,45524672,2.38,-14480064,-0.76,-93666080,-4.9
BK1124,毫米波概念,1149.34,1.46,101789312,0.91,205057568,1.8399999999999999,-103268256,-0.93,-140979472,-1.27,38326176,0.34
BK1130,时空大数据,1028.15,2.33,89475888,1.8,52312240,1.05,37163648,0.75,-47973664,-0.97,-41502224,-0.84
BK0698,免疫治疗,1355.85,0.03,83685456,1.31,2665008,0.04,81020448,1.26,55781920,0.87,-139467376,-2.17
BK1133,ERP概念,1046.86,4.41,80677152,0.9500000000000001,109807440,1.29,-29130288,-0.34,-155378544,-1.82,74701376,0.88
BK0901,3D摄像头,1080.94,1.63,72975680,1.1,133561168,2.02,-60585488,-0.92,-19493616,-0.29,-53482080,-0.81
BK0972,快手概念,1411.02,1.12,71528096,0.34,362225568,1.72,-290697472,-1.38,48140800,0.23,-119668736,-0.5700000000000001
BK0976,被动元件,1145.72,0.93,71145872,1.19,-9751696,-0.16,80897568,1.3599999999999999,-111932480,-1.88,40786592,0.68
BK1077,统一大市场,957.47,-0.9,71085312,2.12,101965872,3.04,-30880560,-0.92,-58897024,-1.75,-12650736,-0.38
BK1006,碳基材料,793.03,0.04,65039824,1.58,120914624,2.95,-55874800,-1.3599999999999999,-22984880,-0.56,-42054960,-1.02
BK0944,肝素概念,740.44,-0.29,59748053,3.42,23855381,1.37,35892672,2.06,16361200,0.9400000000000001,-76109248,-4.36
BK1119,PLC概念,1340.7,1.67,50588768,1.27,8178048,0.21,42410720,1.07,-28285840,-0.71,-22302928,-0.56
BK0890,MLCC,2154.28,1.11,49998196,2.46,32621092,1.6099999999999999,17377104,0.86,-10891824,-0.54,-39106368,-1.9300000000000002
BK1100,减速器,935.57,1.4100000000000001,42645520,0.35000000000000003,111564416,0.91,-68918896,-0.56,-93791104,-0.77,51145600,0.42
BK0947,屏下摄像,818.8,1.9500000000000002,36064944,0.41000000000000003,206951680,2.33,-170886736,-1.92,-39344368,-0.44,3279392,0.04
BK0903,云游戏,1421.94,1.4100000000000001,32242560,0.13,377262464,1.47,-345019904,-1.35,113802240,0.44,-146044672,-0.5700000000000001
BK1065,气溶胶检测,1148.03,0.36,30056767,1.82,27488463,1.6600000000000001,2568304,0.16,-3267584,-0.2,-26789200,-1.62
BK1141,混合现实,1109.41,1.53,28163520,0.22,-8886304,-0.07,37049824,0.29,14248864,0.11,-42412384,-0.33
BK0807,共享经济,856.06,-0.5,25675727,0.86,-34890977,-1.17,60566704,2.03,24037872,0.81,-49713600,-1.67
BK0629,北斗导航,4542.89,1.24,25052368,0.12,90084048,0.44,-65031680,-0.32,-195235328,-0.96,169319168,0.8300000000000001
BK0818,可燃冰,982.18,-0.76,24326409,2.16,2516902,0.22,21809507,1.9300000000000002,-17580912,-1.56,-6745504,-0.6000000000000001
BK0710,量子通信,1964.48,1.98,22961664,0.06,486853888,1.23,-463892224,-1.17,-280489216,-0.71,257527552,0.65
BK0704,无人机,1707.94,1.3,20325120,0.04,3373056,0.01,16952064,0.04,-123747072,-0.27,103421952,0.22
BK0851,纾困概念,1459.17,0.02,17496144,0.12,275213680,1.8599999999999999,-257717536,-1.74,-238113024,-1.6099999999999999,220617072,1.49
BK0994,空间站概念,1384.4,1.87,13368400,0.27,-6215360,-0.12,19583760,0.39,25396832,0.51,-38765232,-0.78
BK0926,湖北自贸,1267.92,0.28,13288448,0.1,395157440,3.11,-381868992,-3.01,-131048912,-1.03,117760464,0.93
BK0885,VPN,1208.99,2.12,5375408,0.03,367548848,1.8900000000000001,-362173440,-1.87,4537856,0.02,-9913216,-0.05
BK0938,代糖概念,885.71,0.26,2878454,0.29,30132250,2.99,-27253796,-2.7,7519600,0.75,-10398048,-1.03
BK1096,光伏高速公路,1053.9,-0.76,2743676,0.4,14029775,2.06,-11286099,-1.65,8778166,1.29,-11521840,-1.69
BK1121,第四代半导体,1174.29,0.63,2721471,0.17,37913039,2.37,-35191568,-2.2,-7319856,-0.46,4598352,0.29
BK1125,电子后视镜,1149.89,3.01,-836816,-0.02,15235904,0.31,-16072720,-0.32,59553760,1.2,-58716960,-1.18
