代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1061,数字经济,976.79,0.51,726827184,2.21,1138193072,3.46,-411365888,-1.25,-746714880,-2.27,21046016,0.06
BK0886,智慧政务,1028.35,1.13,667435456,3.79,775941088,4.41,-108505632,-0.62,-293135616,-1.67,-375585792,-2.13
BK1134,算力概念,1048.92,1.43,619558544,2.34,800271504,3.03,-180712960,-0.68,-525959424,-1.99,-93599232,-0.35000000000000003
BK1129,数字水印,913.02,-0.08,511189328,11.03,539551616,11.65,-28362288,-0.61,-266921056,-5.76,-244268288,-5.27
BK1075,电子身份证,1067.33,0.58,405625120,6.99,421365280,7.26,-15740160,-0.27,-213550288,-3.68,-192074832,-3.31
BK1069,智慧灯杆,1143.14,0.1,291685637,14.1,303256277,14.66,-11570640,-0.56,-108873440,-5.26,-182907808,-8.84
BK0655,网络安全,3655.94,0.03,258009440,0.88,507390048,1.73,-249380608,-0.85,-323987456,-1.11,65977600,0.23
BK0982,电子车牌,1095.69,1.71,236760833,7.92,221782817,7.42,14978016,0.5,-112704272,-3.77,-124056560,-4.15
BK0875,ETC,1453.66,0.42,205198772,3.51,251206932,4.3,-46008160,-0.79,-221803232,-3.79,16604464,0.28
BK0914,医废处理,1141.48,1.75,198513808,4.57,292583408,6.73,-94069600,-2.17,-165043456,-3.8,-33470352,-0.77
BK1104,信创,1330.25,0.53,194816768,0.34,628251136,1.09,-433434368,-0.75,-421127680,-0.73,224317440,0.39
BK0912,远程办公,1316.66,0.39,174301232,1.56,62693648,0.56,111607584,1.0,-190999136,-1.71,16697904,0.15
BK1067,杭州亚运会,1016.22,0.24,145069248,1.56,67358960,0.72,77710288,0.8300000000000001,-102623728,-1.1,-42445488,-0.46
BK0972,快手概念,1150.37,0.4,144484784,2.5300000000000002,290923840,5.08,-146439056,-2.56,-202422496,-3.54,57937696,1.01
BK0915,WiFi,854.47,-0.25,139550896,2.52,113526592,2.05,26024304,0.47000000000000003,-15383152,-0.28,-124730144,-2.25
BK0721,PPP模式,659.34,0.74,130960704,0.62,385218880,1.82,-254258176,-1.2,-50213888,-0.24,-80746752,-0.38
BK0943,汽车拆解,966.15,2.84,117589728,4.13,173559072,6.09,-55969344,-1.96,-63424416,-2.23,-54165312,-1.9
BK1109,供销社概念,1086.69,0.55,116803828,8.36,132737268,9.5,-15933440,-1.1400000000000001,-71772512,-5.14,-45031312,-3.22
BK1105,世界杯,1279.97,-0.18,114258484,4.63,41116292,1.67,73142192,2.96,-123645264,-5.01,9386784,0.38
BK0995,华为昇腾,951.52,0.98,112209688,2.85,101754472,2.58,10455216,0.27,-33844864,-0.86,-78364832,-1.99
BK0983,核污染防治,1122.4,0.37,108590558,4.47,189461982,7.79,-80871424,-3.33,-55133904,-2.27,-53456656,-2.2
BK0724,海绵城市,843.86,0.96,104016360,1.8599999999999999,173819384,3.11,-69803024,-1.25,-12814528,-0.23,-91201840,-1.63
BK1143,空间计算,953.27,1.94,100798697,2.61,108472057,2.81,-7673360,-0.2,-85086800,-2.2,-15711888,-0.41000000000000003
BK1080,新型城镇化,881.43,1.75,97719936,0.86,265201344,2.32,-167481408,-1.47,-32356016,-0.28,-65363936,-0.5700000000000001
BK1084,数字哨兵,1587.71,0.97,96526368,2.62,195077408,5.3,-98551040,-2.68,-48353312,-1.31,-48173072,-1.31
BK1092,麒麟电池,832.99,-0.85,87078896,2.7,86734624,2.69,344272,0.01,6254992,0.19,-93333888,-2.9
BK0671,彩票概念,2237.1,-0.43,79944832,0.74,304871600,2.84,-224926768,-2.09,-133150608,-1.24,53205792,0.5
BK0897,IPv6,1023.13,-0.46,68810016,1.31,-9691664,-0.18,78501680,1.49,8777856,0.17,-77587888,-1.47
BK0970,生物识别,1100.65,0.09,67025200,0.71,-91503648,-0.97,158528848,1.6800000000000002,-144586224,-1.54,77561040,0.8200000000000001
BK0556,移动支付,9306.78,-0.15,42259184,0.27,23687056,0.15,18572128,0.12,-255537920,-1.63,213278720,1.3599999999999999
BK1125,电子后视镜,1053.62,-0.8,42209171,2.91,13371207,0.92,28837964,1.99,-4076464,-0.28,-38132704,-2.63
BK0916,氮化镓,993.6,-1.05,31446240,0.5,224361888,3.5300000000000002,-192915648,-3.04,-154146064,-2.43,122699808,1.9300000000000002
