代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0641,智能穿戴,2406.96,0.36,3120928000,4.83,3769055744,5.83,-648127744,-1.0,-2136177920,-3.3,-984750080,-1.52
BK0893,无线耳机,1538.36,0.44,2436869888,4.74,3019234048,5.87,-582364160,-1.13,-1667447296,-3.24,-769422848,-1.5
BK0832,工业互联,1748.52,0.9,1824048640,1.8599999999999999,2854898688,2.91,-1030850048,-1.05,-2069331200,-2.11,245274624,0.25
BK1090,机器人概念,1303.92,1.74,1707372544,1.77,1905851648,1.97,-198479104,-0.21,-858285568,-0.89,-836629248,-0.87
BK0715,航母概念,791.23,2.04,1332368544,4.87,1367940000,5.0,-35571456,-0.13,-791247104,-2.89,-541121536,-1.98
BK0912,远程办公,1588.26,0.59,1320654336,2.7199999999999998,2107179264,4.34,-786524928,-1.62,-1094969600,-2.25,-225684992,-0.46
BK0960,无线充电,2124.5,0.53,1251919872,4.09,1671556608,5.46,-419636736,-1.37,-1195207168,-3.9,-56712448,-0.19
BK0947,屏下摄像,831.64,1.57,1204452608,8.8,1770512512,12.94,-566059904,-4.14,-920256784,-6.72,-284195872,-2.08
BK1047,数据安全,1052.57,0.72,1151478272,2.88,1058918144,2.65,92560128,0.23,-1045522432,-2.61,-105956096,-0.26
BK0970,生物识别,1290.37,0.58,1133532160,3.26,1504432640,4.33,-370900480,-1.07,-762647552,-2.19,-370884608,-1.07
BK0713,2025规划,872.1,1.26,1121282304,1.6099999999999999,1785263616,2.5700000000000003,-663981312,-0.9500000000000001,-1465585408,-2.11,344303104,0.49
BK0808,军民融合,1363.53,1.08,1013382912,1.6800000000000002,1320735744,2.19,-307352832,-0.51,-1090366976,-1.81,77000704,0.13
BK1100,减速器,988.17,5.62,964753104,6.01,835429872,5.21,129323232,0.81,-215088896,-1.34,-749664400,-4.67
BK0953,鸿蒙概念,1258.73,0.87,931832800,2.94,1114592992,3.51,-182760192,-0.58,-703627264,-2.22,-228205568,-0.72
BK0995,华为昇腾,1139.97,1.4,895691360,5.27,914966624,5.39,-19275264,-0.11,-563093248,-3.32,-332598096,-1.96
BK0696,国产软件,2921.03,0.2,816734208,0.74,1580777472,1.43,-764043264,-0.6900000000000001,-1156883456,-1.05,338249984,0.31
BK0901,3D摄像头,1107.15,2.42,784931312,7.06,375531712,3.38,409399600,3.68,-412048352,-3.7,-372882960,-3.35
BK0743,深证100R,1198.67,0.08,780154624,0.7000000000000001,1739269632,1.56,-959115008,-0.86,-1766622976,-1.5899999999999999,986468608,0.89
BK0642,手游概念,1318.7,1.0,763451392,1.09,927549696,1.32,-164098304,-0.23,-618064128,-0.88,-145387264,-0.21
BK0964,6G概念,1082.69,0.12,737971152,4.15,1546457552,8.7,-808486400,-4.55,-844546816,-4.75,105637856,0.59
BK1013,华为欧拉,1244.59,1.06,727148528,4.37,862975728,5.18,-135827200,-0.8200000000000001,-505416192,-3.03,-221732336,-1.33
BK0897,IPv6,1254.35,0.56,636660736,2.88,1394400512,6.3,-757739776,-3.42,-736414208,-3.33,99753552,0.45
BK1049,EDR概念,968.68,0.47000000000000003,618189504,4.3,744920640,5.18,-126731136,-0.88,-426825696,-2.9699999999999998,-191363840,-1.33
BK0814,大飞机,1213.45,1.19,570342176,2.8,341159200,1.67,229182976,1.12,-324019456,-1.5899999999999999,-246322688,-1.21
BK1141,混合现实,1124.1,1.32,537259392,3.29,154218368,0.9500000000000001,383041024,2.35,-303406848,-1.8599999999999999,-233852432,-1.43
BK0865,电子烟,1519.34,0.05,535421744,3.45,220865024,1.42,314556720,2.02,-159527680,-1.03,-375894192,-2.42
BK0601,海工装备,1430.52,0.44,528413536,2.11,859794784,3.44,-331381248,-1.33,-600821760,-2.4,72408320,0.29
BK0898,胎压监测,1747.25,0.54,453398416,6.15,468806720,6.36,-15408304,-0.21,-137745392,-1.87,-315653024,-4.28
BK0984,华为汽车,1406.17,0.85,447022368,2.04,424426528,1.9300000000000002,22595840,0.1,-196361472,-0.89,-250660864,-1.1400000000000001
BK0680,智能家居,2205.4,0.16,441260544,0.65,470985216,0.6900000000000001,-29724672,-0.04,-656156160,-0.96,215151872,0.32
BK0852,冷链物流,1518.96,-0.43,380408384,2.4,367127904,2.32,13280480,0.08,-225882368,-1.43,-154525696,-0.97
BK0942,商汤概念,1102.23,0.47000000000000003,376471200,2.52,669197744,4.49,-292726544,-1.96,-305288720,-2.05,-71182496,-0.48
BK1081,核酸采样亭,1414.46,0.91,363488656,4.86,253486016,3.39,110002640,1.47,-87892240,-1.18,-275596416,-3.69
BK1104,信创,1549.82,0.43,350756608,0.21,2758133760,1.6400000000000001,-2407377152,-1.43,-2565232896,-1.52,2209644544,1.31
BK0667,国家安防,2446.33,0.24,346181120,0.59,872862464,1.5,-526681344,-0.9,-723075072,-1.24,376806656,0.65
BK0823,养老金,1383.66,0.17,317259008,0.47000000000000003,1163668480,1.74,-846409472,-1.27,-633656320,-0.9500000000000001,316397312,0.47000000000000003
BK0810,工业4.0,1850.71,1.13,304020992,0.74,553016832,1.34,-248995840,-0.6000000000000001,-649459456,-1.58,348125696,0.84
BK1133,ERP概念,1060.0,1.26,300374496,3.3,85165968,0.9400000000000001,215208528,2.36,-126735104,-1.3900000000000001,-173639392,-1.9100000000000001
BK1092,麒麟电池,880.25,0.49,259963008,4.44,284308240,4.86,-24345232,-0.42,-266473520,-4.5600000000000005,6510528,0.11
BK0946,EDA概念,1129.93,0.04,233215776,3.86,75247024,1.25,157968752,2.62,-104137232,-1.73,-129078544,-2.14
BK0890,MLCC,2249.83,4.44,230347568,5.93,146228736,3.76,84118832,2.17,-21911392,-0.56,-208436160,-5.36
BK1048,IGBT概念,843.3,0.44,215682320,1.16,178786320,0.96,36896000,0.2,-312186368,-1.6800000000000002,96503808,0.52
BK1101,Chiplet概念,1293.17,0.81,204792320,1.65,388287264,3.12,-183494944,-1.47,-285244080,-2.29,80451760,0.65
BK1131,同步磁阻电机,1131.82,2.46,195182667,10.89,154592507,8.62,40590160,2.26,-66148320,-3.69,-129034352,-7.2
BK0706,人脑工程,4260.76,1.8900000000000001,171687680,0.53,588951552,1.83,-417263872,-1.3,-368309504,-1.1400000000000001,196621824,0.61
