代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK1071,跨境支付,1032.12,-0.56,231309248,1.4,308006352,1.8599999999999999,-76697104,-0.46,-123478272,-0.75,-107831040,-0.65
BK0868,GDR,827.93,-1.1,195545872,4.15,82040416,1.74,113505456,2.41,-165934192,-3.52,-29611680,-0.63
BK1108,科创板做市股,869.19,-0.61,147651648,1.67,-75706496,-0.86,223358144,2.5300000000000002,183784640,2.08,-331436288,-3.75
BK1131,同步磁阻电机,1127.81,0.6900000000000001,134464976,6.0,58234064,2.6,76230912,3.4,-111063792,-4.96,-23401168,-1.04
BK1070,土壤修复,802.78,1.15,96613040,2.75,119641248,3.41,-23028208,-0.66,-24198272,-0.6900000000000001,-72414768,-2.06
BK0933,退税商店,1064.42,-2.38,96378253,4.46,71697565,3.32,24680688,1.1400000000000001,-13266896,-0.61,-83111360,-3.84
BK1080,新型城镇化,866.24,0.28,95570976,0.9500000000000001,345534656,3.44,-249963680,-2.49,-33428432,-0.33,-62142544,-0.62
BK1077,统一大市场,994.25,0.55,88363520,1.6600000000000001,298142928,5.6,-209779408,-3.94,-146848640,-2.76,59780208,1.12
BK0946,EDA概念,979.44,-1.57,80903561,3.8200000000000003,9361113,0.44,71542448,3.38,-53092816,-2.51,-27810736,-1.31
BK1092,麒麟电池,840.1,-1.87,70437696,1.53,-212326368,-4.6,282764064,6.13,101218736,2.19,-171656432,-3.7199999999999998
BK1072,中俄贸易概念,1106.48,0.24,52414176,0.68,158812000,2.05,-106397824,-1.37,-79832464,-1.03,27418288,0.35000000000000003
BK0935,中芯概念,979.12,-1.04,45047040,0.41000000000000003,-171716288,-1.56,216763328,1.97,-92115440,-0.84,45847184,0.42
BK1107,科创板做市商,1283.72,-1.21,17293088,0.14,12991152,0.1,4301936,0.03,157746864,1.25,-175039968,-1.38
