代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0711,券商概念,1029.53,1.26,1366806528,1.72,1573237760,1.98,-206431232,-0.26,385002752,0.48,-1751809024,-2.2
BK1107,科创板做市商,1304.48,0.46,393375328,2.5300000000000002,208130400,1.34,185244928,1.19,141525248,0.91,-534900384,-3.43
BK0684,京津冀,1494.59,0.6000000000000001,365102784,4.5,357225952,4.41,7876832,0.1,-270755168,-3.34,-94347616,-1.16
BK1053,低价股,911.24,0.26,317639744,1.5899999999999999,458181184,2.3,-140541440,-0.7000000000000001,-304078080,-1.52,-13561344,-0.07
BK0822,租售同权,780.47,1.32,298239872,5.22,175070944,3.06,123168928,2.15,-12184656,-0.21,-286055200,-5.0
BK0945,装配建筑,973.86,0.42,239772880,2.24,127678880,1.19,112094000,1.05,-67563440,-0.63,-172484832,-1.6099999999999999
BK1112,破净股,1115.04,0.21,160407040,0.32,366903040,0.72,-206496000,-0.41000000000000003,-397369856,-0.78,233031168,0.46
BK0614,食品安全,5407.97,-0.04,147486240,2.27,238354480,3.67,-90868240,-1.4,-165203232,-2.54,17717008,0.27
BK0672,沪企改革,2204.32,0.39,129918576,1.75,216729440,2.91,-86810864,-1.17,-110747840,-1.49,-19170720,-0.26
BK0677,粤港自贸,2526.67,0.42,117398624,1.32,224905488,2.52,-107506864,-1.2,-32303552,-0.36,-85095056,-0.9500000000000001
BK0724,海绵城市,828.33,0.12,91480523,2.02,-31818501,-0.7000000000000001,123299024,2.7199999999999998,54262528,1.2,-145743040,-3.22
BK0980,债转股,940.84,-0.18,81596000,0.85,123636464,1.28,-42040464,-0.44,-72196656,-0.75,-9399344,-0.1
BK0632,土地流转,1594.92,0.35000000000000003,77976139,1.74,150881723,3.38,-72905584,-1.63,-97507904,-2.18,19531744,0.44
BK0866,人造肉,984.56,0.19,68405923,4.54,17146115,1.1400000000000001,51259808,3.4,-6366288,-0.42,-62039648,-4.12
BK0849,京东金融,1242.92,-0.66,67720824,3.07,13424744,0.61,54296080,2.46,-13485536,-0.61,-54235296,-2.46
BK1084,数字哨兵,1592.14,-1.07,67387024,1.48,129891712,2.85,-62504688,-1.37,-54209664,-1.19,-13177376,-0.29
BK0992,REITs概念,777.0,-0.2,51256064,0.7000000000000001,-3291920,-0.04,54547984,0.74,-12202432,-0.17,-39053632,-0.53
BK0592,铁路基建,1978.74,-0.72,37853568,0.32,-900816,-0.01,38754384,0.33,-144470816,-1.22,106617232,0.9
BK1011,环氧丙烷,554.64,-0.9400000000000001,31858550,2.71,23492078,2.0,8366472,0.71,-90255696,-7.67,57890192,4.92
BK1080,新型城镇化,855.86,0.77,26368832,0.34,51083632,0.67,-24714800,-0.32,-67523904,-0.88,41155056,0.54
BK0807,共享经济,835.0,-0.55,24363915,1.23,77980203,3.94,-53616288,-2.71,-58612688,-2.96,34248768,1.73
BK0855,纳米银,1294.45,1.44,22777828,2.2,29694151,2.87,-6916323,-0.67,-30148912,-2.91,7371088,0.71
BK0820,壳资源,1001.84,-0.27,22207392,0.42,120831248,2.2800000000000002,-98623856,-1.8599999999999999,-146626560,-2.77,124419168,2.35
BK0685,举牌,2119.43,-0.30000000000000004,19584644,3.91,6913289,1.38,12671355,2.5300000000000002,4717716,0.9400000000000001,-24302361,-4.86
BK0709,赛马概念,712.27,0.53,13568661,3.09,28163463,6.41,-14594802,-3.32,-12985522,-2.95,-583141,-0.13
BK0967,水产养殖,906.94,-0.36,13473141,0.67,-54657723,-2.71,68130864,3.37,62855200,3.11,-76328336,-3.7800000000000002
BK0803,股权转让,614.89,-0.44,9110964,0.68,-381910,-0.03,9492874,0.71,-10576384,-0.79,1465424,0.11
BK1103,熔盐储能,751.72,-0.32,4001710,0.9400000000000001,-5822229,-1.37,9823939,2.31,-16939985,-3.99,12346048,2.91
BK1096,光伏高速公路,1063.18,-0.77,2976202,1.0,9024630,3.04,-6048428,-2.03,10685847,3.59,-13662050,-4.6
BK1070,土壤修复,784.03,0.26,1384290,0.07,-33369822,-1.7000000000000002,34754112,1.77,-45610512,-2.32,44226240,2.25
BK0635,中超概念,1965.54,-0.21,517566,0.09,18776515,3.12,-18258949,-3.03,-4365375,-0.72,3847810,0.64
BK0818,可燃冰,1030.82,-1.16,-1194845,-0.14,16733217,1.98,-17928062,-2.12,-6001073,-0.71,7195920,0.85
BK0636,B股,884.09,-0.8,-3308024,-5.29,-40616,-0.06,-3267408,-5.23,-1655822,-2.65,4963845,7.94
BK1116,抗菌面料,1070.84,-0.8300000000000001,-8327761,-1.12,-9584373,-1.28,1256612,0.17,10491090,1.4100000000000001,-2163328,-0.29
BK0961,有机硅,1304.43,-0.53,-9534331,-0.59,-21175899,-1.3,11641568,0.72,-31498640,-1.94,41032976,2.52
BK0862,超级真菌,1186.34,-0.58,-11272768,-0.21,40456096,0.75,-51728864,-0.96,-42458224,-0.79,53730992,0.99
BK0693,基因测序,1919.04,-0.21,-11530464,-0.14,129718352,1.6099999999999999,-141248816,-1.76,-267735056,-3.33,278136640,3.46
BK0973,注射器概念,1176.91,-0.79,-12710167,-0.78,-181207,-0.01,-12528960,-0.77,12783872,0.79,-73728,0.0
BK0831,万达概念,923.62,-0.31,-19705708,-0.96,-11171484,-0.54,-8534224,-0.42,-39123792,-1.9,58829488,2.86
BK0882,猪肉概念,1389.3,-0.13,-19735888,-0.45,31406496,0.71,-51142384,-1.16,-47187792,-1.07,66923680,1.52
BK0938,代糖概念,898.22,-0.65,-21523790,-3.42,-11548952,-1.83,-9974838,-1.58,-9657630,-1.53,31181408,4.95
BK0962,RCEP概念,1044.93,-0.77,-24078365,-1.54,-2010077,-0.13,-22068288,-1.42,-12998832,-0.8300000000000001,37077184,2.38
BK0622,地热能,3008.13,-1.0,-25920690,-5.06,-10789768,-2.11,-15130922,-2.96,-16446663,-3.21,42367353,8.28
BK0934,蝗虫防治,1376.03,-1.15,-26177869,-4.02,-8186327,-1.26,-17991542,-2.76,-7469674,-1.15,33647539,5.16
BK1092,麒麟电池,838.39,-1.98,-26504208,-0.67,104035328,2.65,-130539536,-3.32,66061200,1.6800000000000002,-39557008,-1.01
BK0979,低碳冶金,1171.19,-1.02,-28326436,-2.51,-15364834,-1.3599999999999999,-12961602,-1.15,14982832,1.33,13343600,1.18
BK0925,北交所概念,1660.76,-0.48,-29384528,-0.62,140874304,2.95,-170258832,-3.5700000000000003,2083776,0.04,27300752,0.5700000000000001
BK1068,净水概念,961.59,-0.43,-30193135,-1.34,-2181247,-0.1,-28011888,-1.25,-2879344,-0.13,33072464,1.47
BK1026,调味品概念,895.54,-0.41000000000000003,-30503565,-1.57,-4417293,-0.23,-26086272,-1.35,-63762080,-3.29,94265648,4.87
BK0943,汽车拆解,918.24,-0.52,-31276436,-2.42,-1371083,-0.11,-29905353,-2.32,-5446160,-0.42,36722608,2.84
BK1121,第四代半导体,1122.22,-0.72,-31677130,-4.9,-12000490,-1.8599999999999999,-19676640,-3.05,-8668727,-1.34,40345859,6.25
BK0890,MLCC,2164.81,-1.76,-36739532,-3.41,-16583573,-1.54,-20155959,-1.87,-39626416,-3.67,76365952,7.08
BK1076,建筑节能,885.72,0.30000000000000004,-37652361,-1.34,8749287,0.31,-46401648,-1.65,-70998336,-2.52,108650688,3.86
BK1014,发电机概念,937.59,-1.38,-41622151,-3.3,-7594180,-0.6000000000000001,-34027971,-2.7,-2368688,-0.19,43990848,3.49
BK1082,噪声防治,1137.98,-0.98,-42534340,-4.25,-25248075,-2.52,-17286265,-1.73,-1314736,-0.13,43849072,4.38
BK0805,钛白粉,1123.72,-0.96,-43604115,-8.8,-369758,-0.07,-43234357,-8.72,19448055,3.92,24156061,4.87
BK1066,民爆概念,992.84,-1.07,-44289516,-7.19,-7707700,-1.25,-36581816,-5.94,4371783,0.71,39917731,6.48
BK0868,GDR,839.3,-0.58,-44507136,-1.04,8873424,0.21,-53380560,-1.25,-1492320,-0.03,45999440,1.08
BK1123,蒙脱石散,959.48,-0.25,-44955099,-3.04,5688929,0.38,-50644028,-3.42,25899248,1.75,19055840,1.29
BK0887,鸡肉概念,861.0,-0.31,-45480017,-2.64,-32921345,-1.9100000000000001,-12558672,-0.73,23207472,1.35,22272544,1.29
BK1099,轮毂电机,824.86,-2.01,-46553865,-8.88,-17380536,-3.32,-29173329,-5.5600000000000005,12801059,2.44,33752807,6.44
BK0985,换电概念,1203.93,-0.6900000000000001,-46720944,-0.89,49247488,0.9400000000000001,-95968432,-1.83,-34535648,-0.66,81256592,1.55
BK0950,草甘膦,1698.89,-1.27,-48964355,-6.02,-11247748,-1.38,-37716607,-4.64,-30102767,-3.7,79067120,9.72
BK1098,生物质能发电,889.51,-0.31,-55120040,-6.28,-41449019,-4.72,-13671021,-1.56,16238396,1.85,38881632,4.43
BK0993,宠物经济,678.2,-0.45,-55362674,-2.81,-270482,-0.01,-55092192,-2.8,-12153712,-0.62,67516384,3.43
BK1114,人造太阳,966.75,-0.54,-57362793,-3.61,-66541417,-4.19,9178624,0.58,6500160,0.41000000000000003,50862624,3.2
BK0841,体外诊断,1258.59,0.42,-58592048,-0.58,-3331552,-0.03,-55260496,-0.55,51521056,0.51,7070976,0.07
BK1083,千金藤素,941.74,-1.32,-59433805,-8.05,-26855811,-3.64,-32577994,-4.41,-512736,-0.07,59946550,8.12
BK0895,维生素,1440.05,-0.74,-60366899,-3.58,-16770883,-1.0,-43596016,-2.59,-29430992,-1.75,89050400,5.29
BK0983,核污染防治,1108.51,-1.17,-61065914,-3.34,-42148298,-2.3,-18917616,-1.03,-31731968,-1.73,92797856,5.07
BK0949,氦气概念,1412.24,-1.25,-62412963,-7.33,-26687067,-3.13,-35725896,-4.19,-18124976,-2.13,80537936,9.46
BK1025,预制菜概念,1113.06,-0.07,-68776642,-1.48,-33844354,-0.73,-34932288,-0.75,-86307152,-1.8599999999999999,155011440,3.34
BK0996,毛发医疗,974.13,0.13,-75409859,-3.46,15283997,0.7000000000000001,-90693856,-4.16,27408816,1.26,48001056,2.2
BK1079,户外露营,1072.95,-0.65,-76348712,-5.0,-37653048,-2.47,-38695664,-2.5300000000000002,-14808032,-0.97,91156768,5.97
BK1063,重组蛋白,723.97,-0.99,-77189476,-9.82,-11497467,-1.46,-65692009,-8.36,-311840,-0.04,70619520,8.99
BK0512,化工原料,19586.55,-0.88,-78191984,-1.52,-475216,-0.01,-77716768,-1.51,-134583632,-2.62,212775648,4.15
BK1122,血氧仪,913.39,-0.44,-79798410,-3.88,-44984154,-2.19,-34814256,-1.69,30866496,1.5,48578336,2.36
BK1012,PVDF概念,774.75,-1.62,-81788251,-4.9,-58692971,-3.51,-23095280,-1.38,17865152,1.07,63923104,3.83
BK1105,世界杯,1290.13,-1.04,-82127256,-3.3,-46725848,-1.88,-35401408,-1.42,7766944,0.31,74360304,2.99
BK0907,转基因,1487.36,-0.63,-82443347,-9.47,-33894273,-3.89,-48549074,-5.57,-4304080,-0.49,86747424,9.96
BK1023,培育钻石,879.69,-1.31,-85949876,-9.25,-38893123,-4.19,-47056753,-5.07,-29481920,-3.17,114455712,12.32
BK0913,消毒剂,1172.37,-0.63,-86698044,-1.83,14647684,0.31,-101345728,-2.14,-44897920,-0.9500000000000001,131595968,2.7800000000000002
BK1006,碳基材料,773.88,-0.8300000000000001,-87652180,-5.78,-32586132,-2.15,-55066048,-3.63,-15626496,-1.03,103278688,6.82
BK0932,尾气治理,1234.15,-1.25,-87742979,-4.83,-14669731,-0.81,-73073248,-4.02,-37576400,-2.07,124877264,6.88
BK1119,PLC概念,1169.71,-1.81,-91773108,-6.92,-55355754,-4.17,-36417354,-2.75,138112,0.01,91634992,6.91
BK0944,肝素概念,734.12,-0.58,-93682036,-8.15,-40891823,-3.56,-52790213,-4.59,-27570464,-2.4,121252496,10.55
BK0520,社保重仓,10321.24,-1.07,-101446707,-2.7199999999999998,-101098739,-2.7199999999999998,-347968,-0.01,-34588112,-0.93,136034816,3.65
BK0929,地塞米松,1245.84,-1.04,-103146076,-6.5600000000000005,-22323448,-1.42,-80822628,-5.14,-17580416,-1.12,120726496,7.67
BK0692,在线旅游,1564.44,-1.44,-103970883,-3.11,-15549139,-0.47000000000000003,-88421744,-2.65,-33074272,-0.99,137045168,4.1
BK0806,精准医疗,989.16,0.12,-105175616,-1.5,28728864,0.41000000000000003,-133904480,-1.9,-141508736,-2.01,246684352,3.51
BK0991,工程机械概念,1013.06,-1.0,-109254139,-3.36,-56013307,-1.72,-53240832,-1.6400000000000001,42326432,1.3,65018288,2.0
BK1117,抗原检测,803.88,0.71,-110707968,-1.48,-11464656,-0.15,-99243312,-1.32,-34229008,-0.46,144937008,1.9300000000000002
BK0909,降解塑料,1383.1,-0.7000000000000001,-111868779,-4.6,-66412075,-2.73,-45456704,-1.87,-22410896,-0.92,134254368,5.52
BK0959,数字阅读,1302.19,-2.01,-113777246,-3.5,-6548654,-0.2,-107228592,-3.29,-33462240,-1.03,147239488,4.52
BK0894,阿兹海默,1353.37,-1.5899999999999999,-114511177,-8.28,-19363652,-1.4,-95147525,-6.88,-33293984,-2.41,147805168,10.68
