代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0711,券商概念,981.83,0.79,667559936,1.47,-133000960,-0.29,800560896,1.76,-150391296,-0.33,-517169152,-1.1400000000000001
BK0524,参股期货,25819.39,-0.24,569973520,3.12,179819792,0.99,390153728,2.14,-274399232,-1.5,-295574272,-1.62
BK0822,租售同权,756.51,1.53,422618768,6.9,240316416,3.92,182302352,2.9699999999999998,-140469120,-2.29,-282149632,-4.6
BK1107,科创板做市商,1248.13,0.26,378435296,3.84,-137203952,-1.3900000000000001,515639248,5.24,8864832,0.09,-387300112,-3.93
BK0882,猪肉概念,1360.81,0.06,199346144,2.59,142903600,1.85,56442544,0.73,13010736,0.17,-212356864,-2.75
BK0838,东北振兴,961.3,-0.71,184199648,2.2,195010928,2.33,-10811280,-0.13,-220363472,-2.63,36163824,0.43
BK0992,REITs概念,739.13,0.31,164802320,2.32,144168976,2.03,20633344,0.29,-148594144,-2.09,-16208176,-0.23
BK0862,超级真菌,1104.12,-0.22,102655126,2.74,22170358,0.59,80484768,2.15,122227392,3.26,-224882528,-6.0
BK0632,土地流转,1535.15,-0.06,91388832,1.74,123732496,2.35,-32343664,-0.62,-76935680,-1.46,-14453152,-0.27
BK1082,噪声防治,1137.83,-0.67,85633516,6.12,45663484,3.26,39970032,2.86,-50632512,-3.62,-35000992,-2.5
BK1092,麒麟电池,794.49,-2.33,80100784,2.46,-76362432,-2.34,156463216,4.8,18263088,0.56,-98363872,-3.02
BK1098,生物质能发电,899.51,1.96,49039644,1.67,64456956,2.2,-15417312,-0.53,14937728,0.51,-63977376,-2.18
BK1070,土壤修复,830.51,1.15,30651376,0.5,23331376,0.38,7320000,0.12,-41155392,-0.67,10504016,0.17
BK0945,装配建筑,925.83,-0.91,25326464,0.21,29360336,0.24,-4033872,-0.03,-129468208,-1.07,103648512,0.86
BK0925,北交所概念,1613.54,-0.78,18107136,0.26,147792992,2.1,-129685856,-1.8399999999999999,-169270848,-2.41,151163696,2.15
BK0894,阿兹海默,1265.93,-0.59,17305826,1.8399999999999999,-17805832,-1.8900000000000001,35111658,3.7199999999999998,-12002784,-1.27,-5303040,-0.56
BK0938,代糖概念,863.77,-1.25,9859436,1.57,-5824544,-0.93,15683980,2.5,-28072612,-4.48,18213184,2.9
BK0887,鸡肉概念,857.43,-0.18,5478465,0.12,-21474879,-0.49,26953344,0.61,122536000,2.7800000000000002,-128014448,-2.9
BK0636,B股,850.13,-0.99,1390456,2.32,-846614,-1.4100000000000001,2237070,3.73,-2594479,-4.33,1204024,2.01
BK1123,蒙脱石散,902.95,-0.31,-74105,-0.01,1815635,0.2,-1889740,-0.21,27234384,3.04,-27160256,-3.04
BK0866,人造肉,951.64,-1.28,-5236026,-0.37,-7868746,-0.56,2632720,0.19,11992400,0.85,-6756384,-0.48
BK0973,注射器概念,1068.0,-1.43,-10840076,-1.18,7524235,0.8200000000000001,-18364311,-2.0,2022880,0.22,8817200,0.96
BK0950,草甘膦,1612.32,-0.33,-12066285,-1.03,1441965,0.12,-13508250,-1.16,-47028224,-4.03,59094512,5.06
BK1011,环氧丙烷,531.01,-0.66,-13083709,-1.06,-17182358,-1.3900000000000001,4098649,0.33,3100496,0.25,9875088,0.8
BK0944,肝素概念,692.35,-0.63,-13304889,-0.79,-17128073,-1.02,3823184,0.23,19505568,1.16,-6200672,-0.37
BK1063,重组蛋白,694.54,-0.84,-16412247,-2.2,-8108621,-1.09,-8303626,-1.11,8306444,1.11,10369152,1.3900000000000001
BK0625,通用航空,3926.75,-1.27,-17816288,-0.32,123421184,2.21,-141237472,-2.5300000000000002,-140763904,-2.52,158580208,2.84
BK1116,抗菌面料,1014.24,-1.24,-18725363,-3.36,-24497600,-4.39,5772237,1.03,-6722138,-1.21,25447502,4.5600000000000005
BK0677,粤港自贸,2445.07,-0.13,-18726368,-0.23,37608016,0.47000000000000003,-56334384,-0.71,134302976,1.6800000000000002,-115576608,-1.45
BK0635,中超概念,1876.22,-0.71,-19183682,-2.64,621731,0.09,-19805413,-2.7199999999999998,-31950518,-4.39,51134194,7.03
BK1079,户外露营,1002.58,-2.25,-20744681,-1.42,-17654867,-1.21,-3089814,-0.21,7872048,0.54,12872640,0.88
BK0979,低碳冶金,1108.94,-0.02,-22296660,-1.6,-19843908,-1.42,-2452752,-0.18,-57936496,-4.15,80233152,5.75
BK1121,第四代半导体,1069.97,-1.21,-22951137,-3.84,467870,0.08,-23419007,-3.92,2188523,0.37,20762614,3.48
BK0929,地塞米松,1157.16,-1.04,-23483848,-2.63,-636159,-0.07,-22847689,-2.56,-23975536,-2.69,47459376,5.32
BK0949,氦气概念,1387.93,-0.54,-26099018,-2.21,-5892358,-0.5,-20206660,-1.71,13249424,1.12,12849584,1.09
BK1012,PVDF概念,727.4,-1.28,-26460885,-1.47,-15052277,-0.84,-11408608,-0.63,43655472,2.42,-17194560,-0.9500000000000001
BK0936,长寿药,930.89,-0.78,-28478172,-1.37,1365124,0.07,-29843296,-1.43,23106352,1.11,5371824,0.26
BK0934,蝗虫防治,1309.39,-0.87,-28616780,-3.64,-10450831,-1.33,-18165949,-2.31,8009879,1.02,20606896,2.62
