代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0917,半导体概念,1441.4,3.16,4818084352,4.73,3504701184,3.44,1313383168,1.29,-1743195136,-1.71,-3073109248,-3.01
BK0891,国产芯片,2557.47,2.51,3891289344,3.15,2968648192,2.4,922641152,0.75,-1631177472,-1.32,-2251822592,-1.82
BK0935,中芯概念,1080.3,4.25,2184028976,7.17,1457664304,4.79,726364672,2.39,-805652224,-2.65,-1376596480,-4.52
BK0884,光刻胶,2370.3,6.57,1615222480,5.76,1620319184,5.78,-5096704,-0.02,-322344448,-1.15,-1292878080,-4.61
BK0490,军工,52245.25,1.67,1584184576,1.94,1327718144,1.63,256466432,0.31,-710458880,-0.87,-876547840,-1.08
BK0952,第三代半导体,1237.17,2.27,1538011568,5.4,1163330224,4.08,374681344,1.32,-593745920,-2.08,-944265728,-3.32
BK0840,OLED,2188.16,3.2,1512946816,3.27,1393643136,3.01,119303680,0.26,-893339904,-1.9300000000000002,-619606528,-1.34
BK0822,租售同权,792.16,2.3,1103682208,13.5,977915968,11.96,125766240,1.54,-392476144,-4.8,-711206080,-8.7
BK0580,LED,2832.13,2.04,967262624,4.35,999828896,4.5,-32566272,-0.15,-325509376,-1.46,-644854784,-2.9
BK0916,氮化镓,1070.67,2.64,905107792,5.23,727044064,4.2,178063728,1.03,-492949504,-2.85,-412158208,-2.38
BK0814,大飞机,1197.11,2.0,882554816,4.58,626725056,3.25,255829760,1.33,-225752576,-1.17,-656802304,-3.41
BK0992,REITs概念,747.63,0.71,850827280,11.2,813514048,10.71,37313232,0.49,-374182096,-4.92,-476645168,-6.27
BK0714,5G概念,1009.12,2.06,826597632,0.97,841374464,0.99,-14776832,-0.02,-707139328,-0.8300000000000001,-122756608,-0.14
BK0629,北斗导航,4488.85,3.29,748075296,3.16,569754656,2.41,178320640,0.75,65729792,0.28,-813960448,-3.44
