代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比)
BK0864,氢能源,1090.81,-0.31,462781952,0.92,704407296,1.4100000000000001,-241625344,-0.48,-320956160,-0.64,-144400896,-0.29
BK0978,光伏建筑一体化,1386.65,-0.49,445750496,1.98,491362272,2.18,-45611776,-0.2,47916800,0.21,-493645312,-2.19
BK0908,HIT电池,3120.47,-0.42,437821968,1.96,670111504,3.0,-232289536,-1.04,38842880,0.17,-476664832,-2.13
BK0512,化工原料,19925.92,0.21,323773568,3.16,146939520,1.43,176834048,1.73,-27752656,-0.27,-296020912,-2.89
BK1099,轮毂电机,954.27,2.7800000000000002,256771024,6.03,340549072,8.0,-83778048,-1.97,-179584640,-4.22,-77186400,-1.81
BK0708,体育产业,1085.29,-1.16,227609520,2.58,406978288,4.62,-179368768,-2.03,-198688096,-2.25,-28099744,-0.32
BK0603,页岩气,1706.48,0.35000000000000003,212298624,3.96,156866688,2.92,55431936,1.03,-131784192,-2.46,-83805728,-1.56
BK1065,气溶胶检测,1111.98,-1.53,187494256,8.65,201794528,9.31,-14300272,-0.66,-126831584,-5.85,-60662672,-2.8
BK0492,煤化工,8625.97,-0.12,164671024,1.18,-35004672,-0.25,199675696,1.43,25657600,0.18,-190267488,-1.37
BK1012,PVDF概念,805.36,1.72,157072960,3.63,115668672,2.67,41404288,0.96,-6143024,-0.14,-150929952,-3.49
BK1094,钙钛矿电池,972.46,-0.27,130697744,1.63,132907408,1.65,-2209664,-0.03,110278240,1.37,-240975968,-3.0
BK0932,尾气治理,1340.74,-1.1400000000000001,124068464,2.59,265663296,5.55,-141594832,-2.96,-113784288,-2.38,-10267888,-0.21
BK1097,TOPCon电池,1002.19,-0.1,117827728,0.85,212017728,1.53,-94190000,-0.68,100872448,0.73,-218700288,-1.58
BK1092,麒麟电池,901.08,-0.12,113845552,3.1,101451568,2.76,12393984,0.34,-137066736,-3.73,23221168,0.63
BK0967,水产养殖,895.82,-0.42,94188096,2.74,132990944,3.87,-38802848,-1.13,14039392,0.41000000000000003,-108227488,-3.15
BK0690,氟化工,3349.51,0.58,88321648,1.04,83369648,0.98,4952000,0.06,78197696,0.92,-166519344,-1.96
BK1142,裸眼3D,954.31,-1.67,76223248,2.34,152166896,4.67,-75943648,-2.33,-116888560,-3.59,40665312,1.25
BK0563,油价相关,5553.44,-0.88,71356096,1.76,24547408,0.6000000000000001,46808688,1.15,-87738880,-2.16,16382800,0.4
BK0896,白酒,2471.57,-0.45,67957360,0.56,165294848,1.37,-97337488,-0.81,-57067520,-0.47000000000000003,-10889728,-0.09
BK0907,转基因,1532.81,0.36,61761339,2.5,45108539,1.82,16652800,0.67,-35497632,-1.43,-26263696,-1.06
BK0547,黄金概念,10934.27,-0.31,60336784,0.52,-73670608,-0.63,134007392,1.15,-163395296,-1.4100000000000001,103058512,0.89
BK1057,电子纸概念,932.99,-0.93,44445168,0.9400000000000001,67621312,1.43,-23176144,-0.49,-117769728,-2.49,73324544,1.55
BK0950,草甘膦,1751.79,0.97,41312448,1.82,26835456,1.18,14476992,0.64,-18039760,-0.8,-23272688,-1.03
BK0990,快递概念,784.29,-1.24,41215520,1.37,-21271616,-0.71,62487136,2.07,-122123072,-4.05,80830256,2.68
BK1093,汽车一体化压铸,1110.51,0.45,31507120,0.42,-41514464,-0.55,73021584,0.97,-33539024,-0.45,2031888,0.03
BK1114,人造太阳,980.24,0.0,24636534,1.05,-18045722,-0.77,42682256,1.83,-8233088,-0.35000000000000003,-16403424,-0.7000000000000001
BK0929,地塞米松,1197.17,-1.3900000000000001,21253129,2.69,30826304,3.89,-9573175,-1.21,-23092384,-2.92,1839264,0.23
BK1068,净水概念,990.72,-1.06,20772384,0.66,-3509648,-0.11,24282032,0.77,24684368,0.78,-45456720,-1.44
BK0862,超级真菌,1160.6,-0.97,14268880,0.73,-85038688,-4.34,99307568,5.07,53638128,2.74,-67907024,-3.46
BK1086,粮食概念,840.02,0.17,8980571,0.26,47507435,1.38,-38526864,-1.12,-46599200,-1.3599999999999999,37618624,1.1
BK1109,供销社概念,1067.66,-0.32,6765278,0.55,15758318,1.27,-8993040,-0.73,-26746512,-2.16,19981248,1.62
BK0996,毛发医疗,943.87,-0.16,4580968,0.24,7771032,0.41000000000000003,-3190064,-0.17,-18247776,-0.96,13666816,0.72
BK1011,环氧丙烷,559.65,0.08,2044526,0.11,-4860594,-0.26,6905120,0.38,50872304,2.77,-53182160,-2.89
BK0803,股权转让,639.56,-0.8300000000000001,-2022565,-0.09,39663691,1.85,-41686256,-1.94,-25727216,-1.2,27749776,1.29
BK0973,注射器概念,1175.64,-1.07,-2201427,-0.26,9619332,1.13,-11820759,-1.3900000000000001,21334128,2.51,-19132704,-2.25
BK1103,熔盐储能,782.22,-0.2,-3360256,-0.32,-20879025,-1.98,17518769,1.6600000000000001,22387520,2.12,-21360864,-2.03
BK0636,B股,870.26,-0.42,-3378966,-4.15,-17276,-0.02,-3361690,-4.13,1662328,2.04,1716637,2.11
BK0887,鸡肉概念,882.66,-0.21,-7595686,-0.28,-5724822,-0.21,-1870864,-0.07,-31763696,-1.17,39359392,1.44
BK0934,蝗虫防治,1440.72,0.02,-11317184,-1.09,1536695,0.15,-12853879,-1.24,2716320,0.26,8600864,0.8300000000000001
BK0692,在线旅游,1584.1,-0.91,-12229371,-0.42,-25282987,-0.87,13053616,0.45,40523104,1.3900000000000001,-28293744,-0.97
BK0866,人造肉,948.03,-0.48,-15754536,-2.02,-8157349,-1.05,-7597187,-0.98,-23281710,-2.99,39036240,5.02
BK0868,GDR,850.1,-0.25,-15977696,-0.38,-17006240,-0.41000000000000003,1028544,0.02,-9947296,-0.24,25924992,0.62
BK0685,举牌,2081.66,-1.2,-18737656,-2.52,-8892545,-1.19,-9845111,-1.32,1939338,0.26,16798322,2.26
BK0709,赛马概念,684.22,-1.65,-20360078,-3.95,-20293702,-3.94,-66376,-0.01,-3146510,-0.61,23506588,4.5600000000000005
BK0949,氦气概念,1516.77,-1.0,-20797829,-1.26,-2820533,-0.17,-17977296,-1.09,-14796736,-0.9,35594576,2.16
BK0913,消毒剂,1195.28,-0.33,-28783168,-0.38,-3510400,-0.05,-25272768,-0.33,-72999184,-0.96,101782352,1.35
BK0958,虚拟电厂,1944.28,0.54,-28932688,-0.2,12946816,0.09,-41879504,-0.28,190416896,1.29,-161484288,-1.09
BK0888,农业种植,1853.26,-0.26,-30331008,-0.41000000000000003,90743600,1.23,-121074608,-1.6400000000000001,-72067920,-0.98,106585712,1.45
BK1079,户外露营,1074.49,-1.08,-30599583,-3.1,-30298173,-3.07,-301410,-0.03,14071840,1.43,16527760,1.6800000000000002
BK1102,空气能热泵,1074.04,-1.06,-32312384,-0.54,-50643936,-0.84,18331552,0.31,8962384,0.15,23350000,0.39
BK0805,钛白粉,1134.47,-0.64,-33140231,-4.82,9166574,1.33,-42306805,-6.16,-8279066,-1.2,41419296,6.03
BK0818,可燃冰,1034.09,0.15,-33306733,-2.46,-8829181,-0.65,-24477552,-1.81,-20073696,-1.49,53380416,3.95
BK1063,重组蛋白,698.9,-1.83,-33948898,-7.43,-4577595,-1.0,-29371303,-6.42,-7003329,-1.53,39482474,8.64
BK0948,MicroLED,875.99,-1.78,-36103776,-0.78,23772816,0.51,-59876592,-1.29,-113932160,-2.46,150035920,3.24
BK1098,生物质能发电,901.43,-0.17,-36525220,-2.9,-15107018,-1.2,-21418202,-1.7000000000000002,4806144,0.38,31719056,2.52
BK1096,光伏高速公路,1058.08,-1.33,-36802477,-6.8,-14237992,-2.63,-22564485,-4.17,33057159,6.11,3745317,0.6900000000000001
BK0872,青蒿素,1476.69,-0.84,-37553253,-2.8200000000000003,-40608405,-3.05,3055152,0.23,7228704,0.54,30324560,2.2800000000000002
BK1122,血氧仪,947.91,-1.27,-38851040,-3.8200000000000003,-29674703,-2.92,-9176337,-0.9,15617008,1.54,22582960,2.22
BK0566,滨海新区,10702.89,-1.11,-39850864,-0.91,-125376512,-2.86,85525648,1.9500000000000002,9195312,0.21,30655568,0.7000000000000001
BK0669,生态农业,1259.24,-0.63,-43030813,-1.6600000000000001,24243779,0.9400000000000001,-67274592,-2.6,-48014208,-1.8599999999999999,91045024,3.52
BK0961,有机硅,1379.01,-0.14,-43579513,-1.19,-19732681,-0.54,-23846832,-0.65,33817648,0.93,9761856,0.27
BK1066,民爆概念,1055.22,-0.89,-44811520,-4.34,-27783760,-2.69,-17027760,-1.65,1263040,0.12,43548496,4.22
BK0635,中超概念,1951.07,-1.11,-47888175,-8.51,-23885270,-4.25,-24002905,-4.27,4990123,0.89,42898051,7.63
BK1123,蒙脱石散,947.93,-1.26,-48663714,-4.28,-26701211,-2.35,-21962503,-1.9300000000000002,10682576,0.9400000000000001,37981152,3.34
BK1010,磷化工,667.24,0.32,-49711952,-0.74,-111899344,-1.67,62187392,0.93,133457904,1.99,-83745952,-1.25
BK0895,维生素,1476.42,-0.47000000000000003,-54187572,-2.74,-16864756,-0.85,-37322816,-1.8900000000000001,-9471424,-0.48,63209296,3.2
BK1023,培育钻石,964.42,-1.3900000000000001,-57794301,-6.12,-39415629,-4.17,-18378672,-1.9500000000000002,46556016,4.93,10835808,1.15
BK0892,乳业,1064.28,-0.8200000000000001,-59928422,-2.26,-4642598,-0.18,-55285824,-2.09,-24674320,-0.93,84602752,3.19
BK0993,宠物经济,667.55,-0.99,-63523501,-6.14,-31917089,-3.09,-31606412,-3.06,-21751264,-2.1,85274752,8.25
BK0965,社区团购,783.28,-1.01,-63924026,-1.82,-13021482,-0.37,-50902544,-1.45,-66971456,-1.9100000000000001,130895488,3.73
BK0849,京东金融,1163.19,-1.87,-64716708,-5.24,-21517993,-1.74,-43198715,-3.5,-17070336,-1.38,81787056,6.63
BK1082,噪声防治,1127.72,-1.09,-67681419,-6.6,-30345626,-2.96,-37335793,-3.64,29781584,2.9,37899840,3.69
BK0622,地热能,3176.94,-0.97,-68737139,-5.31,-49922691,-3.86,-18814448,-1.45,12973632,1.0,55763488,4.31
BK0943,汽车拆解,908.62,-0.81,-68938319,-7.71,-42588211,-4.76,-26350108,-2.95,45744032,5.11,23194288,2.59
BK0894,阿兹海默,1352.52,-1.3,-73796615,-7.68,-7062008,-0.74,-66734607,-6.95,-28108432,-2.93,101905040,10.61
BK1069,智慧灯杆,1231.53,-1.16,-76515656,-1.97,-80723656,-2.08,4208000,0.11,26044896,0.67,50352208,1.3
BK0944,肝素概念,743.7,-0.8300000000000001,-76686050,-7.5600000000000005,-29449050,-2.9,-47237000,-4.66,958912,0.09,75727152,7.47
BK0855,纳米银,1333.87,-1.4100000000000001,-77491661,-3.7800000000000002,-7917101,-0.39,-69574560,-3.39,-8333648,-0.41000000000000003,85825328,4.18
BK0519,稀缺资源,20051.44,-0.30000000000000004,-78809968,-0.34,-172499056,-0.75,93689088,0.4,-366205440,-1.58,445015296,1.92
BK0816,昨日连板,589.34,2.24,-79197772,-4.8100000000000005,-43842940,-2.66,-35354832,-2.15,-10122640,-0.62,89320400,5.43
BK1083,千金藤素,982.82,-2.08,-81106904,-12.19,-58960937,-8.86,-22145967,-3.33,6396541,0.96,74710355,11.23
BK0865,电子烟,1511.85,-1.62,-88262672,-1.03,-80761920,-0.9400000000000001,-7500752,-0.09,-45116848,-0.53,133379520,1.55
BK0981,工业气体,1452.82,-0.78,-89343456,-1.9500000000000002,-19742576,-0.43,-69600880,-1.52,-38926880,-0.85,125695456,2.74
BK1119,PLC概念,1327.38,-0.35000000000000003,-92335104,-2.41,53389792,1.3900000000000001,-145724896,-3.8,63446160,1.6600000000000001,28888928,0.75
BK0890,MLCC,2266.29,-0.85,-96759811,-4.64,-44767043,-2.15,-51992768,-2.49,10771520,0.52,85988304,4.13
BK1070,土壤修复,790.89,-1.01,-97313543,-5.84,-47246775,-2.84,-50066768,-3.01,9857280,0.59,87456256,5.25
BK0561,基本金属,21784.16,-0.66,-99441520,-0.91,-170053568,-1.55,70612048,0.64,-325260688,-2.96,424702192,3.87
BK1025,预制菜概念,1082.29,-0.79,-100022255,-2.8200000000000003,-4604175,-0.13,-95418080,-2.69,-55197408,-1.56,155174736,4.38
BK0954,盲盒经济,1066.9,-1.73,-104762461,-4.33,-2889149,-0.12,-101873312,-4.21,-13241872,-0.55,118004336,4.87
BK0606,油气设服,1459.35,-0.04,-105813968,-1.51,11722992,0.17,-117536960,-1.6800000000000002,-66369344,-0.9500000000000001,166640448,2.38
BK1056,幽门螺杆菌概念,870.86,-1.04,-110937550,-2.64,-76225614,-1.81,-34711936,-0.8300000000000001,80438864,1.9100000000000001,30498672,0.73
BK1026,调味品概念,914.43,-0.26,-112664971,-2.85,-48347243,-1.22,-64317728,-1.63,103842512,2.62,8822464,0.22
BK0825,新零售,865.73,-1.0,-115011648,-0.6900000000000001,26783648,0.16,-141795296,-0.85,-119336448,-0.71,234348032,1.4
BK1073,啤酒概念,1032.61,-1.09,-115726868,-5.67,-29553476,-1.45,-86173392,-4.22,23717712,1.16,92009152,4.51
BK0938,代糖概念,929.54,-0.63,-117102998,-6.97,-44819190,-2.67,-72283808,-4.3,50882400,3.03,66220608,3.94
