,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
74,证券,1350.01,-2.68%,164.43,215.91,-51.47,380.34000000000003,5.62
69,电力设备,4431.1,-1.69%,139.67,192.28,-52.61,331.95,4.91
6,计算机应用,10286.2,0.36%,161.33,158.64,2.69,319.97,4.73
14,传媒,2295.07,-0.34%,78.08,83.94,-5.87,162.01999999999998,2.4
58,半导体及元件,6648.0,-1.09%,70.25,79.7,-9.45,149.95,2.22
8,通信设备,3836.51,0.30%,68.17,59.3,8.87,127.47,1.88
11,饮料制造,4560.59,0.07%,52.44,59.4,-6.96,111.84,1.65
0,环保,3368.55,2.38%,57.3,51.58,5.73,108.88,1.61
46,汽车零部件,3748.17,-0.88%,43.82,57.09,-13.27,100.91,1.49
66,国防军工,1600.75,-1.35%,41.53,56.5,-14.97,98.03,1.45
70,房地产开发,1707.01,-1.73%,40.55,56.17,-15.62,96.72,1.43
65,银行,928.246,-1.34%,36.39,57.04,-20.65,93.43,1.38
3,建筑装饰,3313.19,0.55%,46.99,45.66,1.33,92.65,1.37
68,自动化设备,14833.8,-1.50%,43.03,47.8,-4.77,90.83,1.34
9,计算机设备,2548.35,0.19%,38.81,39.39,-0.59,78.2,1.16
47,化学制药,4565.77,-0.90%,32.33,40.87,-8.55,73.19999999999999,1.08
26,专用设备,4370.34,-0.64%,29.55,35.97,-6.43,65.52,0.97
2,通信服务,1978.78,0.64%,36.61,28.58,8.02,65.19,0.96
36,化学制品,5170.73,-0.75%,27.85,36.6,-8.75,64.45,0.95
62,保险及其他,1751.02,-1.30%,25.38,38.14,-12.76,63.519999999999996,0.94
49,通用设备,4666.69,-0.96%,28.26,35.23,-6.97,63.489999999999995,0.94
22,消费电子,5604.46,-0.61%,28.76,31.94,-3.18,60.7,0.9
67,汽车整车,2294.35,-1.45%,23.73,36.28,-12.55,60.010000000000005,0.89
39,电力,1493.86,-0.77%,19.7,29.62,-9.92,49.32,0.73
29,医疗器械,9664.79,-0.66%,23.83,22.02,1.81,45.849999999999994,0.68
75,机场航运,2002.9,-3.38%,19.6,26.37,-6.77,45.97,0.68
45,中药,3459.68,-0.87%,20.6,24.24,-3.64,44.84,0.66
34,零售,1550.77,-0.73%,20.52,22.99,-2.46,43.51,0.64
60,小金属,3940.65,-1.18%,17.34,24.26,-6.91,41.6,0.62
35,医疗服务,15512.2,-0.75%,19.26,18.84,0.41,38.1,0.56
38,光学光电子,2962.01,-0.77%,16.39,21.76,-5.36,38.150000000000006,0.56
17,建筑材料,4286.25,-0.41%,16.68,19.03,-2.35,35.71,0.53
33,包装印刷,2966.12,-0.72%,17.36,17.62,-0.26,34.980000000000004,0.52
73,医药商业,4802.15,-2.57%,13.9,19.45,-5.55,33.35,0.49
37,工业金属,2235.85,-0.75%,13.6,18.3,-4.71,31.9,0.47
43,港口航运,923.73,-0.81%,11.91,18.52,-6.61,30.43,0.45
28,食品加工制造,4751.09,-0.66%,12.66,16.01,-3.35,28.67,0.42
63,非汽车交运,2239.72,-1.33%,11.82,15.43,-3.61,27.25,0.4
32,化工合成材料,3827.75,-0.70%,11.99,14.11,-2.12,26.1,0.39
13,白色家电,4458.5,-0.24%,11.99,13.41,-1.43,25.4,0.38
72,物流,4480.05,-2.27%,9.96,14.98,-5.01,24.94,0.37
40,生物制品,5501.72,-0.77%,11.05,11.51,-0.47,22.560000000000002,0.33
59,钢铁,1397.09,-1.15%,9.6,12.18,-2.58,21.78,0.32
21,公路铁路运输,1061.05,-0.53%,9.98,11.83,-1.85,21.810000000000002,0.32
16,家用轻工,3090.81,-0.41%,9.98,10.94,-0.96,20.92,0.31
31,化学原料,2508.08,-0.69%,9.89,10.22,-0.32,20.11,0.3
57,美容护理,4579.97,-1.09%,9.41,10.41,-1.0,19.82,0.29
55,煤炭开采加工,2020.26,-1.05%,6.91,11.82,-4.9,18.73,0.28
42,农产品加工,3738.11,-0.79%,8.15,10.4,-2.25,18.55,0.27
15,电子化学品,29117.4,-0.37%,7.18,9.92,-2.73,17.1,0.25
7,服装家纺,2328.87,0.36%,7.56,8.77,-1.21,16.33,0.24
1,燃气,1294.15,1.58%,7.84,7.56,0.28,15.399999999999999,0.23
27,石油加工贸易,2854.04,-0.65%,7.37,8.12,-0.75,15.489999999999998,0.23
51,油气开采及服务,1110.32,-0.99%,6.33,8.54,-2.21,14.87,0.22
52,养殖业,2509.77,-0.99%,6.05,9.01,-2.96,15.059999999999999,0.22
20,造纸,1821.52,-0.48%,6.79,7.01,-0.22,13.8,0.2
23,其他电子,8265.7,-0.61%,5.44,6.51,-1.07,11.95,0.18
25,综合,2112.24,-0.62%,4.08,6.81,-2.73,10.89,0.16
56,仪器仪表,3878.91,-1.06%,4.9,6.0,-1.1,10.9,0.16
30,互联网电商,6328.56,-0.67%,4.94,5.66,-0.71,10.600000000000001,0.16
71,种植业与林业,3484.93,-2.20%,4.49,6.34,-1.85,10.83,0.16
5,纺织制造,1799.46,0.38%,4.68,4.79,-0.11,9.469999999999999,0.14
10,教育,4389.39,0.09%,4.21,4.53,-0.32,8.74,0.13
4,贵金属,1939.79,0.52%,4.47,4.07,0.4,8.54,0.13
12,其他社会服务,14767.0,-0.18%,4.29,4.43,-0.14,8.719999999999999,0.13
18,景点及旅游,2752.06,-0.46%,3.41,4.49,-1.08,7.9,0.12
61,金属新材料,7516.12,-1.29%,2.56,3.9,-1.33,6.46,0.1
64,酒店及餐饮,1903.92,-1.33%,2.89,3.86,-0.98,6.75,0.1
54,小家电,3132.97,-1.05%,2.79,3.51,-0.72,6.3,0.09
19,贸易,2388.67,-0.47%,1.82,3.07,-1.25,4.89,0.07
53,汽车服务,1001.99,-1.00%,1.49,2.34,-0.85,3.83,0.06
50,黑色家电,2923.42,-0.97%,1.56,2.37,-0.81,3.93,0.06
41,房地产服务,3048.82,-0.77%,1.74,1.9,-0.17,3.6399999999999997,0.05
44,非金属材料,13778.5,-0.85%,1.27,1.72,-0.45,2.99,0.04
