,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
18,证券,1351.63,0.31%,305.02,328.79,-23.77,633.81,6.67
29,计算机应用,10421.3,-0.01%,198.46,202.04,-3.58,400.5,4.21
32,电力设备,4757.06,-0.19%,162.11,214.79,-52.68,376.9,3.96
41,房地产开发,1818.48,-0.40%,132.76,160.78,-28.02,293.53999999999996,3.09
21,半导体及元件,7286.73,0.19%,125.07,127.81,-2.74,252.88,2.66
13,通信设备,4054.46,0.57%,113.76,98.95,14.81,212.71,2.24
57,传媒,2422.11,-0.79%,92.42,110.75,-18.33,203.17000000000002,2.14
16,汽车整车,2624.77,0.39%,91.11,98.75,-7.65,189.86,2.0
69,汽车零部件,3947.53,-1.22%,80.96,99.35,-18.39,180.31,1.9
68,建筑装饰,3448.82,-1.18%,76.45,89.49,-13.03,165.94,1.75
44,国防军工,1653.11,-0.42%,70.74,93.26,-22.52,164.0,1.73
60,饮料制造,4698.82,-0.87%,73.73,88.43,-14.7,162.16000000000003,1.71
3,电力,1593.54,1.80%,75.75,57.17,18.58,132.92000000000002,1.4
23,计算机设备,2629.75,0.13%,70.17,59.71,10.46,129.88,1.37
39,银行,968.499,-0.38%,57.99,67.18,-9.19,125.17000000000002,1.32
62,化学制药,4763.1,-0.89%,51.56,68.98,-17.42,120.54,1.27
74,零售,1661.44,-1.44%,48.23,70.53,-22.3,118.75999999999999,1.25
22,消费电子,5879.31,0.17%,57.71,55.55,2.16,113.25999999999999,1.19
55,保险及其他,1840.61,-0.72%,48.86,56.95,-8.09,105.81,1.11
4,工业金属,2413.95,1.63%,54.51,50.32,4.19,104.83,1.1
2,钢铁,1518.54,2.53%,49.6,46.5,3.11,96.1,1.01
38,化学制品,5442.6,-0.36%,41.63,52.66,-11.03,94.28999999999999,0.99
42,专用设备,4565.32,-0.40%,40.35,53.39,-13.05,93.74000000000001,0.99
51,医疗服务,16373.0,-0.65%,43.91,40.53,3.39,84.44,0.89
12,小金属,4352.77,0.58%,34.92,39.1,-4.18,74.02000000000001,0.78
11,光学光电子,3168.67,0.64%,36.53,33.81,2.72,70.34,0.74
48,通用设备,4828.52,-0.55%,32.08,37.93,-5.85,70.00999999999999,0.74
65,医疗器械,10232.6,-0.94%,28.89,38.1,-9.21,66.99000000000001,0.7
61,建筑材料,4497.9,-0.87%,27.35,36.21,-8.85,63.56,0.67
53,食品加工制造,5021.66,-0.70%,24.4,36.28,-11.89,60.68,0.64
73,中药,3514.72,-1.30%,23.2,37.67,-14.46,60.870000000000005,0.64
43,自动化设备,15538.4,-0.41%,27.73,30.53,-2.8,58.260000000000005,0.61
47,环保,3329.7,-0.52%,24.9,32.12,-7.22,57.019999999999996,0.6
36,生物制品,5876.7,-0.30%,23.82,27.38,-3.56,51.2,0.54
20,通信服务,1991.13,0.21%,20.04,21.11,-1.07,41.15,0.43
31,化工合成材料,4001.41,-0.12%,18.15,19.61,-1.46,37.76,0.4
64,美容护理,4786.41,-0.91%,18.09,17.58,0.51,35.67,0.38
5,煤炭开采加工,2162.96,1.22%,18.63,17.82,0.81,36.45,0.38
58,养殖业,2675.24,-0.82%,14.44,20.93,-6.49,35.37,0.37
75,酒店及餐饮,2120.94,-2.00%,13.11,21.9,-8.79,35.01,0.37
30,物流,4658.32,-0.01%,17.88,17.34,0.54,35.22,0.37
66,家用轻工,3218.9,-1.04%,14.44,18.92,-4.48,33.36,0.35
63,服装家纺,2407.44,-0.90%,13.41,18.86,-5.45,32.269999999999996,0.34
50,包装印刷,3061.53,-0.61%,14.11,17.59,-3.49,31.7,0.33
37,白色家电,4711.77,-0.35%,14.22,17.41,-3.19,31.630000000000003,0.33
59,农产品加工,3966.32,-0.83%,12.08,17.34,-5.27,29.42,0.31
46,其他电子,8834.58,-0.49%,13.97,15.62,-1.65,29.59,0.31
15,港口航运,947.744,0.46%,15.32,12.73,2.59,28.05,0.3
0,贵金属,2061.15,3.51%,14.41,12.58,1.82,26.990000000000002,0.28
9,石油加工贸易,2997.64,0.72%,14.61,11.05,3.56,25.66,0.27
33,机场航运,2173.36,-0.21%,11.69,12.67,-0.98,24.36,0.26
