股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
涛涛车业,8.7%,11.48%,0.7580514705882344
湖南裕能,7.84%,13.31%,0.5888223776223778
创益通,7.3%,15.13%,0.4824224806201554
豪恩汽电,6.71%,6.66%,1.0068190174326486
赛维时代,5.93%,0.0%,inf
江波龙,5.8%,3.7%,1.5666073298429346
恒烁股份,5.51%,9.12%,0.6039392156862745
经纬股份,5.19%,5.84%,0.8882884615384612
共创草坪,4.5%,8.72%,0.51610824742268
锦富技术,4.3%,8.24%,0.5217333333333332
力鼎光电,4.3%,12.18%,0.35296682464454987
博菲电气,4.19%,3.63%,1.1531352112676043
德昌股份,3.93%,14.04%,0.28001250000000044
南方精工,3.84%,-10.95%,0.3505898305084747
泰慕士,3.75%,8.42%,0.4455568720379148
欣灵电气,3.69%,5.62%,0.6568199999999997
王力安防,3.66%,1.57%,2.333249999999998
圣泉集团,3.54%,0.46%,7.720418181817972
金钟股份,3.38%,1.21%,2.7928457142857317
斯瑞新材,3.26%,7.08%,0.46074666666666736
海光信息,3.09%,7.83%,0.39477022058823547
电连技术,3.09%,10.01%,0.3086448275862065
有研粉材,3.02%,5.04%,0.5997860465116257
雅创电子,2.98%,0.0%,inf
新莱福,2.95%,6.37%,0.463031135531136
永悦科技,2.89%,13.55%,0.21321122448979588
贵州轮胎,2.63%,10.17%,0.2586166666666668
神农科技,2.6%,11.96%,0.21733333333333324
南大环境,2.58%,6.72%,0.383862162162162
星光农机,2.53%,2.83%,0.8927285714285733
联创电子,2.46%,1.41%,1.7404499999999985
北京君正,2.45%,6.63%,0.36933022071307287
北特科技,2.43%,5.6%,0.4338439024390242
科信技术,2.39%,11.43%,0.20906809523809544
国力股份,2.38%,16.11%,0.14771521739130444
超捷股份,2.36%,-1.9%,1.2442896551724172
满坤科技,2.32%,2.34%,0.993025352112675
国泰环保,2.31%,2.58%,0.893945161290323
香农芯创,2.29%,15.0%,0.1526666666666667
拓山重工,2.29%,0.56%,4.093711764705926
农发种业,2.26%,9.0%,0.2512076923076925
北方长龙,2.24%,1.99%,1.1282201834862349
金禄电子,2.23%,0.3%,7.361229999999893
岱勒新材,2.22%,14.32%,0.1550049822064058
金科股份,2.2%,12.59%,0.17470588235294127
华锐精密,2.1%,15.25%,0.13768932038834955
康平科技,2.04%,6.24%,0.32701818181818176
*ST新海,2.0%,10.0%,0.19999999999999987
均胜电子,1.99%,9.46%,0.21035536723163847
元力股份,1.98%,6.05%,0.3274764705882355
优彩资源,1.98%,5.0%,0.3960000000000006
秋田微,1.97%,16.96%,0.11612169390787523
奥飞娱乐,1.96%,8.36%,0.23442631578947373
伟测科技,1.95%,-3.0%,0.6509369369369373
东芯股份,1.95%,-0.1%,18.866249999997052
英可瑞,1.88%,7.04%,0.26703184713375794
安德利,1.87%,9.97%,0.1875500000000001
拉卡拉,1.87%,2.86%,0.6527685185185197
百花医药,1.87%,9.34%,0.20027096774193545
固德威,1.87%,5.22%,0.3584694915254239
西上海,1.86%,0.8%,2.3312000000000217
赛腾股份,1.83%,-11.72%,0.15618998109640833
中润光学,1.76%,5.13%,0.34325028571428573
珈伟新能,1.76%,14.72%,0.11955121951219519
宁波方正,1.74%,2.41%,0.72152
飞荣达,1.73%,11.16%,0.15508214285714308
联科科技,1.73%,2.97%,0.5818448979591856
天银机电,1.72%,31.8%,0.05409071038251366
通源石油,1.71%,-0.21%,7.968600000000171
鼎际得,1.69%,2.72%,0.6213902985074644
索菱股份,1.68%,3.12%,0.5385333333333314
均普智能,1.68%,9.95%,0.16891636363636367
晶合集成,1.67%,2.48%,0.6746104166666661
云意电气,1.65%,6.0%,0.2751617647058825
华工科技,1.65%,-2.14%,0.7720923913043523
鑫宏业,1.64%,6.1%,0.26892695214105794
普冉股份,1.63%,1.83%,0.8920808888888888
腾景科技,1.62%,-10.0%,0.16207105263157914
美利信,1.61%,17.85%,0.09019203980099498
杭州园林,1.59%,6.3%,0.2522481203007523
未来电器,1.58%,26.0%,0.0607692307692308
法狮龙,1.57%,1.86%,0.8423653846153797
方正科技,1.57%,1.53%,1.0236399999999943
亚太股份,1.57%,4.85%,0.32342
聚赛龙,1.54%,-0.1%,15.41155000000033
金冠股份,1.53%,4.74%,0.3226909090909091
合兴股份,1.52%,-8.18%,0.18588705882352954
益生股份,1.52%,10.51%,0.14457952755905515
东箭科技,1.5%,7.98%,0.18796460176991164
富祥药业,1.49%,5.92%,0.251512
伟时电子,1.49%,-1.75%,0.8535571428571447
荣昌生物,1.46%,0.52%,2.8074941176470305
招标股份,1.43%,3.81%,0.37537500000000046
凌玮科技,1.43%,2.22%,0.6431027777777789
艾为电子,1.41%,0.83%,1.6971051724137982
雅克科技,1.4%,1.74%,0.80592248062016
万润科技,1.36%,2.91%,0.4677428571428583
天山电子,1.36%,0.11%,12.861066666667705
信隆健康,1.36%,6.04%,0.2251555555555554
中公教育,1.33%,3.85%,0.34579999999999883
华银电力,1.33%,9.78%,0.13603999999999997
智洋创新,1.33%,-4.6%,0.2889144578313246
深科技,1.31%,-0.1%,13.394750000000288
神农集团,1.31%,4.5%,0.29100714285714274
大地熊,1.31%,-6.28%,0.2085445497630329
英唐智控,1.31%,4.53%,0.2892916666666664
冠农股份,1.3%,6.21%,0.20939285714285696
上海港湾,1.3%,-9.68%,0.1342994129158513
真爱美家,1.3%,0.82%,1.5859999999999905
科华数据,1.3%,3.49%,0.37245000000000034
镇洋发展,1.3%,0.24%,5.3083333333334455
长华集团,1.29%,3.01%,0.42843636363636595
贝肯能源,1.29%,-0.71%,1.8146000000000384
泓淋电力,1.29%,5.39%,0.23918749999999975
日联科技,1.27%,2.12%,0.5978654970760258
航宇科技,1.26%,2.61%,0.4831377049180333
远翔新材,1.26%,1.35%,0.9344511627906983
珠海冠宇,1.25%,7.7%,0.16242236024844725
同力日升,1.22%,0.03%,35.489799999994446
丽臣实业,1.21%,1.66%,0.7307763157894757
亚光股份,1.19%,-0.64%,1.869922727272737
