股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
通力科技,9.54%,-15.15%,0.629687053020962
保力新,9.04%,41.22%,0.21930370370370372
泰慕士,8.74%,29.71%,0.2941756097560977
福莱新材,7.99%,6.37%,1.2536309999999977
浙江荣泰,7.42%,0.0%,inf
经纬股份,6.93%,2.92%,2.373649640287769
金科股份,6.93%,77.86%,0.08900917431192658
荣盛发展,6.64%,81.88%,0.08109923664122136
水羊股份,6.01%,43.82%,0.13715128205128202
梦网科技,4.75%,4.66%,1.0182394366197198
君逸数码,4.66%,18.46%,0.25244159178433895
箭牌家居,4.55%,16.3%,0.2791578947368421
中南建设,3.79%,49.02%,0.07731600000000002
源飞宠物,3.73%,2.87%,1.3004136363636378
欧亚集团,3.73%,8.93%,0.41762678571428535
森鹰窗业,3.59%,26.74%,0.1342368283093055
宝立食品,3.55%,3.38%,1.0504772727272724
宁波方正,3.53%,7.95%,0.44391974789915933
赢合科技,3.53%,1.67%,2.1138953488372105
古鳌科技,3.47%,9.16%,0.37897248908296954
步科股份,3.46%,-17.49%,0.19786875000000004
中国武夷,3.34%,19.67%,0.16978333333333331
有研粉材,3.34%,-5.68%,0.588162280701754
华菱钢铁,3.33%,16.18%,0.2057464285714287
天力锂能,3.26%,27.21%,0.11983034872761547
中大力德,3.26%,-15.04%,0.21672527075812276
保立佳,3.25%,9.64%,0.33723314606741545
拓山重工,3.23%,0.39%,8.236500000000177
塞力医疗,3.12%,18.79%,0.16604137931034482
南山控股,3.09%,15.76%,0.19609615384615384
智信精密,3.03%,-28.02%,0.10814769230769239
新钢股份,3.01%,17.02%,0.1768953846153846
源杰科技,2.95%,-24.74%,0.11925800570703873
南国置业,2.94%,25.58%,0.11492727272727268
山子股份,2.94%,19.73%,0.14902758620689652
中百集团,2.91%,11.3%,0.25750754716981167
华西能源,2.89%,26.0%,0.1111538461538462
中交地产,2.88%,13.25%,0.21739885714285714
华丽家族,2.81%,13.62%,0.20631315789473692
迎丰股份,2.75%,7.17%,0.3837209302325585
中原证券,2.63%,21.75%,0.12091585365853659
宝利国际,2.62%,12.9%,0.2030500000000001
栖霞建设,2.62%,21.47%,0.12200597014925374
蒙娜丽莎,2.61%,24.66%,0.10582481389578159
粤宏远A,2.58%,22.22%,0.11610000000000005
弘业股份,2.53%,6.21%,0.40766415094339536
京能置业,2.53%,15.56%,0.16264285714285714
苏豪弘业,2.53%,6.21%,0.40766415094339536
华旺科技,2.52%,9.36%,0.26921311475409865
百普赛斯,2.52%,19.11%,0.1318599264705882
金地集团,2.5%,24.44%,0.10227272727272727
世联行,2.5%,20.31%,0.12307692307692308
新易盛,2.49%,-18.06%,0.13788506329113925
光大嘉宝,2.49%,20.0%,0.12449999999999997
永泰能源,2.49%,9.86%,0.2525571428571426
中银绒业,2.47%,14.38%,0.17177727272727275
宝地矿业,2.46%,7.36%,0.33429642857142877
东旭光电,2.45%,20.59%,0.11900000000000004
铂力特,2.42%,-4.13%,0.585305566218809
新华都,2.35%,6.57%,0.3579230769230773
新力金融,2.35%,10.66%,0.22035507246376793
申华控股,2.33%,10.58%,0.22018500000000005
皮阿诺,2.32%,17.37%,0.13355890410958898
金力泰,2.32%,11.03%,0.2103296703296703
永安期货,2.31%,10.16%,0.22742500000000002
广宇集团,2.27%,14.0%,0.16214285714285706
中国软件,2.27%,7.99%,0.28397364532019687
光明地产,2.27%,40.57%,0.05595813953488373
新时达,2.26%,-13.81%,0.16361871345029233
我爱我家,2.25%,22.75%,0.0989224137931034
深城交,2.24%,6.63%,0.3380705882352949
中科飞测,2.23%,6.51%,0.3423877729257632
吉视传媒,2.22%,7.89%,0.28120000000000017
*ST日海,2.21%,5.64%,0.3920119047619048
首开股份,2.2%,21.48%,0.10240476190476193
爱慕股份,2.2%,1.58%,1.3892592592592614
楚环科技,2.19%,-10.33%,0.21203508196721302
南钢股份,2.13%,7.27%,0.2930879999999999
博迈科,2.1%,10.19%,0.20611764705882363
广百股份,2.1%,9.52%,0.2204999999999998
优彩资源,2.1%,-0.38%,5.529999999999953
上海九百,2.09%,9.54%,0.21912343750000013
海辰药业,2.07%,4.61%,0.4494857142857139
中金岭南,2.06%,16.86%,0.12219545454545458
四方新材,2.03%,6.13%,0.33134838709677433
冠捷科技,2.02%,5.36%,0.3770666666666678
瑞纳智能,2.01%,-1.61%,1.2455619047618995
仁和药业,1.99%,4.98%,0.3999258064516135
海南椰岛,1.99%,11.72%,0.1697817460317461
豫光金铅,1.98%,17.15%,0.11544107142857146
中南股份,1.98%,12.01%,0.16480588235294122
三湘印象,1.98%,15.51%,0.12763928571428568
渝开发,1.97%,27.08%,0.07273846153846154
苏州高新,1.95%,7.35%,0.26530263157894746
三生国健,1.93%,16.91%,0.11413620689655164
西部黄金,1.91%,12.01%,0.15904876543209887
宝胜股份,1.88%,12.88%,0.14592380952380957
山东钢铁,1.88%,15.6%,0.12049090909090907
辽港股份,1.87%,7.74%,0.24154166666666693
新大洲A,1.87%,6.15%,0.3038750000000006
青农商行,1.86%,11.36%,0.16379999999999995
金通灵,1.85%,12.67%,0.14600000000000002
华联股份,1.85%,22.62%,0.0817894736842105
北辰实业,1.85%,25.49%,0.07257692307692308
南京高科,1.84%,3.9%,0.47132307692307734
徐家汇,1.83%,21.51%,0.08508556701030923
炬申股份,1.82%,4.89%,0.3722506666666667
华阳国际,1.8%,20.35%,0.08843478260869567
重庆银行,1.8%,-0.72%,2.4989999999999792
华泰证券,1.76%,13.81%,0.127402985074627
鑫科材料,1.76%,15.05%,0.11695483870967739
包钢股份,1.75%,7.22%,0.24230769230769253
平潭发展,1.74%,7.82%,0.2225368421052632
中国天楹,1.72%,22.93%,0.0750247619047619
城建发展,1.71%,45.33%,0.037722746781115875
建研院,1.71%,4.45%,0.38397272727272774
云铝股份,1.71%,17.38%,0.09836351351351347
宁波中百,1.7%,7.65%,0.22213333333333338
模塑科技,1.7%,22.34%,0.07610156250000005
智翔金泰,1.7%,1.3%,1.3090000000000044
德明利,1.68%,-11.14%,0.15086006389776377
老白干酒,1.67%,17.54%,0.09521789976133654
友阿股份,1.67%,14.15%,0.11801333333333337
亚通股份,1.65%,10.63%,0.15526229508196734
华升股份,1.62%,6.25%,0.2592000000000006
金贵银业,1.62%,9.66%,0.16778571428571412
祖名股份,1.62%,4.34%,0.37323529411764717
