股票简称,1日净买入率总和,1日最新价涨跌幅,1日净买入率/涨跌幅
浙江荣泰,7.42%,0.0%,inf
森鹰窗业,5.74%,0.0%,inf
赛维时代,3.93%,0.0%,inf
星源卓镁,2.83%,0.0%,inf
中科磁业,2.7%,0.0%,inf
粤宏远A,2.68%,0.0%,inf
信音电子,2.66%,0.0%,inf
天风证券,2.62%,0.0%,inf
威士顿,2.62%,0.0%,inf
中信金属,2.42%,0.0%,inf
源杰科技,2.33%,0.0%,inf
天力锂能,2.02%,0.0%,inf
毕得医药,1.91%,0.0%,inf
拓山重工,1.9%,0.0%,inf
保立佳,1.88%,0.0%,inf
宝地矿业,1.84%,0.0%,inf
天晟新材,1.75%,0.0%,inf
金杯电工,1.74%,0.0%,inf
荣旗科技,1.74%,0.0%,inf
青山纸业,1.72%,0.0%,inf
永鼎股份,1.68%,0.0%,inf
商络电子,1.66%,0.0%,inf
科德教育,1.63%,0.0%,inf
塞力医疗,1.58%,0.0%,inf
东旭光电,1.49%,0.0%,inf
索辰科技,1.48%,0.0%,inf
宁波方正,1.47%,0.0%,inf
古鳌科技,1.45%,0.0%,inf
中辰股份,1.45%,0.0%,inf
宁波远洋,1.44%,0.0%,inf
瑞纳智能,1.43%,0.0%,inf
金贵银业,1.41%,0.0%,inf
新大洲A,1.41%,0.0%,inf
国华网安,1.41%,0.0%,inf
国光电气,1.41%,0.0%,inf
雷尔伟,1.37%,0.0%,inf
诚迈科技,1.36%,0.0%,inf
豫光金铅,1.34%,0.0%,inf
西力科技,1.31%,0.0%,inf
华阳国际,1.31%,0.0%,inf
天禄科技,1.29%,0.0%,inf
浪潮信息,1.26%,0.0%,inf
泰慕士,1.25%,0.0%,inf
贵绳股份,1.22%,0.0%,inf
精伦电子,1.2%,0.0%,inf
伟测科技,1.19%,0.0%,inf
华星创业,1.19%,0.0%,inf
飞利信,1.19%,0.0%,inf
鑫科材料,1.14%,0.0%,inf
中国软件,1.14%,0.0%,inf
海泰科,1.13%,0.0%,inf
建投能源,1.11%,0.0%,inf
新易盛,1.1%,0.0%,inf
广西能源,1.1%,0.0%,inf
海伦哲,1.1%,0.0%,inf
宝胜股份,1.08%,0.0%,inf
华电能源,1.08%,0.0%,inf
拓维信息,1.06%,0.0%,inf
精智达,1.05%,0.0%,inf
金通灵,1.05%,0.0%,inf
冠捷科技,1.03%,0.0%,inf
迪森股份,1.03%,0.0%,inf
宏达新材,1.02%,0.0%,inf
长青集团,1.02%,0.0%,inf
青海春天,1.01%,0.0%,inf
