股票简称,30日净买入率总和,30日最新价涨跌幅,30日净买入率/涨跌幅
盛弘股份,1.04%,0.0%,inf
广信材料,3.63%,-0.13%,27.279450000000576
楚环科技,7.28%,-0.37%,19.54679999999972
安德利,3.37%,0.32%,10.666049999999595
青达环保,2.08%,-0.2%,10.420800000000222
科汇股份,1.94%,-0.53%,3.6714499999999965
江波龙,11.09%,3.17%,3.501623492063485
通源环境,5.88%,1.84%,3.2013333333333174
景津装备,1.83%,-0.63%,2.9193315789474035
思瑞浦,2.12%,0.78%,2.7288977272727415
华大智造,4.12%,-1.67%,2.4689986754967035
格林达,1.1%,0.45%,2.467384615384634
东亚机械,1.35%,-0.56%,2.425500000000051
超捷股份,5.64%,-2.65%,2.1253894736842063
白云电器,1.03%,-0.54%,1.9054999999999727
伟时电子,3.77%,2.21%,1.7082812499999984
茂莱光学,2.75%,1.8%,1.5255647840531457
华测导航,1.01%,0.68%,1.4899904761904703
四方股份,1.17%,0.79%,1.4771250000000098
天亿马,2.32%,1.67%,1.3929098039215737
拓山重工,9.16%,6.83%,1.3407323383084595
福莱新材,7.54%,5.77%,1.3069333333333342
盾安环境,1.41%,1.2%,1.173824999999999
王力安防,9.98%,8.55%,1.167539759036147
经纬股份,15.51%,13.39%,1.1579717277486916
迈信林,2.11%,-1.85%,1.137689189189186
冠盛股份,3.29%,3.16%,1.0420442307692315
深科达,7.4%,7.51%,0.9849943502824862
天宸股份,1.4%,1.49%,0.9426666666666587
天新药业,6.29%,6.74%,0.9333442708333324
博亚精工,2.4%,2.58%,0.9296249999999991
新风光,4.01%,4.45%,0.9020992481203021
佰维存储,2.87%,-3.25%,0.8843851851851843
嘉益股份,1.06%,-1.24%,0.8534177777777858
华工科技,3.5%,4.2%,0.8334228187919454
华光新材,4.1%,4.94%,0.8302499999999983
涛涛车业,5.82%,7.22%,0.8056468842729958
君逸数码,6.49%,8.08%,0.8031612903225814
国能日新,1.52%,-1.95%,0.7783020408163271
华铭智能,3.21%,4.24%,0.7564434782608682
西上海,3.65%,5.18%,0.7051318681318679
圣泉集团,8.86%,12.57%,0.7050942965779471
湖南裕能,4.72%,6.74%,0.7004753623188407
泰慕士,21.71%,35.03%,0.6197901464713717
确成股份,1.82%,2.95%,0.616616
浙江恒威,3.93%,6.38%,0.6164616279069771
众望布艺,4.81%,7.81%,0.6157482269503545
格力地产,1.08%,-1.8%,0.5984999999999996
东芯股份,2.67%,4.53%,0.5889403846153838
骏成科技,3.39%,5.87%,0.577810396039603
聚赛龙,5.09%,8.84%,0.5755981308411213
创益通,5.64%,-9.81%,0.5752120481927712
长盛轴承,2.01%,-3.55%,0.5659140845070444
正弦电气,2.12%,3.8%,0.5578107526881723
澜起科技,2.08%,3.75%,0.5546666666666662
瑞联新材,5.08%,9.38%,0.5416529968454256
有研粉材,9.6%,17.77%,0.5401918294849021
金科环境,1.05%,-1.99%,0.5267027027027064
野马电池,2.39%,4.67%,0.5116876190476186
贝肯能源,4.82%,9.62%,0.5012799999999995
联翔股份,4.57%,9.44%,0.48388235294117604
洪通燃气,1.91%,3.96%,0.48227499999999957
联合精密,1.85%,3.91%,0.47351190476190486
真爱美家,4.18%,8.87%,0.4711142857142857
维康药业,2.98%,6.43%,0.4631771428571434
倍杰特,6.5%,14.07%,0.46184210526315805
三利谱,4.16%,9.29%,0.44768113879003585
华业香料,3.76%,8.4%,0.44737967914438476
胜宏科技,1.23%,2.75%,0.4470952380952362
富春染织,2.86%,6.41%,0.44621836734693854
普利特,2.13%,4.87%,0.4374952380952375
爱慕股份,2.54%,5.85%,0.434008695652174
智信精密,10.27%,-23.75%,0.4323797516714423
金富科技,4.43%,10.53%,0.42061684210526273
泰福泵业,3.11%,7.45%,0.4175664335664338
凯赛生物,1.2%,-2.93%,0.41005347593582947
中科飞测,1.52%,-3.73%,0.4071693379790953
飞荣达,1.54%,3.83%,0.4017275862068965
通源石油,4.41%,11.03%,0.39977608695652184
联德股份,1.76%,4.41%,0.3993277310924366
津荣天宇,1.15%,2.9%,0.3962627118644044
胜蓝股份,2.4%,-6.15%,0.39028571428571485
重庆银行,1.53%,3.96%,0.38644838709677354
华生科技,4.65%,12.06%,0.38542605633802823
恒大高新,3.99%,10.37%,0.3846098360655735
大洋生物,3.63%,9.47%,0.38315317725752523
润丰股份,2.18%,5.7%,0.3823345707656611
天普股份,4.03%,10.58%,0.3809490566037732
祖名股份,1.22%,3.2%,0.3807684210526307
爱朋医疗,1.74%,-4.59%,0.37898048780487786
红墙股份,4.45%,11.94%,0.37259322033898323
金百泽,1.81%,-4.89%,0.3697744966442948
蒙泰高新,3.06%,8.36%,0.36597599999999997
亚虹医药,1.77%,4.88%,0.3626890909090905
德昌股份,2.7%,-7.46%,0.36187499999999967
潜能恒信,2.67%,7.42%,0.3596284615384624
金钟股份,3.96%,11.06%,0.35795017793594275
神剑股份,1.57%,4.4%,0.35648235294117564
天桥起重,2.43%,6.83%,0.3555473684210519
嘉华股份,2.53%,7.12%,0.3551825242718449
许继电气,1.52%,4.3%,0.3534000000000007
久量股份,2.78%,7.96%,0.3494078431372551
华融化学,3.34%,9.58%,0.34861249999999966
世华科技,1.24%,3.6%,0.3447940298507454
雅艺科技,5.24%,15.35%,0.341436855036855
普瑞眼科,2.46%,7.22%,0.3409294605809126
诺唯赞,1.02%,3.01%,0.33915000000000045
天元股份,5.24%,15.51%,0.3378053333333333
南钢股份,2.01%,5.95%,0.33767999999999976
利仁科技,1.81%,5.38%,0.3363684563758393
绿岛风,1.23%,3.68%,0.3343162162162163
北京君正,2.31%,6.97%,0.3312014827018125
国机通用,1.76%,5.32%,0.3310840579710147
复旦微电,1.23%,3.73%,0.32961515151515197
泰坦股份,2.42%,7.36%,0.3286516129032259
炬申股份,4.88%,14.86%,0.32850731707317093
冠中生态,5.98%,18.32%,0.32639840637450174
建科股份,4.79%,14.69%,0.32610557275541785
永冠新材,1.43%,4.39%,0.32538360655737736
威尔药业,1.06%,3.27%,0.3238611764705876
金三江,1.95%,6.06%,0.32187341772151856
泰和科技,2.15%,6.73%,0.3196057692307695
梦网科技,4.32%,13.7%,0.31536000000000025
兆易创新,1.37%,4.36%,0.3145650759219089
春光科技,1.47%,4.68%,0.3142621621621629
茶花股份,1.01%,3.24%,0.31208999999999915
立讯精密,1.08%,3.46%,0.3117599999999998
四川美丰,1.85%,5.94%,0.3113510638297868
潍柴重机,1.09%,-3.51%,0.3103631578947362
