成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:17:39,0.0,-100.00%,--,0,0,中性盘
09:18:36,0.0,-100.00%,--,0,0,卖盘
09:25:00,33.45,0.00%,--,110,367950,--
09:34:12,33.48,+0.09%,--,62,207576,中性盘
09:34:18,33.47,+0.06%,-0.01,33,110451,卖盘
09:34:21,33.47,+0.06%,--,53,177391,卖盘
09:34:24,33.46,+0.03%,-0.01,62,207452,卖盘
09:34:27,33.43,-0.06%,-0.03,241,805663,卖盘
09:34:30,33.4,-0.15%,-0.03,3,10020,卖盘
09:34:33,33.4,-0.15%,--,11,36740,卖盘
09:34:36,33.45,0.00%,+0.05,33,110385,买盘
09:34:39,33.4,-0.15%,-0.05,8,26720,中性盘
09:34:42,33.39,-0.18%,-0.01,17,56763,卖盘
09:34:45,33.39,-0.18%,--,38,126882,买盘
09:34:48,33.4,-0.15%,+0.01,8,26720,卖盘
09:34:51,33.38,-0.21%,-0.02,29,96802,卖盘
09:34:54,33.37,-0.24%,-0.01,17,56729,卖盘
09:34:57,33.35,-0.30%,-0.02,8,26680,卖盘
09:35:00,33.37,-0.24%,+0.02,5,16685,中性盘
09:35:03,33.33,-0.36%,-0.04,26,86658,卖盘
09:35:06,33.35,-0.30%,+0.02,2,6670,买盘
09:35:09,33.35,-0.30%,--,36,120060,买盘
09:35:12,33.34,-0.33%,-0.01,31,103354,卖盘
09:35:15,33.37,-0.24%,+0.03,15,50055,卖盘
09:35:18,33.34,-0.33%,-0.03,45,150030,卖盘
09:35:21,33.35,-0.30%,+0.01,38,126730,中性盘
09:35:24,33.33,-0.36%,-0.02,32,106656,卖盘
09:35:27,33.35,-0.30%,+0.02,29,96715,卖盘
09:35:30,33.34,-0.33%,-0.01,46,153364,卖盘
09:35:33,33.33,-0.36%,-0.01,27,89991,卖盘
09:35:36,33.33,-0.36%,--,4,13332,卖盘
09:35:39,33.34,-0.33%,+0.01,57,190038,买盘
09:35:42,33.33,-0.36%,-0.01,56,186648,买盘
09:35:45,33.35,-0.30%,+0.02,35,116725,中性盘
09:35:48,33.36,-0.27%,+0.01,71,236856,卖盘
09:35:51,33.36,-0.27%,--,10,33360,卖盘
09:35:54,33.42,-0.09%,+0.06,61,203862,中性盘
09:35:57,33.36,-0.27%,-0.06,31,103416,卖盘
09:36:03,33.43,-0.06%,+0.07,23,76889,中性盘
09:36:09,33.36,-0.27%,-0.07,78,260208,卖盘
09:36:12,33.36,-0.27%,--,24,80064,卖盘
09:36:18,33.37,-0.24%,+0.01,8,26696,卖盘
09:36:21,33.37,-0.24%,--,0,0,卖盘
09:36:24,33.37,-0.24%,--,10,33370,卖盘
09:36:27,33.37,-0.24%,--,4,13348,卖盘
09:36:30,33.44,-0.03%,+0.07,5,16720,买盘
09:36:33,33.4,-0.15%,-0.04,3,10020,买盘
09:36:36,33.4,-0.15%,--,9,30060,买盘
09:36:39,33.38,-0.21%,-0.02,7,23366,卖盘
09:36:42,33.38,-0.21%,--,21,70098,买盘
09:36:45,33.4,-0.15%,+0.02,5,16700,买盘
09:36:48,33.39,-0.18%,-0.01,8,26712,卖盘
09:36:51,33.37,-0.24%,-0.02,1,3337,卖盘
09:36:54,33.38,-0.21%,+0.01,19,63422,中性盘
09:36:57,33.38,-0.21%,--,8,26704,卖盘
09:37:00,33.36,-0.27%,-0.02,112,373632,卖盘
09:37:03,33.33,-0.36%,-0.03,83,276639,卖盘
09:37:06,33.33,-0.36%,--,28,93324,买盘
09:37:09,33.3,-0.45%,-0.03,77,256410,卖盘
09:37:12,33.3,-0.45%,--,53,176490,卖盘
09:37:15,33.3,-0.45%,--,8,26640,买盘
09:37:18,33.3,-0.45%,--,2,6660,买盘
09:37:21,33.28,-0.51%,-0.02,17,56576,卖盘
09:37:24,33.29,-0.48%,+0.01,13,43277,中性盘
09:37:27,33.26,-0.57%,-0.03,54,179604,卖盘
09:37:30,33.26,-0.57%,--,29,96454,卖盘
09:37:33,33.26,-0.57%,--,25,83150,卖盘
09:37:36,33.25,-0.60%,-0.01,17,56525,卖盘
09:37:39,33.25,-0.60%,--,7,23275,卖盘
09:37:45,33.23,-0.66%,-0.02,20,66460,卖盘
09:37:48,33.25,-0.60%,+0.02,20,66500,买盘
09:37:51,33.22,-0.69%,-0.03,22,73084,卖盘
09:37:54,33.21,-0.72%,-0.01,4,13284,卖盘
09:37:57,33.21,-0.72%,--,23,76383,卖盘
09:38:00,33.21,-0.72%,--,51,169371,卖盘
09:38:03,33.21,-0.72%,--,22,73062,卖盘
09:38:06,33.2,-0.75%,-0.01,26,86320,卖盘
09:38:09,33.21,-0.72%,+0.01,144,478224,买盘
09:38:12,33.2,-0.75%,-0.01,28,92960,买盘
09:38:15,33.2,-0.75%,--,221,733720,买盘
09:38:18,33.18,-0.81%,-0.02,10,33180,卖盘
09:38:21,33.14,-0.93%,-0.04,43,142502,卖盘
