成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:21:54,0.0,-100.00%,--,0,0,中性盘
09:24:54,0.0,-100.00%,--,0,0,卖盘
09:25:00,44.23,-1.01%,+44.23,275,1216325,买盘
09:25:00,44.23,-1.01%,--,275,1216325,--
09:25:00,44.23,-1.01%,--,275,1216325,中性盘
09:30:01,44.3,-0.85%,+0.07,12,53160,买盘
09:30:04,44.31,-0.83%,+0.01,109,482979,中性盘
09:30:07,44.23,-1.01%,-0.08,125,552875,卖盘
09:30:09,44.22,-1.03%,-0.01,267,1180674,卖盘
09:30:13,44.18,-1.12%,-0.04,383,1692094,卖盘
09:30:16,44.14,-1.21%,-0.04,41,180974,卖盘
09:30:19,43.98,-1.57%,-0.16,169,743262,卖盘
09:30:22,43.96,-1.61%,-0.02,77,338492,卖盘
09:30:25,43.9,-1.75%,-0.06,58,254620,卖盘
09:30:28,43.83,-1.90%,-0.07,256,1122048,卖盘
09:30:31,43.8,-1.97%,-0.03,111,486180,卖盘
09:30:34,43.74,-2.10%,-0.06,82,358668,卖盘
09:30:37,43.71,-2.17%,-0.03,33,144243,卖盘
09:30:40,43.68,-2.24%,-0.03,57,248976,卖盘
09:30:43,43.68,-2.24%,--,129,563472,买盘
09:30:46,43.68,-2.24%,--,261,1140048,买盘
09:30:49,43.83,-1.90%,+0.15,164,718812,买盘
09:30:52,43.85,-1.86%,+0.02,125,548125,买盘
09:30:55,43.8,-1.97%,-0.05,33,144540,卖盘
09:30:58,43.8,-1.97%,--,66,289080,买盘
09:31:01,43.9,-1.75%,+0.1,19,83410,买盘
09:31:04,43.95,-1.63%,+0.05,13,57135,买盘
09:31:07,43.97,-1.59%,+0.02,56,246232,中性盘
09:31:10,44.0,-1.52%,+0.03,45,198000,买盘
09:31:13,44.1,-1.30%,+0.1,12,52920,买盘
09:31:16,44.1,-1.30%,--,40,176400,买盘
09:31:19,44.15,-1.19%,+0.05,10,44150,卖盘
09:31:22,44.12,-1.25%,-0.03,62,273544,卖盘
09:31:25,44.15,-1.19%,+0.03,28,123620,买盘
09:31:28,44.15,-1.19%,--,29,128035,卖盘
09:31:31,44.15,-1.19%,--,27,119205,买盘
09:31:34,44.15,-1.19%,--,5,22075,中性盘
09:31:37,44.18,-1.12%,+0.03,10,44180,买盘
