股票简称,30日净买入率总和,30日最新价涨跌幅,30日净买入率/涨跌幅
泰慕士,26.68%,16.11%,1.6556128712871292
君逸数码,22.44%,-0.02%,946.9679999995157
天力锂能,15.79%,-19.15%,0.8247455357142853
福莱新材,11.1%,-2.14%,5.1968181818181804
拓山重工,10.69%,-8.74%,1.2235445692883906
赢合科技,10.16%,60.36%,0.16833633854645821
宁波方正,7.81%,-12.64%,0.6180672413793101
锴威特,7.11%,-28.62%,0.24842868818961994
港通医疗,6.85%,-20.51%,0.3340558755760368
荣盛发展,6.45%,46.15%,0.13975000000000004
江波龙,6.42%,-24.15%,0.26581624365482226
指南针,6.25%,51.73%,0.12082326892109503
天晟新材,5.85%,121.5%,0.04815000000000001
天健集团,5.73%,32.94%,0.17395868263473058
超捷股份,5.67%,-14.48%,0.3914630136986301
神州数码,5.51%,3.81%,1.4457190476190465
*ST西发,5.36%,85.31%,0.06283111111111112
源飞宠物,4.92%,-14.34%,0.34305205479452056
汇金科技,4.89%,38.27%,0.12775985915492954
协昌科技,4.61%,-21.91%,0.2104008200455581
通源环境,4.53%,8.91%,0.5082093749999995
城建发展,4.47%,44.34%,0.10081688311688314
巴安水务,4.39%,21.79%,0.20150819672131137
华菱钢铁,4.25%,16.93%,0.2509999999999999
华泰证券,4.2%,18.58%,0.22606818181818186
好当家,4.16%,15.64%,0.26602105263157905
有研粉材,4.12%,-13.38%,0.30796999999999974
太平洋,4.09%,64.2%,0.06370484848484852
智翔金泰,3.99%,-10.22%,0.3902350819672134
华旺科技,3.93%,1.67%,2.3555437499999976
弘业期货,3.83%,-15.28%,0.25069090909090924
朗坤环境,3.83%,5.45%,0.7028385964912298
银之杰,3.69%,17.23%,0.21413471502590653
铂力特,3.69%,1.61%,2.288212290502785
中兰环保,3.62%,25.58%,0.14149326923076924
美芝股份,3.58%,-0.8%,4.488424999999995
欧亚集团,3.54%,0.16%,22.567500000000482
华鑫股份,3.44%,27.12%,0.1268426116838488
财富趋势,3.37%,48.55%,0.06940612419700218
创益通,3.36%,-14.42%,0.23296929460580917
优彩资源,3.31%,-0.26%,12.511800000000264
迎丰股份,3.26%,4.41%,0.7385153846153826
汇隆新材,3.24%,-8.28%,0.3914630136986299
力盛体育,3.24%,-21.62%,0.14988347107438016
