股票简称,日期,30日净买入率总和,买入率总和增速
赢合科技,2023-07-28,0.0814,5.404761904761905
赢合科技,2023-08-07,0.0892,5.404761904761905
赢合科技,2023-08-03,0.0874,5.404761904761905
赢合科技,2023-08-08,0.0872,5.404761904761905
赢合科技,2023-08-09,0.08560000000000001,5.404761904761905
赢合科技,2023-08-10,0.08539999999999999,5.404761904761905
赢合科技,2023-08-11,0.0818,5.404761904761905
赢合科技,2023-08-14,0.08070000000000001,5.404761904761905
赢合科技,2023-08-02,0.0894,5.404761904761905
赢合科技,2023-08-01,0.0863,5.404761904761905
赢合科技,2023-07-31,0.0821,5.404761904761905
赢合科技,2023-08-04,0.0866,5.404761904761905
赢合科技,2023-07-12,0.0126,5.404761904761905
赢合科技,2023-07-13,0.04190000000000001,5.404761904761905
赢合科技,2023-07-14,0.051,5.404761904761905
赢合科技,2023-07-17,0.061900000000000004,5.404761904761905
赢合科技,2023-07-19,0.0786,5.404761904761905
赢合科技,2023-07-27,0.0799,5.404761904761905
赢合科技,2023-07-26,0.083,5.404761904761905
赢合科技,2023-07-24,0.073,5.404761904761905
赢合科技,2023-07-21,0.07519999999999999,5.404761904761905
赢合科技,2023-07-20,0.0775,5.404761904761905
君逸数码,2023-07-31,0.0466,4.905707196029777
君逸数码,2023-08-01,0.0466,4.905707196029777
君逸数码,2023-08-11,0.2051,4.905707196029777
君逸数码,2023-08-09,0.1311,4.905707196029777
君逸数码,2023-08-02,0.0466,4.905707196029777
君逸数码,2023-08-03,0.0762,4.905707196029777
君逸数码,2023-08-04,0.099,4.905707196029777
君逸数码,2023-08-07,0.1365,4.905707196029777
君逸数码,2023-08-08,0.11320000000000001,4.905707196029777
君逸数码,2023-07-27,0.0649,4.905707196029777
君逸数码,2023-08-10,0.14550000000000002,4.905707196029777
君逸数码,2023-07-28,0.0394,4.905707196029777
君逸数码,2023-07-26,0.0403,4.905707196029777
君逸数码,2023-08-14,0.23800000000000002,4.905707196029777
源飞宠物,2023-07-21,0.015700000000000002,4.764331210191083
源飞宠物,2023-08-10,0.081,4.764331210191083
源飞宠物,2023-08-09,0.0815,4.764331210191083
源飞宠物,2023-08-08,0.0704,4.764331210191083
源飞宠物,2023-08-07,0.06309999999999999,4.764331210191083
源飞宠物,2023-08-04,0.060899999999999996,4.764331210191083
源飞宠物,2023-08-03,0.0572,4.764331210191083
源飞宠物,2023-08-02,0.0454,4.764331210191083
源飞宠物,2023-08-01,0.0434,4.764331210191083
源飞宠物,2023-07-27,0.0232,4.764331210191083
源飞宠物,2023-07-28,0.0285,4.764331210191083
源飞宠物,2023-07-31,0.0407,4.764331210191083
源飞宠物,2023-07-24,0.0175,4.764331210191083
源飞宠物,2023-07-26,0.0285,4.764331210191083
源飞宠物,2023-08-11,0.0817,4.764331210191083
源飞宠物,2023-08-14,0.09050000000000001,4.764331210191083
智莱科技,2023-07-17,0.0132,3.71304347826087
智莱科技,2023-07-28,0.014499999999999999,3.71304347826087
智莱科技,2023-07-31,0.0165,3.71304347826087
智莱科技,2023-07-24,0.015700000000000002,3.71304347826087
智莱科技,2023-07-21,0.0173,3.71304347826087
智莱科技,2023-07-20,0.0166,3.71304347826087
智莱科技,2023-07-19,0.021099999999999997,3.71304347826087
智莱科技,2023-08-09,0.0339,3.71304347826087
智莱科技,2023-07-26,0.011200000000000002,3.71304347826087
智莱科技,2023-08-02,0.0104,3.71304347826087
智莱科技,2023-08-04,0.010700000000000001,3.71304347826087
智莱科技,2023-08-14,0.0542,3.71304347826087
智莱科技,2023-08-11,0.026000000000000002,3.71304347826087
智莱科技,2023-08-10,0.0173,3.71304347826087
智莱科技,2023-07-12,0.0115,3.71304347826087
天力锂能,2023-08-14,0.1867,3.6675000000000004
天力锂能,2023-08-11,0.16210000000000002,3.6675000000000004
天力锂能,2023-07-20,0.0342,3.6675000000000004
天力锂能,2023-07-21,0.0207,3.6675000000000004
天力锂能,2023-08-10,0.1417,3.6675000000000004
天力锂能,2023-08-09,0.10039999999999999,3.6675000000000004
天力锂能,2023-08-08,0.06280000000000001,3.6675000000000004
天力锂能,2023-08-07,0.0462,3.6675000000000004
天力锂能,2023-07-19,0.04,3.6675000000000004
天力锂能,2023-08-04,0.0269,3.6675000000000004
