成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
09:21:28,0.0,-100.00%,--,0,0,中性盘
09:24:54,0.0,-100.00%,--,0,0,卖盘
09:25:00,66.5,+0.35%,+66.5,550,3659894,买盘
09:25:00,66.5,+0.35%,--,550,3659894,--
09:25:00,66.5,+0.35%,-0.09,550,3659894,中性盘
09:30:02,66.41,+0.21%,-0.09,194,1293136,卖盘
09:30:05,66.45,+0.27%,+0.04,231,1539381,买盘
09:30:08,66.26,-0.02%,-0.19,103,683273,中性盘
09:30:11,66.49,+0.33%,+0.23,177,1179799,买盘
09:30:14,66.0,-0.41%,-0.49,102,678942,卖盘
09:30:17,65.72,-0.83%,-0.28,47,308950,中性盘
09:30:20,65.9,-0.56%,+0.18,29,192626,买盘
09:30:23,65.72,-0.83%,-0.18,42,279047,卖盘
09:30:26,65.72,-0.83%,--,71,469635,卖盘
09:30:29,65.9,-0.56%,+0.18,124,817555,买盘
09:30:32,65.92,-0.53%,+0.02,62,414241,卖盘
09:30:35,65.87,-0.60%,-0.05,47,312685,卖盘
09:30:38,65.87,-0.60%,--,16,111123,卖盘
09:30:41,65.87,-0.60%,--,0,0,买盘
09:30:44,65.73,-0.81%,-0.14,19,127516,卖盘
09:30:47,65.68,-0.89%,-0.05,61,400648,卖盘
09:30:50,65.67,-0.91%,-0.01,17,113018,中性盘
09:30:53,65.5,-1.16%,-0.17,74,486010,卖盘
09:30:56,65.33,-1.42%,-0.17,84,555174,卖盘
09:30:59,65.54,-1.10%,+0.21,47,308038,买盘
09:31:02,65.67,-0.91%,+0.13,254,1670119,买盘
09:31:05,65.28,-1.49%,-0.39,210,1376168,卖盘
09:31:08,65.68,-0.89%,+0.4,21,143445,买盘
09:31:11,65.7,-0.86%,+0.02,62,408391,买盘
09:31:14,65.48,-1.19%,-0.22,2,13096,中性盘
09:31:17,65.6,-1.01%,+0.12,356,2335360,中性盘
09:31:20,65.69,-0.88%,+0.09,2,13138,中性盘
09:31:23,65.6,-1.01%,-0.09,18,121950,卖盘
09:31:26,65.61,-1.00%,+0.01,39,258175,卖盘
09:31:29,65.9,-0.56%,+0.29,49,326930,买盘
09:31:32,65.89,-0.57%,-0.01,68,450226,卖盘
09:31:35,65.91,-0.54%,+0.02,2,15027,买盘
09:31:38,65.89,-0.57%,-0.02,15,104633,卖盘
09:31:41,65.89,-0.57%,--,51,338477,卖盘
09:31:44,66.0,-0.41%,+0.11,14,98076,中性盘
09:31:47,66.0,-0.41%,--,55,365112,卖盘
09:31:50,66.0,-0.41%,--,17,118338,卖盘
09:31:53,66.11,-0.24%,+0.11,11,72721,中性盘
09:31:56,66.23,-0.06%,+0.12,54,358900,买盘
09:31:59,66.23,-0.06%,--,5,33115,中性盘
09:32:02,66.2,-0.11%,-0.03,56,374162,卖盘
09:32:05,65.89,-0.57%,-0.31,92,607638,卖盘
09:32:08,65.77,-0.75%,-0.12,43,282877,卖盘
09:32:11,65.62,-0.98%,-0.15,47,314189,卖盘
09:32:14,65.69,-0.88%,+0.07,2,13138,买盘
09:32:17,65.62,-0.98%,-0.07,46,301852,卖盘
09:32:20,65.6,-1.01%,-0.02,47,312846,卖盘
09:32:23,65.69,-0.88%,+0.09,68,447874,买盘
09:32:26,65.4,-1.31%,-0.29,111,730387,卖盘
09:32:29,65.51,-1.15%,+0.11,70,461190,买盘
09:32:32,65.52,-1.13%,+0.01,89,585356,买盘
09:32:35,65.69,-0.88%,+0.17,87,574131,买盘
09:32:38,65.51,-1.15%,-0.18,14,95317,中性盘
09:32:41,65.46,-1.22%,-0.05,28,184074,卖盘
09:32:44,65.48,-1.19%,+0.02,11,73141,中性盘
09:32:47,65.5,-1.16%,+0.02,17,117638,中性盘
09:32:50,65.46,-1.22%,-0.04,13,90335,卖盘
09:32:53,65.43,-1.27%,-0.03,22,144666,卖盘
09:32:56,65.41,-1.30%,-0.02,21,141089,卖盘
09:32:59,65.35,-1.39%,-0.06,41,271856,卖盘
09:33:02,65.35,-1.39%,--,5,32675,买盘
09:33:05,65.41,-1.30%,+0.06,36,241232,买盘
09:33:08,65.32,-1.43%,-0.09,46,305894,卖盘
09:33:11,65.35,-1.39%,+0.03,62,405889,卖盘
09:33:14,65.36,-1.37%,+0.01,10,65360,中性盘
09:33:17,65.4,-1.31%,+0.04,2,13080,中性盘
09:33:20,65.43,-1.27%,+0.03,16,106062,中性盘
09:33:23,65.41,-1.30%,-0.02,2,13278,卖盘
09:33:29,65.41,-1.30%,--,0,0,卖盘
09:33:32,65.5,-1.16%,+0.09,42,279358,买盘
09:33:35,65.57,-1.06%,+0.07,4,26228,中性盘
09:33:38,65.41,-1.30%,-0.16,112,734685,卖盘
09:33:41,65.41,-1.30%,--,5,32705,买盘
09:33:44,65.41,-1.30%,--,17,116626,买盘
09:33:47,65.38,-1.34%,-0.03,35,233080,卖盘
09:33:50,65.36,-1.37%,-0.02,26,172943,卖盘
09:33:53,65.33,-1.42%,-0.03,31,202523,卖盘
09:33:56,65.3,-1.46%,-0.03,56,367378,卖盘
09:33:59,65.31,-1.45%,+0.01,12,82748,买盘
09:34:02,65.31,-1.45%,--,20,130685,卖盘
09:34:05,65.29,-1.48%,-0.02,120,784459,卖盘
09:34:08,65.29,-1.48%,--,48,319268,卖盘
09:34:11,65.29,-1.48%,--,26,173410,卖盘
09:34:14,65.25,-1.54%,-0.04,13,84825,卖盘
09:34:14,65.25,-1.54%,--,13,84825,中性盘
09:34:14,65.25,-1.54%,--,13,84825,卖盘
09:34:17,65.25,-1.54%,--,66,432347,卖盘
09:34:20,65.16,-1.67%,-0.09,78,509421,卖盘
09:34:23,65.22,-1.58%,+0.06,8,52176,中性盘
09:34:26,65.24,-1.55%,+0.02,44,287056,买盘
09:34:29,65.23,-1.57%,-0.01,4,26092,卖盘
09:34:32,65.22,-1.58%,-0.01,7,45654,卖盘
09:34:35,65.23,-1.57%,+0.01,92,602856,买盘
09:34:38,65.24,-1.55%,+0.01,21,141767,买盘
09:34:41,65.06,-1.83%,-0.18,57,373054,卖盘
09:34:44,65.11,-1.75%,+0.05,120,783664,中性盘
09:34:47,65.23,-1.57%,+0.12,240,1570738,买盘
09:34:50,65.38,-1.34%,+0.15,131,858243,买盘
09:34:53,65.46,-1.22%,+0.08,21,143292,买盘
09:34:56,65.23,-1.57%,-0.23,7,47944,卖盘
09:35:05,65.23,-1.57%,--,0,0,卖盘
09:35:08,65.32,-1.43%,+0.09,12,84589,卖盘
09:35:11,65.2,-1.61%,-0.12,48,312960,卖盘
09:35:14,65.15,-1.69%,-0.05,16,105152,卖盘
09:35:17,65.11,-1.75%,-0.04,32,208482,卖盘
09:35:20,65.15,-1.69%,+0.04,6,39090,中性盘
09:35:23,65.11,-1.75%,-0.04,19,124490,卖盘
09:35:26,65.12,-1.74%,+0.01,27,175824,买盘
09:35:29,65.1,-1.77%,-0.02,25,168088,卖盘
09:35:32,65.13,-1.72%,+0.03,103,671555,买盘
09:35:35,65.1,-1.77%,-0.03,20,132869,卖盘
09:35:38,65.03,-1.87%,-0.07,11,74654,卖盘
09:35:41,65.03,-1.87%,--,11,72573,卖盘
09:35:44,65.03,-1.87%,--,37,244513,卖盘
09:35:47,65.03,-1.87%,--,57,374963,卖盘
09:35:50,65.03,-1.87%,--,104,678198,卖盘
09:35:53,65.04,-1.86%,+0.01,41,267314,中性盘
09:35:56,65.11,-1.75%,+0.07,46,300873,买盘
09:35:59,65.04,-1.86%,-0.07,23,153885,中性盘
09:36:02,65.03,-1.87%,-0.01,115,749601,卖盘
09:36:05,65.13,-1.72%,+0.1,8,53081,买盘
09:36:08,65.04,-1.86%,-0.09,34,226209,卖盘
09:36:11,65.03,-1.87%,-0.01,60,396098,卖盘
09:36:14,65.32,-1.43%,+0.29,9,64144,买盘
09:36:17,65.2,-1.61%,-0.12,86,560720,中性盘
09:36:20,65.35,-1.39%,+0.15,2,13070,买盘
09:36:23,65.34,-1.40%,-0.01,4,26136,买盘
09:36:26,65.35,-1.39%,+0.01,21,137758,买盘
09:36:29,65.2,-1.61%,-0.15,32,211444,卖盘
09:36:32,65.31,-1.45%,+0.11,103,677265,中性盘
09:36:35,65.34,-1.40%,+0.03,7,48090,买盘
09:36:38,65.18,-1.64%,-0.16,15,98096,卖盘
09:36:41,65.36,-1.37%,+0.18,2,13072,买盘
09:36:44,65.36,-1.37%,--,4,26144,买盘
09:36:47,65.36,-1.37%,--,34,226734,买盘
09:36:50,65.39,-1.33%,+0.03,8,52312,买盘
09:36:53,65.36,-1.37%,-0.03,26,172877,卖盘
09:36:56,65.42,-1.28%,+0.06,8,56000,买盘
09:36:59,65.42,-1.28%,--,12,79420,卖盘
09:37:02,65.58,-1.04%,+0.16,272,1786858,买盘
09:37:05,65.51,-1.15%,-0.07,87,574981,中性盘
09:37:08,65.51,-1.15%,--,0,0,卖盘
09:37:11,65.7,-0.86%,+0.19,10,65700,中性盘
09:37:14,65.7,-0.86%,--,28,183960,卖盘
09:37:17,65.7,-0.86%,--,8,55582,买盘
09:37:20,65.7,-0.86%,--,14,92243,买盘
09:37:23,65.74,-0.80%,+0.04,10,69619,买盘
09:37:26,65.74,-0.80%,--,12,85002,买盘
09:37:29,65.7,-0.86%,-0.04,19,124830,中性盘
09:37:32,65.75,-0.78%,+0.05,11,72983,买盘
09:37:35,65.74,-0.80%,-0.01,4,32213,卖盘
09:37:38,65.74,-0.80%,--,10,70999,买盘
09:37:41,65.7,-0.86%,-0.04,20,137050,卖盘
09:37:44,65.77,-0.75%,+0.07,10,67743,买盘
09:37:47,65.74,-0.80%,-0.03,10,68041,卖盘
09:37:50,65.62,-0.98%,-0.12,82,541037,卖盘
09:37:53,65.73,-0.81%,+0.11,33,217829,买盘
09:37:56,65.6,-1.01%,-0.13,17,111979,卖盘
09:37:59,65.72,-0.83%,+0.12,8,52970,买盘
09:38:02,65.73,-0.81%,+0.01,51,335617,买盘
09:38:05,65.6,-1.01%,-0.13,25,167018,中性盘
09:38:08,65.5,-1.16%,-0.1,22,144100,卖盘
09:38:11,65.59,-1.03%,+0.09,13,87891,买盘
09:38:14,65.42,-1.28%,-0.17,33,219680,卖盘
09:38:17,65.44,-1.25%,+0.02,40,264836,买盘
09:38:20,65.5,-1.16%,+0.06,52,343155,买盘
09:38:23,65.42,-1.28%,-0.08,40,261680,卖盘
09:38:26,65.36,-1.37%,-0.06,67,443468,卖盘
09:38:29,65.0,-1.92%,-0.36,318,2069860,卖盘
09:38:32,65.11,-1.75%,+0.11,25,165900,卖盘
09:38:35,65.11,-1.75%,--,3,24677,卖盘
09:38:38,65.32,-1.43%,+0.21,19,130313,买盘
09:38:41,65.11,-1.75%,-0.21,7,45577,中性盘
09:38:44,65.32,-1.43%,+0.21,9,61270,买盘
09:38:47,65.11,-1.75%,-0.21,61,399255,卖盘
09:38:50,65.32,-1.43%,+0.21,2,13064,买盘
09:38:50,65.32,-1.43%,--,2,13064,中性盘
09:38:53,65.32,-1.43%,--,6,39192,买盘
09:38:56,65.07,-1.81%,-0.25,16,108732,卖盘
09:38:59,65.07,-1.81%,--,31,204710,卖盘
09:39:02,65.11,-1.75%,+0.04,11,75658,买盘
09:39:08,65.11,-1.75%,--,23,151837,卖盘
09:39:11,65.14,-1.71%,+0.03,18,121682,中性盘
09:39:14,65.18,-1.64%,+0.04,10,65180,买盘
09:39:17,65.07,-1.81%,-0.11,15,99427,卖盘
09:39:20,65.07,-1.81%,--,19,123633,买盘
09:39:23,65.01,-1.90%,-0.06,33,219929,卖盘
09:39:26,65.03,-1.87%,+0.02,4,26012,买盘
09:39:29,65.0,-1.92%,-0.03,43,280995,卖盘
09:39:32,65.0,-1.92%,--,101,660335,买盘
09:39:35,64.9,-2.07%,-0.1,51,335209,卖盘
09:39:38,64.9,-2.07%,--,17,111823,卖盘
09:39:41,64.89,-2.08%,-0.01,46,300635,卖盘
09:39:44,64.9,-2.07%,+0.01,6,38940,买盘
09:39:47,64.5,-2.67%,-0.4,369,2385662,卖盘
09:39:50,64.88,-2.10%,+0.38,29,192045,买盘
09:39:53,64.64,-2.46%,-0.24,21,141303,中性盘
09:39:56,64.64,-2.46%,--,17,111698,卖盘
09:39:59,64.64,-2.46%,--,12,82157,卖盘
09:40:02,64.71,-2.35%,+0.07,64,418027,中性盘
09:40:05,64.64,-2.46%,-0.07,88,570189,卖盘
09:40:08,64.65,-2.44%,+0.01,12,77580,中性盘
09:40:11,64.71,-2.35%,+0.06,4,31061,卖盘
09:40:14,64.72,-2.34%,+0.01,58,378806,卖盘
09:40:17,64.68,-2.40%,-0.04,70,452760,卖盘
09:40:20,64.72,-2.34%,+0.04,76,491872,买盘
09:40:23,64.8,-2.22%,+0.08,17,110160,买盘
09:40:26,64.73,-2.32%,-0.07,197,1277511,中性盘
09:40:29,64.72,-2.34%,-0.01,77,498473,卖盘
09:40:32,64.94,-2.01%,+0.22,32,208133,买盘
09:40:35,64.98,-1.95%,+0.04,8,57052,买盘
