股票简称,日期,1日净买入率总和,买入率总和增速
弘业期货,2023-07-28,0.0762,4.772727272727273
弘业期货,2023-07-13,0.0132,4.772727272727273
威士顿,2023-07-28,0.0437,3.161904761904762
威士顿,2023-07-13,0.0105,3.161904761904762
华新环保,2023-07-17,0.0425,2.458715596330275
华新环保,2023-07-19,0.0109,2.458715596330275
华新环保,2023-07-26,0.0377,2.458715596330275
华新环保,2023-07-12,0.0109,2.458715596330275
真兰仪表,2023-07-26,0.0351,2.407766990291262
真兰仪表,2023-07-13,0.0103,2.407766990291262
熊猫乳品,2023-07-20,0.011899999999999999,2.201680672268908
熊猫乳品,2023-07-21,0.0381,2.201680672268908
荣信文化,2023-07-24,0.0471,2.0584415584415585
荣信文化,2023-07-19,0.0159,2.0584415584415585
荣信文化,2023-07-13,0.0154,2.0584415584415585
光大同创,2023-07-14,0.0408,1.9781021897810218
光大同创,2023-07-13,0.0137,1.9781021897810218
万胜智能,2023-07-17,0.0805,1.9272727272727272
万胜智能,2023-07-12,0.0275,1.9272727272727272
宏景科技,2023-07-24,0.0567,1.7524271844660193
宏景科技,2023-07-14,0.0206,1.7524271844660193
满坤科技,2023-07-12,0.0113,1.752212389380531
满坤科技,2023-07-19,0.0311,1.752212389380531
满坤科技,2023-07-13,0.0182,1.752212389380531
御银股份,2023-07-14,0.0102,1.6666666666666665
御银股份,2023-07-28,0.027200000000000002,1.6666666666666665
超越科技,2023-07-26,0.041299999999999996,1.5337423312883436
超越科技,2023-07-19,0.0113,1.5337423312883436
超越科技,2023-07-17,0.0163,1.5337423312883436
金科股份,2023-07-21,0.0401,1.511450381679389
金科股份,2023-07-19,0.0202,1.511450381679389
金科股份,2023-07-12,0.0131,1.511450381679389
金科股份,2023-07-24,0.0191,1.511450381679389
金科股份,2023-07-28,0.0329,1.511450381679389
同星科技,2023-07-24,0.029500000000000002,1.3412698412698414
同星科技,2023-07-13,0.0126,1.3412698412698414
同星科技,2023-07-19,0.051500000000000004,1.3412698412698414
天承科技,2023-07-13,0.0557,1.2921810699588474
天承科技,2023-07-12,0.024300000000000002,1.2921810699588474
泽宇智能,2023-07-17,0.0245,1.2897196261682242
泽宇智能,2023-07-12,0.010700000000000001,1.2897196261682242
逸豪新材,2023-07-14,0.0229,1.2673267326732676
逸豪新材,2023-07-13,0.0101,1.2673267326732676
未来电器,2023-07-13,0.0111,1.2612612612612608
未来电器,2023-07-19,0.025099999999999997,1.2612612612612608
圣泉集团,2023-07-14,0.026699999999999998,1.2066115702479339
圣泉集团,2023-07-13,0.0121,1.2066115702479339
国泰环保,2023-07-12,0.0216,1.199074074074074
国泰环保,2023-07-21,0.0913,1.199074074074074
国泰环保,2023-07-26,0.0475,1.199074074074074
嘉曼服饰,2023-07-20,0.0106,1.1203703703703702
新天地,2023-07-13,0.0108,1.1203703703703702
新天地,2023-07-21,0.0229,1.1203703703703702
嘉曼服饰,2023-07-13,0.0108,1.1203703703703702
嘉曼服饰,2023-07-26,0.0229,1.1203703703703702
嘉曼服饰,2023-07-21,0.0254,1.1203703703703702
一博科技,2023-07-19,0.0385,1.0804020100502512
一博科技,2023-07-24,0.0414,1.0804020100502512
一博科技,2023-07-13,0.0199,1.0804020100502512
豪江智能,2023-07-21,0.0125,0.992
豪江智能,2023-07-28,0.024900000000000002,0.992
德尔玛,2023-07-12,0.026600000000000002,0.9774436090225562
德尔玛,2023-07-28,0.0526,0.9774436090225562
德尔玛,2023-07-19,0.014199999999999999,0.9774436090225562
德尔玛,2023-07-14,0.0401,0.9774436090225562
德尔玛,2023-07-13,0.0106,0.9774436090225562
深水规院,2023-07-28,0.021400000000000002,0.927927927927928
深水规院,2023-07-21,0.0361,0.927927927927928
深水规院,2023-07-17,0.0111,0.927927927927928
朗威股份,2023-07-19,0.010700000000000001,0.9252336448598129
朗威股份,2023-07-24,0.0206,0.9252336448598129
首创证券,2023-07-19,0.0174,0.8850574712643677
