股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
智信精密,13.28%,-0.08%,167.2521142857306
金科股份,8.12%,20.0%,0.4059999999999999
蕾奥规划,6.76%,19.72%,0.3427557788944723
荣盛发展,6.37%,31.25%,0.20383999999999997
特发服务,5.53%,7.64%,0.7235340782122909
经纬股份,5.47%,-8.08%,0.6766592592592585
楚环科技,5.38%,-9.31%,0.5777141818181819
中荣股份,4.85%,0.1%,48.91225000000105
中南建设,4.59%,17.65%,0.26009999999999994
四川黄金,4.2%,8.4%,0.49973684210526254
溯联股份,4.2%,3.47%,1.2090000000000005
天力锂能,4.18%,16.62%,0.2515740740740742
福莱新材,4.16%,-0.25%,16.317600000000347
宏景科技,3.98%,9.36%,0.42539480519480555
熊猫乳品,3.93%,28.72%,0.13683328267477207
保力新,3.91%,16.79%,0.23282272727272732
梦网科技,3.85%,3.88%,0.993169491525424
美邦服饰,3.76%,17.2%,0.21863703703703702
中大力德,3.59%,-9.42%,0.3810365994236313
通力科技,3.49%,-11.72%,0.29788273155416023
凯格精机,3.49%,17.38%,0.20083497884344131
仁和药业,3.42%,8.83%,0.38739272727272744
绿通科技,3.09%,-1.51%,2.0507300000000033
*ST日海,3.02%,0.67%,4.4998000000000165
黑芝麻,2.94%,20.68%,0.14213525179856118
铂力特,2.76%,-0.37%,7.399736170212784
*ST中期,2.69%,-6.44%,0.4178466666666671
品渥食品,2.69%,12.11%,0.22219205776173284
德迈仕,2.66%,-14.26%,0.18658974358974378
建研设计,2.62%,3.32%,0.7886199999999982
宝立食品,2.48%,-3.84%,0.6457919999999999
华新环保,2.38%,-4.1%,0.5810000000000002
有研粉材,2.37%,-1.84%,1.2858851351351315
一博科技,2.34%,9.48%,0.24678000000000014
朗坤环境,2.33%,-4.6%,0.5066607843137255
神通科技,2.24%,6.21%,0.3607402985074618
线上线下,2.21%,2.41%,0.9181779069767373
赢合科技,2.2%,6.02%,0.36548387096774176
箭牌家居,2.13%,-0.49%,4.345199999999899
嘉益股份,2.12%,7.22%,0.2936321839080461
天保基建,2.09%,5.94%,0.3516652173913051
南国置业,2.08%,8.92%,0.23317894736842112
中国武夷,2.01%,9.84%,0.2043499999999998
森麒麟,1.99%,11.15%,0.17853142857142862
森泰股份,1.95%,-1.39%,1.3986818181818104
中百集团,1.95%,6.18%,0.3153620689655172
步科股份,1.95%,-3.38%,0.576569868995635
洪涛股份,1.93%,9.72%,0.1985142857142855
深水规院,1.93%,7.85%,0.2457533333333333
宁波建工,1.91%,4.01%,0.4764947368421064
杰美特,1.9%,31.35%,0.06060344827586209
昊志机电,1.89%,-12.45%,0.15185454545454555
爱玛科技,1.86%,6.54%,0.28430144927536233
鼎捷软件,1.84%,-9.39%,0.19600000000000006
欧亚集团,1.82%,3.27%,0.5566536585365851
会畅通讯,1.8%,-1.28%,1.4095384615384725
平潭发展,1.75%,6.58%,0.2657812500000006
顺控发展,1.73%,5.37%,0.32189042553191444
优彩资源,1.7%,1.42%,1.19463636363637
普利制药,1.7%,5.78%,0.29400892857142924
陕西金叶,1.68%,14.31%,0.11737297297297294
新易盛,1.66%,-13.82%,0.12009834619625127
中交地产,1.63%,4.62%,0.35298852459016433
拓山重工,1.63%,0.29%,5.542000000000009
蒙娜丽莎,1.62%,4.16%,0.3892764705882354
中科飞测,1.6%,2.52%,0.6356610169491488
洪通燃气,1.58%,1.15%,1.370650000000009
迎丰股份,1.56%,3.17%,0.4926315789473674
栖霞建设,1.55%,9.32%,0.16622413793103447
广博股份,1.53%,3.55%,0.43048636363636417
昆药集团,1.49%,-0.85%,1.7470249999999987
中银绒业,1.47%,4.58%,0.3212999999999997
精智达,1.45%,-4.44%,0.3262312661498716
华夏幸福,1.43%,6.85%,0.2087800000000001
华联股份,1.42%,7.74%,0.18350769230769215
皇氏集团,1.42%,5.67%,0.250227027027027
晶方科技,1.41%,-0.84%,1.677195000000006
普邦股份,1.41%,4.32%,0.32606250000000064
洪兴股份,1.41%,-0.47%,2.985674999999931
东宝生物,1.4%,6.5%,0.21546341463414628
建业股份,1.4%,11.05%,0.12669014084507044
振东制药,1.39%,0.34%,4.114399999999905
天亿马,1.37%,-2.87%,0.47721666666666623
新华都,1.37%,4.04%,0.33907500000000096
登康口腔,1.35%,9.69%,0.1393392857142858
嘉曼服饰,1.34%,1.46%,0.9150789473684233
宁波中百,1.33%,4.8%,0.2773191489361709
福星股份,1.31%,8.08%,0.16206571428571445
金盘科技,1.31%,9.47%,0.13829674267100975
药易购,1.31%,6.25%,0.20959999999999965
双乐股份,1.28%,-0.73%,1.7618285714285642
华工科技,1.27%,-7.38%,0.17217802547770697
广百股份,1.27%,4.61%,0.2753032258064511
荣信文化,1.25%,7.92%,0.15784774436090251
南山控股,1.23%,5.76%,0.21363157894736798
博汇科技,1.23%,-13.33%,0.09230061728395063
国泰集团,1.22%,-4.79%,0.25460869565217437
正弦电气,1.2%,-5.39%,0.2224551724137932
德明利,1.2%,-6.77%,0.1772049036777585
苏州高新,1.19%,1.93%,0.6152300000000022
全志科技,1.19%,2.09%,0.5706241935483862
中金岭南,1.19%,6.9%,0.17254999999999981
海陆重工,1.18%,7.49%,0.15751627906976753
津滨发展,1.17%,10.96%,0.1067624999999999
徐家汇,1.16%,12.42%,0.0934214285714285
金埔园林,1.16%,11.16%,0.10397664233576635
中迪投资,1.16%,3.39%,0.3418588235294119
龙利得,1.15%,2.5%,0.4600000000000022
悦心健康,1.14%,6.44%,0.17710714285714269
源飞宠物,1.14%,2.93%,0.3886133333333339
光明地产,1.13%,9.91%,0.11407619047619051
星徽股份,1.11%,9.7%,0.1144153846153847
四方股份,1.09%,-1.63%,0.6686730769230774
青岛食品,1.09%,3.03%,0.3598946428571414
华远地产,1.08%,10.32%,0.10462500000000007
世联行,1.06%,6.64%,0.15962352941176478
华厦眼科,1.06%,2.64%,0.40179999999999916
阳光乳业,1.06%,6.36%,0.16664186046511603
重庆银行,1.05%,-1.46%,0.7209999999999941
岭南股份,1.05%,3.12%,0.3360000000000012
华光新材,1.05%,-1.56%,0.6743709677419382
北巴传媒,1.05%,2.34%,0.4494000000000016
智莱科技,1.04%,-3.33%,0.31226666666666625
我爱我家,1.04%,5.49%,0.18942857142857125
志邦家居,1.03%,10.18%,0.10121730769230779
王力安防,1.01%,-0.58%,1.7371999999999856
天元股份,1.01%,1.92%,0.5251999999999979
东亚药业,1.0%,4.62%,0.21633333333333352
