股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
智信精密,13.28%,-0.08%,167.2521142857306
中荣股份,4.85%,0.1%,48.91225000000105
福莱新材,4.16%,-0.25%,16.317600000000347
铂力特,2.76%,-0.37%,7.399736170212784
拓山重工,1.63%,0.29%,5.542000000000009
*ST日海,3.02%,0.67%,4.4998000000000165
箭牌家居,2.13%,-0.49%,4.345199999999899
振东制药,1.39%,0.34%,4.114399999999905
洪兴股份,1.41%,-0.47%,2.985674999999931
绿通科技,3.09%,-1.51%,2.0507300000000033
双乐股份,1.28%,-0.73%,1.7618285714285642
昆药集团,1.49%,-0.85%,1.7470249999999987
王力安防,1.01%,-0.58%,1.7371999999999856
晶方科技,1.41%,-0.84%,1.677195000000006
会畅通讯,1.8%,-1.28%,1.4095384615384725
森泰股份,1.95%,-1.39%,1.3986818181818104
洪通燃气,1.58%,1.15%,1.370650000000009
有研粉材,2.37%,-1.84%,1.2858851351351315
溯联股份,4.2%,3.47%,1.2090000000000005
优彩资源,1.7%,1.42%,1.19463636363637
梦网科技,3.85%,3.88%,0.993169491525424
线上线下,2.21%,2.41%,0.9181779069767373
嘉曼服饰,1.34%,1.46%,0.9150789473684233
建研设计,2.62%,3.32%,0.7886199999999982
特发服务,5.53%,7.64%,0.7235340782122909
重庆银行,1.05%,-1.46%,0.7209999999999941
经纬股份,5.47%,-8.08%,0.6766592592592585
华光新材,1.05%,-1.56%,0.6743709677419382
四方股份,1.09%,-1.63%,0.6686730769230774
宝立食品,2.48%,-3.84%,0.6457919999999999
中科飞测,1.6%,2.52%,0.6356610169491488
苏州高新,1.19%,1.93%,0.6152300000000022
华新环保,2.38%,-4.1%,0.5810000000000002
楚环科技,5.38%,-9.31%,0.5777141818181819
步科股份,1.95%,-3.38%,0.576569868995635
全志科技,1.19%,2.09%,0.5706241935483862
欧亚集团,1.82%,3.27%,0.5566536585365851
天元股份,1.01%,1.92%,0.5251999999999979
朗坤环境,2.33%,-4.6%,0.5066607843137255
四川黄金,4.2%,8.4%,0.49973684210526254
迎丰股份,1.56%,3.17%,0.4926315789473674
天亿马,1.37%,-2.87%,0.47721666666666623
宁波建工,1.91%,4.01%,0.4764947368421064
龙利得,1.15%,2.5%,0.4600000000000022
北巴传媒,1.05%,2.34%,0.4494000000000016
广博股份,1.53%,3.55%,0.43048636363636417
宏景科技,3.98%,9.36%,0.42539480519480555
*ST中期,2.69%,-6.44%,0.4178466666666671
金科股份,8.12%,20.0%,0.4059999999999999
华厦眼科,1.06%,2.64%,0.40179999999999916
蒙娜丽莎,1.62%,4.16%,0.3892764705882354
源飞宠物,1.14%,2.93%,0.3886133333333339
仁和药业,3.42%,8.83%,0.38739272727272744
中大力德,3.59%,-9.42%,0.3810365994236313
赢合科技,2.2%,6.02%,0.36548387096774176
神通科技,2.24%,6.21%,0.3607402985074618
