股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
智信精密,13.28%,-0.08%,167.2521142857306
经纬股份,10.2%,2.06%,4.948645161290324
赢合科技,7.5%,56.18%,0.13350305498981668
蕾奥规划,7.35%,22.52%,0.3264459459459458
江波龙,7.02%,-1.5%,4.675320000000001
楚环科技,6.5%,-7.18%,0.9059178743961349
凯格精机,6.42%,29.78%,0.21555777979981797
创益通,6.37%,1.63%,3.9022148148148212
湖南裕能,5.67%,-0.82%,6.926850000000011
中荣股份,5.34%,7.22%,0.7393544117647041
福莱新材,5.26%,1.29%,4.0633499999999785
宏景科技,5.21%,12.64%,0.4121574257425744
朗坤环境,5.19%,2.82%,1.841555172413787
圣泉集团,5.18%,2.52%,2.0584131147540883
耐科装备,4.96%,15.79%,0.31410725552050456
梦网科技,4.57%,23.32%,0.1959444816053512
有研粉材,4.48%,10.3%,0.4349739130434782
涛涛车业,4.41%,4.99%,0.8839881147540963
铂力特,4.31%,14.96%,0.28803671970624223
荣盛发展,4.25%,35.09%,0.12112499999999994
溯联股份,4.24%,10.26%,0.41307728337236566
飞荣达,4.02%,5.5%,0.7311670588235314
永悦科技,3.89%,16.69%,0.23308879999999998
熊猫乳品,3.73%,32.3%,0.11547458333333334
森泰股份,3.71%,5.52%,0.6726655737704925
科信技术,3.71%,1.73%,2.147303030303042
金力泰,3.66%,38.49%,0.0950804347826087
优彩资源,3.66%,7.25%,0.5048037735849054
拓山重工,3.39%,1.05%,3.217321874999996
*ST爱迪,3.38%,-11.07%,0.30519411764705895
晶合集成,3.22%,2.48%,1.2963719999999999
共创草坪,3.14%,-0.12%,25.64333333333236
超捷股份,3.04%,-8.33%,0.3648
步科股份,3.02%,-9.89%,0.30536490250696413
仁和药业,2.96%,8.65%,0.3420444444444445
王力安防,2.96%,1.38%,2.139657142857134
北京君正,2.93%,0.74%,3.9719257575757783
建研设计,2.92%,4.83%,0.6043720930232562
保力新,2.83%,12.5%,0.22640000000000013
震有科技,2.82%,-18.31%,0.1540263959390862
招商南油,2.79%,3.31%,0.8425799999999992
方正科技,2.76%,8.85%,0.3118800000000002
天力锂能,2.76%,11.06%,0.24949668874172215
华曙高科,2.75%,7.68%,0.358137065637065
药易购,2.74%,13.12%,0.20889174757281548
一博科技,2.7%,8.9%,0.30338315217391304
岱勒新材,2.66%,-3.86%,0.6882749999999995
安德利,2.51%,-10.3%,0.24366484018264825
山大地纬,2.47%,2.12%,1.1650166666666708
品渥食品,2.44%,9.66%,0.2525292035398233
中大力德,2.43%,-12.14%,0.2001455531453362
蒙娜丽莎,2.39%,14.61%,0.1635552995391705
翔宇医疗,2.39%,13.91%,0.17179335494327388
美邦服饰,2.38%,15.72%,0.15136800000000003
百花医药,2.34%,5.84%,0.4007249999999996
德邦科技,2.28%,7.05%,0.3233556650246303
双乐股份,2.26%,0.9%,2.5205647058823804
野马电池,2.25%,1.11%,2.024134615384631
三利谱,2.24%,-0.92%,2.435299999999998
华新环保,2.19%,0.76%,2.8835000000000046
迎丰股份,2.19%,3.51%,0.6236285714285716
骏成科技,2.16%,-4.47%,0.48283113772455033
科瑞思,2.09%,8.3%,0.2517365566037735
芯朋微,2.08%,3.28%,0.633667605633804
金种子酒,2.06%,6.48%,0.3180993865030677
望变电气,2.02%,8.99%,0.22466627906976708
