股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
精智达,4.5%,0.0%,inf
经纬股份,5.39%,0.08%,63.46725000000135
福莱新材,2.77%,0.06%,43.21200000000091
拓山重工,4.48%,0.2%,22.81813333333247
通力科技,1.29%,0.07%,17.75362499999722
明阳电气,3.47%,-0.22%,16.115671428571357
溯联股份,6.26%,0.53%,11.737499999999903
万胜智能,2.68%,-0.23%,11.535485714285668
步科股份,3.24%,-0.45%,7.180649999999833
达华智能,1.63%,-0.24%,6.894899999999534
炬华科技,1.36%,-0.22%,6.2492000000001315
江苏华辰,1.69%,0.28%,6.009157142857118
江波龙,12.79%,3.54%,3.6108970976253234
帝尔激光,1.18%,0.45%,2.6167517241380027
耐科装备,6.98%,3.33%,2.0930305555555586
华大智造,1.28%,0.68%,1.8725161290322876
龙源电力,1.24%,-0.68%,1.8139428571428498
朗坤环境,7.55%,4.21%,1.7948409090909114
宝立食品,2.16%,-1.24%,1.7452799999999997
科信技术,4.51%,2.59%,1.741881132075468
日久光电,1.93%,-1.16%,1.658045454545463
鸿铭股份,1.19%,0.74%,1.5975750000000344
华新环保,5.61%,3.57%,1.5734093023255826
*ST美谷,1.79%,1.22%,1.4722749999999984
高凌信息,1.51%,1.09%,1.387312500000005
德尔玛,8.21%,6.25%,1.31268777777778
王力安防,2.73%,2.12%,1.2855818181818146
腾景科技,1.48%,1.19%,1.2401795918367478
华业香料,1.12%,0.98%,1.145321739130433
协创数据,1.81%,1.65%,1.0972047619047667
联翔股份,1.07%,1.07%,1.0040166666666683
天承科技,5.67%,5.69%,0.99684
北京君正,2.03%,-2.11%,0.9601900000000001
森鹰窗业,1.56%,1.72%,0.9092571428571392
楚环科技,11.65%,12.94%,0.9000512465373962
创益通,9.47%,11.69%,0.8101154545454549
建研设计,1.4%,1.78%,0.7861874999999994
超捷股份,1.84%,-2.4%,0.7672547945205475
森泰股份,5.16%,7.68%,0.6723087719298257
全志科技,1.57%,2.38%,0.660072857142858
双乐股份,1.76%,2.67%,0.6587921568627432
中创环保,1.06%,1.64%,0.6474833333333329
严牌股份,1.38%,2.14%,0.6454636363636346
西力科技,1.09%,1.71%,0.6391363636363669
海天股份,1.17%,1.86%,0.6276705882352943
世纪恒通,6.35%,10.25%,0.6193424657534249
建科股份,1.28%,2.07%,0.6190297872340441
中荣股份,3.92%,6.53%,0.6005311475409841
佳发教育,1.02%,-1.7%,0.5997599999999998
格林精密,1.46%,2.44%,0.5979047619047595
圣泉集团,4.81%,8.13%,0.5914336734693886
冠中生态,2.78%,4.86%,0.5723093333333319
鼎泰高科,2.47%,4.41%,0.559540594059405
德邦科技,5.96%,11.02%,0.5408699999999996
普莱得,5.92%,11.14%,0.531410328638498
万得凯,2.04%,3.87%,0.5270971428571424
云南城投,1.12%,2.18%,0.5129600000000019
新特电气,1.89%,3.89%,0.48582295081967264
国中水务,2.46%,5.17%,0.47618571428571377
*ST爱迪,4.41%,-9.72%,0.45380322580645144
飞荣达,1.8%,4.18%,0.43045714285714115
联合化学,1.45%,3.5%,0.4143333333333329
准油股份,1.22%,3.02%,0.40434285714285717
科瑞思,5.05%,12.66%,0.39896525679758277
迎丰股份,1.32%,3.38%,0.3907199999999997
佰维存储,5.29%,13.59%,0.3893224281742352
飞凯材料,1.66%,4.33%,0.3835473684210518
唯科科技,2.26%,5.97%,0.3787980487804883
深科技,1.25%,3.33%,0.37555147058823546
同星科技,6.17%,16.56%,0.3726618453865335
福莱蒽特,1.24%,3.39%,0.3659549999999997
小崧股份,2.47%,6.79%,0.36385000000000034
华骐环保,1.01%,2.78%,0.3635999999999997
捷邦科技,1.98%,5.54%,0.3573949748743728
南王科技,2.19%,6.26%,0.3495888888888883
优彩资源,1.56%,4.5%,0.3468705882352933
望变电气,3.65%,10.52%,0.3468399014778323
通达创智,3.39%,9.84%,0.34443544303797446
亿田智能,1.69%,4.97%,0.3398571428571428
芯朋微,1.98%,5.84%,0.3388056994818653
光大同创,3.77%,11.35%,0.3321980633802817
骏成科技,2.68%,8.1%,0.33074247491638775
大业股份,2.28%,7.01%,0.3251849999999997
华工科技,1.52%,4.68%,0.3250639593908632
康为世纪,1.25%,3.9%,0.3203512396694222
挖金客,1.74%,5.45%,0.3193982832618028
康力源,1.09%,3.45%,0.3161000000000011
霍普股份,1.55%,4.91%,0.31549212598425214
朝阳科技,1.47%,4.67%,0.3144794871794877
浙江正特,2.06%,6.71%,0.3071393548387095
英特科技,1.84%,6.0%,0.30692071005917204
中润资源,2.43%,8.06%,0.3016058823529413
招商南油,2.3%,7.69%,0.2990000000000001
*ST日海,3.45%,-11.98%,0.2879423076923077
三利谱,2.8%,9.81%,0.2855487804878054
智能自控,7.34%,26.44%,0.2775854545454545
梦网科技,1.63%,6.08%,0.26819186046511645
一博科技,4.98%,18.75%,0.2655325203252034
宏昌电子,2.05%,7.8%,0.26291249999999977
建霖家居,1.31%,5.04%,0.2598166666666671
有研粉材,2.29%,8.92%,0.25676625000000036
华曙高科,6.48%,25.41%,0.25497555296856794
源杰科技,2.39%,9.47%,0.25237645146307475
新易盛,2.02%,8.26%,0.24462612244898005
科创信息,1.31%,5.4%,0.24261917808219163
冠农股份,1.22%,5.11%,0.2385224489795917
永悦科技,2.47%,10.6%,0.2330885057471267
显盈科技,1.04%,4.51%,0.2303757575757571
逸豪新材,2.69%,11.75%,0.228919
先锋新材,1.04%,4.64%,0.2239466666666668
