股票简称,1日净买入率总和,1日最新价涨跌幅,1日净买入率/涨跌幅
建科院,1.45%,0.0%,inf
帝尔激光,1.22%,0.0%,inf
顺灏股份,1.44%,0.0%,inf
新中港,1.05%,0.0%,inf
英特科技,1.28%,0.0%,inf
杭华股份,1.32%,0.0%,inf
铂力特,1.27%,0.0%,inf
美丽生态,1.03%,0.0%,inf
同星科技,5.15%,0.0%,inf
众泰汽车,1.79%,0.0%,inf
新莱福,1.62%,0.0%,inf
康力源,1.58%,0.0%,inf
鸿博股份,1.12%,0.0%,inf
熵基科技,1.38%,0.0%,inf
若羽臣,1.18%,0.0%,inf
首创证券,1.74%,0.0%,inf
中交地产,1.07%,0.0%,inf
森泰股份,3.59%,0.0%,inf
恒实科技,1.99%,0.0%,inf
四川黄金,6.26%,0.0%,inf
望变电气,1.13%,0.0%,inf
未来电器,2.51%,0.0%,inf
蕾奥规划,6.45%,0.0%,inf
世纪鼎利,1.25%,0.0%,inf
晓程科技,2.11%,0.0%,inf
中马传动,1.48%,0.0%,inf
凯格精机,6.67%,0.0%,inf
华曙高科,2.46%,0.0%,inf
中毅达,1.63%,0.0%,inf
赢合科技,1.67%,0.0%,inf
朗威股份,1.07%,0.0%,inf
宝立食品,4.64%,0.0%,inf
粤宏远A,2.07%,0.0%,inf
普莱得,3.71%,0.0%,inf
视觉中国,1.66%,0.0%,inf
荣盛发展,2.11%,0.0%,inf
德尔玛,1.42%,0.0%,inf
曼卡龙,1.33%,0.0%,inf
华新环保,1.09%,0.0%,inf
满坤科技,3.11%,0.0%,inf
精智达,4.5%,0.0%,inf
甬矽电子,4.93%,0.0%,inf
辉丰股份,1.6%,0.0%,inf
浙江正特,1.73%,0.0%,inf
致尚科技,1.99%,0.0%,inf
中迪投资,1.69%,0.0%,inf
步科股份,2.08%,0.0%,inf
亿田智能,2.86%,0.0%,inf
青木股份,1.42%,0.0%,inf
慈文传媒,1.18%,0.0%,inf
中润资源,2.44%,0.0%,inf
荣信文化,1.59%,0.0%,inf
科德教育,1.07%,0.0%,inf
华海诚科,5.07%,0.0%,inf
博彦科技,1.3%,0.0%,inf
天娱数科,1.26%,0.0%,inf
开创电气,1.44%,0.0%,inf
国光连锁,2.88%,0.0%,inf
楚环科技,8.18%,0.0%,inf
金科股份,2.02%,0.0%,inf
汉得信息,1.82%,0.0%,inf
天力锂能,6.36%,0.0%,inf
唯科科技,1.13%,0.0%,inf
世纪恒通,1.22%,0.0%,inf
凯淳股份,1.35%,0.0%,inf
一博科技,3.85%,0.0%,inf
德邦科技,2.42%,0.0%,inf
溯联股份,3.86%,0.0%,inf
登康口腔,2.99%,0.0%,inf
超越科技,1.13%,0.0%,inf
智能自控,1.69%,0.0%,inf
科创信息,1.26%,0.0%,inf
凡拓数创,2.49%,0.0%,inf
华是科技,3.24%,0.0%,inf
