日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,华勤技术,71.5,0.32%,3.45%,0.747206,0.713771,0.033435,0.08%,1.46,0.01,0.89,2.23,59458000.0,4251000000.0,20.20
2023-09-04,华勤技术,71.95,2.43%,3.52%,0.927742,0.55947,0.368272,0.86%,1.49,0.0,0.82,2.85,59458000.0,4278000000.0,20.32
2023-08-31,华勤技术,70.7,-1.72%,3.48%,0.556083,0.914133,-0.35805,-0.85%,1.47,0.0,0.73,2.04,59458000.0,4204000000.0,19.97
2023-08-29,华勤技术,70.91,2.81%,5.12%,1.27,0.866717,0.403283,0.96%,2.14,0.01,1.07,5.73,59458000.0,4216000000.0,21.75
2023-08-28,华勤技术,68.97,0.76%,4.41%,0.906228,0.937196,-0.030968,-0.08%,1.84,0.02,0.9,4.73,59458000.0,4101000000.0,21.16
2023-08-25,华勤技术,68.45,-3.74%,5.41%,0.7625649999999999,1.48,-0.717435,-1.76%,2.24,-0.04,1.06,3.94,59458000.0,4070000000.000001,21.0
2023-08-24,华勤技术,71.1,0.03%,3.32%,0.650016,0.7611859999999999,-0.11117,-0.26%,1.41,0.01,0.54,1.8,59458000.0,4228000000.0,21.81
2023-08-23,华勤技术,71.08,-2.88%,4.48%,0.786259,1.13,-0.34374099999999996,-0.81%,1.91,-0.01,0.64,2.4,59458000.0,4226000000.0,21.8
2023-08-21,华勤技术,72.1,-0.03%,5.09%,1.02,1.16,-0.14,-0.33%,2.19,0.0,0.54,3.16,59458000.0,4287000000.0,22.12
2023-08-18,华勤技术,72.12,-1.68%,6.13%,1.12,1.54,-0.42,-0.98%,2.66,-0.01,0.55,2.35,59458000.0,4288000000.000001,22.12
2023-08-16,华勤技术,71.69,0.29%,8.57%,1.68,1.97,-0.29,-0.68%,3.65,0.0,0.5,3.18,59458000.0,4263000000.000001,21.99
2023-08-15,华勤技术,71.51,1.65%,10.46%,2.2,2.21,-0.009999999999999702,-0.02%,4.45,-0.01,0.53,2.22,59458000.0,4250000000.0,21.93
2023-08-14,华勤技术,70.35,-4.29%,12.89%,2.17,3.29,-1.12,-2.68%,5.46,0.0,0.57,3.51,59458000.0,4183000000.0,21.58
2023-08-11,华勤技术,73.5,-1.79%,14.45%,2.79,3.55,-0.76,-1.74%,6.34,-0.03,0.56,3.34,59458000.0,4370000000.0,22.55
2023-08-10,华勤技术,74.84,-2.03%,21.20%,4.74,4.87,-0.13,-0.29%,9.61,0.0,0.76,7.79,59458000.0,4450000000.0,22.96
2023-08-09,华勤技术,76.39,4.23%,26.31%,5.68,5.82,-0.14,-0.31%,11.5,0.0,0.9,13.54,59458000.0,4542000000.0,23.43
