日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,光格科技,47.94,1.18%,6.70%,0.244491,0.22735300000000003,0.017137999999999962,0.24%,0.47184399999999993,-0.02,0.39,2.79,14794900.0,709000000.0,79.67
2023-09-04,光格科技,48.26,-1.71%,11.51%,0.362966,0.454455,-0.091489,-1.28%,0.817421,-0.1,0.54,4.05,14794900.0,714000000.0,80.20
2023-08-31,光格科技,50.77,1.03%,24.52%,1.01,0.842126,0.167874,2.24%,1.85,0.0,1.25,6.73,14794900.0,751000000.0,84.37
2023-08-29,光格科技,47.93,11.86%,25.72%,1.09,0.655339,0.43466099999999996,6.13%,1.75,0.08,1.48,13.61,14794900.0,709000000.0,79.65
2023-08-28,光格科技,42.85,1.90%,13.51%,0.4245229999999999,0.458666,-0.03414300000000008,-0.54%,0.8831889999999999,0.47,0.6,7.47,14794900.0,634000000.0,71.21
2023-08-25,光格科技,42.05,-7.36%,14.47%,0.34986100000000003,0.5791310000000001,-0.2292700000000001,-3.69%,0.928992,-0.02,0.6,6.59,14794900.0,622000000.0,亏损
2023-08-24,光格科技,45.39,0.53%,16.86%,0.54497,0.562046,-0.017075999999999997,-0.25%,1.12,-0.02,0.75,4.96,14794900.0,672000000.0,亏损
2023-08-23,光格科技,45.15,-5.13%,18.19%,0.5341770000000001,0.70355,-0.1693729999999999,-2.54%,1.24,-0.29,0.89,4.5,14794900.0,668000000.0,亏损
2023-08-18,光格科技,55.26,20.00%,24.15%,0.158902,1.81,-1.651098,-20.18%,1.97,0.0,2.91,2.74,14794900.0,818000000.0,亏损
2023-08-16,光格科技,44.88,-3.36%,8.42%,0.217667,0.347167,-0.1295,-1.95%,0.5648340000000001,0.4,0.91,3.83,14794900.0,664000000.0,亏损
2023-08-15,光格科技,46.4,-2.23%,7.42%,0.177724,0.332278,-0.15455400000000002,-2.25%,0.511386,0.07,0.72,2.59,14794900.0,687000000.0,亏损
2023-08-14,光格科技,47.46,2.17%,9.22%,0.34339200000000003,0.297887,0.045505000000000004,0.65%,0.641279,-0.11,0.92,3.23,14794900.0,702000000.0,亏损
2023-08-11,光格科技,46.45,-0.13%,8.52%,0.286766,0.301779,-0.015013,-0.22%,0.588545,-0.07,0.86,2.95,14794900.0,687000000.0,亏损
2023-08-10,光格科技,46.51,-0.45%,9.28%,0.29899000000000003,0.34773000000000004,-0.04874,-0.71%,0.646721,0.02,0.99,2.55,14794900.0,688000000.0,亏损
2023-08-09,光格科技,46.72,-0.02%,11.43%,0.3814,0.407366,-0.025966000000000003,-0.38%,0.788767,0.02,1.23,2.63,14794900.0,691000000.0,亏损
2023-08-08,光格科技,46.73,3.27%,14.88%,0.6060760000000001,0.4171439999999999,0.18893200000000007,2.73%,1.02,-0.06,1.35,4.66,14794900.0,691000000.0,亏损
2023-08-07,光格科技,45.25,-0.15%,5.89%,0.162141,0.232539,-0.070398,-1.05%,0.394681,-0.2,0.47,1.92,14794900.0,669000000.0,亏损
2023-08-04,光格科技,45.31,1.25%,7.58%,0.247739,0.256921,-0.009182,-0.14%,0.5056560000000001,0.16,0.56,1.94,14794900.0,671000000.0,亏损
2023-08-03,光格科技,44.75,-0.80%,6.48%,0.176733,0.252268,-0.075535,-1.14%,0.429001,-0.09,0.39,1.71,14794900.0,662000000.0,亏损
2023-08-02,光格科技,45.11,1.42%,10.96%,0.335593,0.3913,-0.055707000000000007,-0.84%,0.726892,0.0,0.54,2.72,14794900.0,667000000.0,亏损
2023-08-02,光格科技,45.11,1.42%,10.71%,0.310683,0.37195100000000003,-0.061267999999999996,-0.92%,0.712316,0.0,0.54,2.72,14794900.0,667000000.0,亏损
2023-08-01,光格科技,44.48,-5.66%,23.75%,0.5808810000000001,1.0,-0.4191189999999999,-6.37%,1.59,0.0,0.97,5.68,14794900.0,658000000.0,亏损
2023-07-31,光格科技,47.15,0.60%,13.23%,0.4392720000000001,0.478285,-0.039013,-0.56%,0.917557,0.0,0.42,2.45,14794900.0,698000000.0,亏损
2023-07-28,光格科技,46.87,-2.11%,17.89%,0.514625,0.735,-0.220375,-3.18%,1.25,-0.23,0.51,3.65,14794900.0,693000000.0,亏损
2023-07-27,光格科技,47.88,0.78%,17.85%,0.563262,0.697883,-0.134621,-1.90%,1.26,-0.04,0.43,4.08,14794900.0,708000000.0,亏损
2023-07-26,光格科技,47.51,-3.73%,28.91%,0.855297,1.21,-0.35470300000000005,-5.05%,2.07,-0.19,0.61,6.16,14794900.0,703000000.0,亏损
