日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,民爆光电,46.55,-2.00%,13.90%,0.718588,0.851319,-0.132731,-1.19%,1.57,0.0,1.13,3.92,24020900.0,1118000000.0,20.67
2023-09-04,民爆光电,46.89,1.67%,10.55%,0.540453,0.6121880000000001,-0.07173500000000001,-0.63%,1.18,0.02,0.85,4.71,24020900.0,1132000000.0,20.93
2023-08-31,民爆光电,46.21,1.18%,10.88%,0.629153,0.573829,0.055324,0.50%,1.2,0.0,0.64,2.76,24020900.0,1110000000.0,20.52
2023-08-29,民爆光电,45.13,7.58%,19.63%,1.21,0.872776,0.33722399999999997,3.11%,2.08,0.0,1.05,8.58,24020900.0,1084000000.0,26.22
2023-08-28,民爆光电,41.95,1.75%,17.80%,0.891073,0.956632,-0.065559,-0.65%,1.85,-0.17,0.91,7.16,24020900.0,1008000000.0,24.38
2023-08-25,民爆光电,41.23,-6.19%,14.77%,0.711928,0.791135,-0.079207,-0.80%,1.5,-0.12,0.61,5.55,24020900.0,990000000.0,23.96
2023-08-24,民爆光电,43.95,-2.07%,16.15%,0.800103,0.906737,-0.106634,-1.01%,1.71,0.0,0.6,5.01,24020900.0,1056000000.0,25.54
2023-08-23,民爆光电,44.88,-4.90%,17.36%,0.8433540000000002,1.06,-0.21664599999999984,-2.01%,1.91,-0.05,0.6,4.24,24020900.0,1078000000.0,26.08
2023-08-21,民爆光电,49.8,-2.54%,22.27%,1.19,1.5,-0.31,-2.59%,2.69,0.06,0.67,4.89,24020900.0,1196000000.0,28.94
2023-08-18,民爆光电,51.15,3.84%,35.77%,2.4,1.96,0.44,3.59%,4.39,-0.06,1.03,7.69,24020900.0,1227000000.0,29.69
2023-08-16,民爆光电,50.38,-0.65%,27.72%,1.52,1.87,-0.35,-2.89%,3.4,-0.12,0.53,3.98,24020900.0,1210000000.0,29.27
2023-08-15,民爆光电,50.71,1.40%,31.21%,1.83,1.91,-0.08,-0.66%,3.79,0.1,0.55,4.3,24020900.0,1218000000.0,29.47
2023-08-10,民爆光电,59.3,2.42%,74.46%,6.01,5.24,0.77,5.41%,11.25,-0.02,1.29,25.35,24020900.0,1424000000.0,34.46
2023-08-09,民爆光电,57.9,5.31%,58.25%,3.8,3.93,-0.13,-0.93%,7.73,0.0,1.02,22.06,24020900.0,1391000000.0,33.65
2023-08-08,民爆光电,54.98,4.13%,50.73%,3.38,3.21,0.17,1.29%,6.59,-0.02,0.84,11.27,24020900.0,1321000000.0,31.95
2023-08-07,民爆光电,52.59,-5.12%,45.24%,2.41,3.02,-0.61,-4.81%,5.5,0.08,0.66,9.33,24020900.0,1268000000.0,30.68
2023-08-04,民爆光电,55.43,8.58%,72.96%,4.65,5.59,-0.9399999999999994,-7.06%,10.24,0.02,--,17.94,24020900.0,1331000000.0,32.21
