日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-08-03,灿勤科技,21.44,-2.23%,1.71%,0.135571,0.217366,-0.081795,-0.40%,0.352938,0.0,1.03,3.88,96000000.0,,210.43,2058000000.0
2023-08-02,灿勤科技,21.93,-1.13%,0.73%,0.064542,0.08925,-0.024708,-0.12%,0.153792,0.05,0.41,3.52,96000000.0,,215.24,2105000000.0
2023-08-01,灿勤科技,22.18,-2.16%,1.52%,0.14176300000000006,0.181105,-0.03934199999999998,-0.18%,0.322867,0.0,0.82,4.72,96000000.0,,217.69,2129000000.0
2023-07-31,灿勤科技,22.67,5.69%,2.17%,0.23322600000000004,0.22896999999999998,0.0042560000000000375,0.02%,0.46219499999999997,0.31,1.33,7.55,96000000.0,,222.5,2176000000.0
2023-07-28,灿勤科技,21.45,-0.88%,1.76%,0.16056199999999998,0.200526,-0.03996400000000002,-0.19%,0.361088,-0.23,1.23,6.33,96000000.0,,210.53,2059000000.0
2023-07-27,灿勤科技,21.64,-2.13%,2.11%,0.21609499999999998,0.22188200000000002,-0.005787,-0.03%,0.437978,-0.19,1.76,3.89,96000000.0,,212.39,2077000000.0
2023-07-26,灿勤科技,22.11,-2.04%,1.33%,0.137201,0.146396,-0.009195,-0.04%,0.283597,0.23,1.24,4.17,96000000.0,,217.0,2123000000.0
2023-07-24,灿勤科技,22.31,-0.49%,1.00%,0.087961,0.127648,-0.039687,-0.19%,0.21560900000000002,0.41,1.18,3.79,96000000.0,,218.97,2142000000.0
2023-07-21,灿勤科技,22.42,-0.36%,0.78%,0.080863,0.08724,-0.006377000000000001,-0.03%,0.168103,-0.05,0.81,2.76,96000000.0,,220.04,2152000000.0
2023-07-20,灿勤科技,22.65,-2.62%,0.67%,0.058841,0.08832899999999999,-0.029488,-0.14%,0.147374,0.0,0.82,6.02,96000000.0,,220.83,2160000000.0
2023-07-19,灿勤科技,23.25,-0.94%,0.57%,0.05210599999999999,0.075259,-0.02315300000000001,-0.10%,0.127418,-0.17,0.52,2.43,96000000.0,,228.29,2233000000.0
2023-07-17,灿勤科技,23.65,-2.75%,1.11%,0.088267,0.164199,-0.075932,-0.33%,0.25246599999999997,0.0,0.67,4.32,96000000.0,,232.12,2270000000.0
2023-07-14,灿勤科技,24.32,0.41%,1.37%,0.153815,0.163878,-0.010063,-0.04%,0.31769200000000003,0.0,0.84,3.84,96000000.0,,238.69,2335000000.0
2023-07-13,灿勤科技,24.22,4.89%,1.77%,0.22926300000000002,0.17902,0.050243,0.22%,0.408283,0.42,1.17,5.41,96000000.0,,237.71,2325000000.0
2023-07-12,灿勤科技,23.09,-3.15%,1.69%,0.151196,0.228145,-0.076949,-0.35%,0.37934,-0.3,0.95,3.86,96000000.0,,226.62,2217000000.0
2023-07-11,灿勤科技,23.84,0.34%,1.84%,0.201888,0.217994,-0.016106,-0.07%,0.4198810000000001,-0.04,0.94,4.17,96000000.0,,233.98,2289000000.0
2023-07-10,灿勤科技,23.76,-3.22%,1.60%,0.147507,0.219904,-0.072397,-0.32%,0.36741,0.13,0.59,5.95,96000000.0,,233.2,2281000000.0
2023-07-07,灿勤科技,24.55,0.00%,1.22%,0.113662,0.172449,-0.05878700000000003,-0.25%,0.286112,-0.04,0.42,3.91,96000000.0,,240.95,2357000000.0
2023-07-06,灿勤科技,24.55,-0.32%,1.23%,0.150846,0.138701,0.012145,0.05%,0.289548,0.53,0.4,2.84,96000000.0,23.57,240.95,
2023-07-05,灿勤科技,24.63,1.19%,2.94%,0.377357,0.326022,0.051335000000000006,0.22%,0.703379,-0.36,0.99,6.62,96000000.0,23.64,241.74,
2023-07-04,灿勤科技,24.34,2.66%,2.80%,0.397376,0.258267,0.13910899999999998,0.60%,0.655643,-0.21,0.94,6.5,96000000.0,23.37,238.89,
2023-07-03,灿勤科技,23.71,-6.02%,5.37%,0.549035,0.6971649999999999,-0.14812999999999998,-0.65%,1.25,0.08,1.93,7.29,96000000.0,22.76,232.71,
2023-06-30,灿勤科技,25.23,-2.40%,2.35%,0.213991,0.35225100000000004,-0.13826,-0.57%,0.566242,-0.08,0.81,5.53,96000000.0,24.22,247.62,
2023-06-29,灿勤科技,25.85,1.69%,1.92%,0.232745,0.24187800000000004,-0.009133000000000035,-0.04%,0.474622,-0.04,0.6,5.11,96000000.0,24.82,253.71,
2023-06-28,灿勤科技,25.42,-2.31%,2.32%,0.21986799999999998,0.343547,-0.123679,-0.51%,0.563415,-0.39,0.52,6.57,96000000.0,24.4,249.49,
2023-06-27,灿勤科技,26.02,-3.31%,2.94%,0.373941,0.361172,0.012769,0.05%,0.735113,-0.19,0.52,2.97,96000000.0,24.98,255.38,
2023-06-26,灿勤科技,26.91,4.71%,4.38%,0.49024300000000004,0.616069,-0.12582599999999994,-0.49%,1.11,-0.33,0.8,8.25,96000000.0,25.83,264.11,
