日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-08-14,誉辰智能,68.77,-1.21%,3.73%,0.08022,0.149517,-0.069297,-1.13%,0.229737,0.02,0.55,1.36,8947400.0,615000000.0,亏损
2023-08-11,誉辰智能,69.61,-2.15%,5.75%,0.135149,0.22505100000000006,-0.08990200000000004,-1.44%,0.3602,-0.03,0.83,1.7,8947400.0,623000000.0,亏损
2023-08-10,誉辰智能,71.14,3.03%,13.11%,0.462589,0.36402,0.098569,1.55%,0.826609,-0.04,2.64,4.11,8947400.0,637000000.0,亏损
2023-08-09,誉辰智能,69.05,1.50%,7.08%,0.23934,0.195051,0.044289,0.72%,0.43439099999999997,0.07,1.52,3.15,8947400.0,618000000.0,亏损
2023-08-08,誉辰智能,68.03,0.15%,2.33%,0.062786,0.07918700000000001,-0.016401,-0.27%,0.141973,-0.07,0.48,1.07,8947400.0,609000000.0,亏损
2023-08-07,誉辰智能,68.19,-0.50%,5.41%,0.156272,0.166751,-0.010479,-0.17%,0.327796,-0.06,1.23,2.15,8947400.0,608000000.0,亏损
2023-08-07,誉辰智能,67.93,-0.88%,5.75%,0.163467,0.18536,-0.021893,-0.36%,0.348827,-0.06,1.23,2.15,8947400.0,608000000.0,亏损
2023-08-04,誉辰智能,68.78,-1.39%,5.82%,0.092173,0.266169,-0.173996,-2.84%,0.360145,0.0,1.48,2.42,8947400.0,613000000.0,亏损
2023-08-02,誉辰智能,69.53,0.26%,5.55%,0.15623399999999998,0.19132,-0.035086,-0.56%,0.347554,-0.46,1.29,1.92,8947400.0,622000000.0,亏损
2023-08-01,誉辰智能,69.35,0.12%,3.49%,0.089617,0.12751600000000002,-0.037899,-0.61%,0.217133,-0.1,0.75,1.17,8947400.0,620000000.0,亏损
2023-07-31,誉辰智能,69.27,0.46%,4.61%,0.14286400000000002,0.14332,-0.0004559999999999813,-0.01%,0.286184,-0.33,0.93,1.74,8947400.0,620000000.0,亏损
2023-07-28,誉辰智能,68.95,-0.36%,4.89%,0.118305,0.182747,-0.064442,-1.04%,0.301052,0.0,0.83,1.57,8947400.0,617000000.0,亏损
2023-07-27,誉辰智能,69.2,0.26%,4.40%,0.11578,0.155814,-0.04003400000000002,-0.65%,0.271594,0.03,0.59,0.94,8947400.0,619000000.0,亏损
2023-07-26,誉辰智能,69.02,-0.83%,4.15%,0.073508,0.18299,-0.109482,-1.77%,0.256498,-0.19,0.45,1.08,8947400.0,618000000.0,亏损
2023-07-24,誉辰智能,68.95,-0.99%,6.12%,0.135615,0.243581,-0.107966,-1.75%,0.379196,-0.07,0.51,2.07,8947400.0,617000000.0,亏损
2023-07-21,誉辰智能,69.64,-1.89%,9.53%,0.218746,0.377564,-0.15881800000000001,-2.55%,0.5963109999999999,0.0,0.66,2.56,8947400.0,623000000.0,亏损
2023-07-20,誉辰智能,71.22,0.45%,10.48%,0.35840900000000003,0.313747,0.044662,0.70%,0.674308,-0.03,0.68,2.75,8947400.0,635000000.0,亏损
2023-07-19,誉辰智能,71.02,-1.59%,12.40%,0.277481,0.509107,-0.23162600000000005,-3.65%,0.7883020000000001,0.01,0.53,2.4,8947400.0,634000000.0,亏损
2023-07-17,誉辰智能,72.08,-2.88%,14.63%,0.376687,0.571315,-0.194628,-3.02%,0.948001,0.07,0.44,2.96,8947400.0,645000000.0,亏损
2023-07-14,誉辰智能,74.22,-1.34%,20.99%,0.520161,0.8853979999999999,-0.365237,-5.50%,1.41,-0.11,0.53,3.42,8947400.0,664000000.0,亏损
2023-07-13,誉辰智能,75.23,-2.74%,29.03%,0.8281930000000001,1.16,-0.331807,-4.93%,1.99,0.0,0.58,4.83,8947400.0,673000000.0,亏损
2023-07-12,誉辰智能,77.35,-7.81%,49.84%,1.65,1.91,-0.26,-3.76%,3.56,0.04,--,8.58,8947400.0,692000000.0,亏损
