日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,昊帆生物,68.46,-0.20%,5.95%,0.470435,0.4771,-0.006665,-0.04%,0.947535,0.0,0.58,1.74,23394700.0,1602000000.0,62.94
2023-09-04,昊帆生物,68.73,1.19%,9.71%,0.691569,0.87329,-0.181721,-1.13%,1.57,-0.06,0.86,4.0,23394700.0,1614000000.0,63.44
2023-08-31,昊帆生物,69.86,1.10%,11.66%,0.976555,0.925036,0.051519,0.32%,1.9,-0.03,0.92,4.73,23394700.0,1634000000.0,64.22
2023-08-29,昊帆生物,68.99,6.30%,14.40%,1.3,0.97235,0.32765,2.03%,2.27,0.0,1.1,7.07,23394700.0,1614000000.0,63.42
2023-08-28,昊帆生物,64.9,-2.79%,14.12%,0.994246,1.24,-0.245754,-1.62%,2.23,0.61,1.05,10.02,23394700.0,1518000000.0,59.66
2023-08-25,昊帆生物,66.76,-5.14%,11.25%,0.822674,0.9774959999999999,-0.15482200000000002,-0.99%,1.8,-0.37,0.66,5.47,23394700.0,1562000000.0,61.38
2023-08-24,昊帆生物,70.38,-3.24%,11.68%,0.943151,0.999591,-0.05644,-0.34%,1.94,-0.17,0.59,3.97,23394700.0,1647000000.0,64.7
2023-08-23,昊帆生物,72.74,-0.83%,11.79%,0.965567,1.04,-0.074433,-0.44%,2.01,-0.06,0.5,3.65,23394700.0,1702000000.0,66.87
2023-08-21,昊帆生物,76.8,-1.70%,15.64%,1.37,1.46,-0.09,-0.50%,2.83,0.26,0.5,4.74,23394700.0,1797000000.0,70.61
2023-08-18,昊帆生物,78.38,-7.41%,27.62%,2.32,2.83,-0.51,-2.79%,5.18,0.03,0.84,5.78,23394700.0,1828000000.0,71.83
2023-08-16,昊帆生物,88.39,-1.49%,30.48%,3.23,3.26,-0.03,-0.15%,6.49,-0.01,0.75,9.22,23394700.0,2068000000.0,65.77
2023-08-15,昊帆生物,89.73,-2.47%,30.23%,3.17,3.21,-0.04,-0.19%,6.49,-0.63,0.83,7.78,23394700.0,2099000000.0,66.76
2023-08-11,昊帆生物,100.34,0.47%,50.59%,6.41,5.94,0.47,2.00%,12.35,-0.16,2.4,10.81,23394700.0,2347000000.0,74.66
