日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,康鹏科技,14.66,4.34%,45.88%,2.98,2.67,0.31,2.50%,5.65,-0.88,0.85,9.47,84728700.00000001,1242000000.0,51.08
2023-08-31,康鹏科技,15.2,11.93%,65.57%,4.45,3.78,0.67,5.20%,8.23,0.8,3.21,24.15,84728700.00000001,1288000000.0,52.97
2023-08-29,康鹏科技,11.32,8.95%,20.16%,1.15,0.730412,0.419588,4.38%,1.88,0.09,1.51,10.49,84728700.00000001,959000000.0,39.45
2023-08-28,康鹏科技,10.39,2.36%,13.48%,0.573508,0.639368,-0.06586,-0.75%,1.21,0.0,0.97,5.03,84728700.00000001,880000000.0000002,36.2
2023-08-25,康鹏科技,10.15,-5.32%,10.70%,0.355739,0.586304,-0.230565,-2.68%,0.942042,0.0,0.61,5.13,84728700.00000001,860000000.0,35.37
2023-08-24,康鹏科技,10.72,-1.92%,13.29%,0.49078599999999994,0.700599,-0.209813,-2.31%,1.2,0.09,0.74,4.94,84728700.00000001,908000000.0,37.35
2023-08-23,康鹏科技,10.93,-1.80%,11.72%,0.441191,0.661688,-0.220497,-2.38%,1.1,0.0,0.6,4.4,84728700.00000001,926000000.0,38.09
2023-08-21,康鹏科技,11.47,-0.52%,15.86%,0.788375,0.778633,0.009742,0.10%,1.57,-0.26,0.92,3.38,84728700.00000001,972000000.0,39.97
2023-08-18,康鹏科技,11.53,1.23%,29.28%,1.46,1.53,-0.07,-0.72%,2.99,-0.6,1.93,8.16,84728700.00000001,977000000.0,40.18
2023-08-16,康鹏科技,11.35,4.42%,18.37%,0.937476,0.800293,0.137183,1.43%,1.74,0.62,1.06,5.61,84728700.00000001,962000000.0,39.55
2023-08-15,康鹏科技,10.79,-3.66%,11.98%,0.363628,0.739356,-0.375728,-4.08%,1.11,0.28,0.69,4.55,84728700.00000001,921000000.0,37.88
2023-08-14,康鹏科技,11.2,-0.44%,10.33%,0.4270890000000001,0.55289,-0.125801,-1.33%,0.979978,0.0,0.58,2.76,84728700.00000001,949000000.0,39.03
2023-08-11,康鹏科技,11.25,-1.75%,18.72%,0.842441,0.973478,-0.131037,-1.37%,1.82,0.09,1.17,4.8,84728700.00000001,953000000.0,39.2
2023-08-10,康鹏科技,11.45,1.60%,29.84%,1.52,1.44,0.08,0.82%,2.96,-0.35,2.29,6.21,84728700.00000001,970000000.0,39.9
2023-08-09,康鹏科技,11.27,1.62%,15.38%,0.788251,0.67252,0.115731,1.21%,1.46,0.0,1.22,4.42,84728700.00000001,955000000.0,39.27
2023-08-08,康鹏科技,11.09,3.74%,15.83%,0.971923,0.5017010000000001,0.47022200000000003,5.00%,1.47,0.0,1.43,5.14,84728700.00000001,940000000.0,38.64
2023-08-07,康鹏科技,10.69,-1.75%,8.64%,0.246811,0.537837,-0.291026,-3.21%,0.784647,0.09,0.68,2.3,84728700.00000001,906000000.0,37.25
2023-08-04,康鹏科技,10.92,-1.00%,9.71%,0.276699,0.6217630000000001,-0.345064,-3.74%,0.901616,0.09,0.76,2.45,84728700.00000001,922000000.0,37.91
2023-08-03,康鹏科技,11.03,1.29%,14.40%,0.69418,0.6235850000000001,0.070595,0.76%,1.35,0.0,1.04,3.95,84728700.00000001,935000000.0,38.44
2023-08-02,康鹏科技,10.89,0.37%,13.21%,0.578612,0.636729,-0.058116999999999995,-0.63%,1.22,0.18,0.9,4.05,84728700.00000001,923000000.0,37.95
2023-08-01,康鹏科技,10.85,-0.46%,8.39%,0.271264,0.498443,-0.227179,-2.47%,0.769706,0.0,0.47,1.47,84728700.00000001,919000000.0,37.81
2023-07-31,康鹏科技,10.9,-2.15%,16.79%,0.5240319999999999,1.03,-0.5059680000000001,-5.48%,1.56,0.09,0.86,3.32,84728700.00000001,924000000.0,37.98
2023-07-28,康鹏科技,11.14,3.53%,17.28%,0.953288,0.663097,0.290191,3.07%,1.62,-0.18,0.68,5.02,84728700.00000001,944000000.0,38.82
2023-07-27,康鹏科技,10.76,-2.18%,14.32%,0.41246499999999997,0.91355,-0.501085,-5.49%,1.33,-0.37,0.38,2.82,84728700.00000001,912000000.0,37.49
2023-07-26,康鹏科技,11.0,-1.52%,16.64%,0.5888189999999999,0.9601,-0.3712810000000001,-3.98%,1.55,-0.18,0.38,2.42,84728700.00000001,932000000.0,38.33
2023-07-24,康鹏科技,11.28,2.92%,26.15%,1.11,1.36,-0.25,-2.62%,2.47,0.18,0.42,4.01,84728700.00000001,956000000.0,39.31
2023-07-21,康鹏科技,10.96,-8.67%,46.48%,1.71,2.73,-1.02,-10.98%,4.44,0.0,0.6,8.83,84728700.00000001,929000000.0,38.19
2023-07-20,康鹏科技,12.09,39.61%,69.94%,3.31,4.37,-1.06,-10.42%,7.71,0.0,--,24.25,84728700.00000001,1017000000.0,41.81
