日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-09-06,均普智能,5.43,-0.18%,0.93%,0.116232,0.1134,0.002832,0.01%,0.229631,0.0,0.47,1.29,456000000.0,,亏损,2478000000.0
2023-09-04,均普智能,5.49,-0.18%,1.60%,0.194366,0.20561300000000002,-0.011247,-0.04%,0.399978,0.0,0.64,2.55,456000000.0,,亏损,2505000000.0
2023-08-31,均普智能,5.52,-0.18%,1.94%,0.242452,0.247243,-0.004790999999999999,-0.02%,0.489696,0.18,0.82,1.45,456000000.0,,亏损,2519000000.0
2023-08-29,均普智能,5.43,6.68%,4.03%,0.6646,0.321253,0.34334699999999996,1.39%,0.9858530000000001,-0.18,3.14,8.45,456000000.0,,亏损,2478000000.0
2023-08-28,均普智能,5.09,0.99%,1.58%,0.172822,0.201942,-0.02912,-0.13%,0.374764,0.0,1.17,6.15,456000000.0,,亏损,2323000000.0
2023-08-25,均普智能,5.04,0.40%,1.74%,0.199009,0.20560900000000001,-0.0066,-0.03%,0.404618,0.0,0.96,4.38,456000000.0,,亏损,2300000000.0
2023-08-24,均普智能,5.02,-0.20%,0.86%,0.067385,0.12880899999999998,-0.061424,-0.27%,0.198479,-0.2,0.47,2.58,456000000.0,,亏损,2291000000.0
2023-08-23,均普智能,5.03,-1.37%,0.81%,0.077355,0.111076,-0.033721,-0.15%,0.188431,-0.2,0.45,1.96,456000000.0,,亏损,2296000000.0
2023-08-21,均普智能,5.17,0.39%,1.92%,0.199191,0.257153,-0.057962000000000034,-0.25%,0.4563439999999999,-0.19,1.4,2.52,456000000.0,,亏损,2359000000.0
2023-08-18,均普智能,5.15,0.78%,4.06%,0.43370299999999995,0.562072,-0.128369,-0.55%,0.995776,-0.39,5.79,10.76,456000000.0,,亏损,2350000000.0
2023-08-16,均普智能,4.95,-1.20%,0.62%,0.055746,0.085267,-0.029521,-0.13%,0.14101300000000005,-0.2,0.8,1.4,456000000.0,,亏损,2259000000.0
2023-08-15,均普智能,5.0,-0.99%,0.56%,0.041089,0.0859,-0.044811000000000004,-0.20%,0.128248,0.2,0.76,1.78,456000000.0,,亏损,2286000000.0
2023-08-14,均普智能,5.05,0.60%,0.56%,0.057588,0.06956,-0.011972,-0.05%,0.127148,-0.2,0.63,1.79,456000000.0,,亏损,2305000000.0
2023-08-11,均普智能,5.02,-1.76%,0.73%,0.0522,0.11694700000000001,-0.064747,-0.28%,0.169146,-0.4,0.75,2.15,456000000.0,,亏损,2291000000.0
2023-08-10,均普智能,5.11,0.00%,0.63%,0.075321,0.07174299999999999,0.0035780000000000096,0.02%,0.14706400000000006,-0.2,0.56,1.17,456000000.0,,亏损,2332000000.0
2023-08-09,均普智能,5.11,-2.48%,1.33%,0.112376,0.200942,-0.08856599999999999,-0.38%,0.313318,0.2,1.2,2.48,456000000.0,,亏损,2332000000.0
2023-08-08,均普智能,5.24,-0.76%,0.71%,0.06420599999999999,0.107125,-0.04291900000000001,-0.18%,0.17133099999999998,0.0,0.61,1.89,456000000.0,,亏损,2391000000.0
2023-08-07,均普智能,5.28,-1.49%,0.99%,0.070962,0.167743,-0.09678099999999999,-0.40%,0.2387050000000001,0.19,0.82,2.24,456000000.0,,亏损,2410000000.0
2023-08-04,均普智能,5.36,0.94%,1.04%,0.137219,0.115399,0.02182,0.09%,0.253841,0.19,0.94,1.88,456000000.0,,亏损,2446000000.0
2023-08-03,均普智能,5.31,-1.67%,1.37%,0.128958,0.20336300000000002,-0.074405,-0.31%,0.332321,0.0,1.05,2.41,456000000.0,,亏损,2423000000.0
2023-08-01,均普智能,5.36,-0.19%,0.96%,0.111246,0.122735,-0.011489,-0.05%,0.233981,-0.19,0.66,1.49,456000000.0,,亏损,2446000000.0
2023-07-31,均普智能,5.37,0.94%,1.18%,0.126271,0.162813,-0.03654200000000002,-0.15%,0.289085,0.0,0.81,2.07,456000000.0,,亏损,2451000000.0
2023-07-28,均普智能,5.32,0.76%,1.53%,0.180848,0.18734,-0.006492,-0.03%,0.368189,0.0,0.98,1.89,456000000.0,,亏损,2428000000.0
2023-07-27,均普智能,5.28,-0.38%,1.54%,0.166472,0.21044699999999997,-0.043975,-0.18%,0.376919,-0.19,0.87,3.96,456000000.0,,亏损,2410000000.0
2023-07-26,均普智能,5.3,-1.67%,1.48%,0.123624,0.236397,-0.112773,-0.47%,0.360021,0.0,0.77,2.6,456000000.0,,亏损,2419000000.0
2023-07-24,均普智能,5.33,-0.74%,1.19%,0.11884000000000006,0.172308,-0.053467999999999995,-0.22%,0.291148,0.0,0.44,1.68,456000000.0,,亏损,2432000000.0
2023-07-21,均普智能,5.37,-1.83%,1.97%,0.189426,0.297431,-0.108005,-0.44%,0.486857,0.0,0.65,2.56,456000000.0,,亏损,2451000000.0
2023-07-20,均普智能,5.49,-2.14%,2.17%,0.214815,0.33119499999999996,-0.11638,-0.47%,0.54929,-0.18,0.63,3.03,456000000.0,,亏损,2496000000.0
2023-07-19,均普智能,5.61,-1.41%,2.07%,0.205518,0.319824,-0.114306,-0.45%,0.532668,0.18,0.39,2.29,456000000.0,,亏损,2560000000.0
2023-07-17,均普智能,5.71,-1.38%,4.56%,0.547131,0.6535569999999999,-0.10642599999999992,-0.41%,1.2,-0.35,0.6,5.35,456000000.0,,亏损,2606000000.0
2023-07-14,均普智能,5.79,-1.36%,3.44%,0.41865,0.496237,-0.077587,-0.29%,0.914888,-0.17,0.47,2.9,456000000.0,,亏损,2642000000.0
2023-07-13,均普智能,5.87,-3.45%,7.84%,0.9584719999999999,1.17,-0.21152800000000002,-0.79%,2.13,-0.17,1.27,5.26,456000000.0,,亏损,2679000000.0
2023-07-12,均普智能,6.08,-2.72%,10.94%,1.49,1.64,-0.15,-0.54%,3.12,0.33,2.27,7.52,456000000.0,,亏损,2775000000.0
2023-07-11,均普智能,6.25,12.21%,12.99%,2.21,1.39,0.82,2.88%,3.6,0.16,3.71,16.7,456000000.0,,亏损,2852000000.0
2023-07-10,均普智能,5.57,2.01%,3.04%,0.36646599999999996,0.39824,-0.031774000000000004,-0.12%,0.764706,0.0,0.97,4.4,456000000.0,,亏损,2542000000.0
2023-07-07,均普智能,5.46,-1.27%,2.15%,0.245669,0.299699,-0.054029999999999995,-0.22%,0.5453680000000001,0.0,0.76,4.16,456000000.0,,亏损,2492000000.0
2023-07-06,均普智能,5.53,-0.18%,1.76%,0.181391,0.262816,-0.081425,-0.32%,0.44420699999999996,-0.18,0.64,2.89,456000000.0,25.24,亏损,
2023-07-05,均普智能,5.54,-2.98%,4.17%,0.453388,0.623404,-0.170016,-0.67%,1.08,0.0,1.94,5.25,456000000.0,25.28,亏损,
2023-07-04,均普智能,5.71,6.73%,6.37%,1.01,0.638849,0.371151,1.42%,1.65,0.18,6.3,9.35,456000000.0,26.06,亏损,
2023-07-03,均普智能,5.35,-0.74%,1.12%,0.10323599999999998,0.172234,-0.06899800000000003,-0.28%,0.27547,0.19,1.11,3.15,456000000.0,24.42,亏损,
2023-06-30,均普智能,5.39,0.56%,0.78%,0.094013,0.096998,-0.0029850000000000002,-0.01%,0.191011,0.19,0.66,1.49,456000000.0,24.6,亏损,
2023-06-29,均普智能,5.36,1.13%,1.24%,0.17674,0.1278,0.04894,0.20%,0.304541,-0.19,0.99,2.83,456000000.0,24.46,亏损,
2023-06-28,均普智能,5.3,0.76%,1.26%,0.153978,0.14733,0.006648,0.03%,0.301308,0.0,1.03,3.99,456000000.0,24.19,亏损,
