日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,苏州规划,47.75,3.69%,23.62%,1.01,1.19,-0.18,-1.91%,2.2,0.0,0.78,7.91,19715600.0,941000000.0,89.24
2023-08-29,苏州规划,57.99,5.46%,44.34%,2.69,2.26,0.43,3.76%,4.95,0.02,1.5,10.11,19715600.0,1143000000.0,108.38
2023-08-28,苏州规划,54.99,7.19%,48.97%,2.9,2.55,0.35,3.23%,5.44,0.13,1.94,15.21,19715600.0,1084000000.0,310.33
2023-08-25,苏州规划,51.3,-0.18%,22.57%,1.28,1.02,0.26,2.57%,2.3,-0.1,0.83,4.4,19715600.0,1011000000.0,289.5
2023-08-24,苏州规划,51.39,0.74%,18.31%,0.91486,0.854891,0.059969000000000015,0.59%,1.83,0.0,0.61,6.0,19715600.0,1013000000.0,290.01
2023-08-21,苏州规划,55.04,2.55%,27.48%,1.57,1.4,0.17,1.57%,2.97,-0.04,0.74,7.68,19715600.0,1085000000.0,310.61
2023-08-18,苏州规划,54.04,-2.81%,30.53%,1.55,1.78,-0.23,-2.17%,3.35,0.02,0.82,7.21,19715600.0,1058000000.0,302.88
2023-08-16,苏州规划,58.8,13.19%,51.84%,3.33,2.45,0.8799999999999997,7.59%,5.77,0.0,1.39,21.23,19715600.0,1159000000.0,331.83
2023-08-15,苏州规划,51.95,-3.80%,28.94%,1.38,1.56,-0.18,-1.76%,3.01,0.04,0.74,6.02,19715600.0,1024000000.0,293.17
2023-08-11,苏州规划,59.33,-1.66%,41.82%,2.43,2.61,-0.17999999999999972,-1.54%,5.05,-0.03,0.96,11.29,19715600.0,1170000000.0,334.82
2023-08-10,苏州规划,60.33,0.87%,37.59%,2.23,2.16,0.07,0.59%,4.39,0.15,0.8,8.66,19715600.0,1189000000.0,340.46
2023-08-09,苏州规划,59.81,1.13%,41.59%,2.32,2.65,-0.33,-2.80%,4.98,-0.07,0.85,9.27,19715600.0,1179000000.0,337.53
2023-08-08,苏州规划,59.14,0.20%,38.06%,2.15,2.35,-0.2,-1.72%,4.5,-0.03,0.71,7.13,19715600.0,1166000000.0,333.75
2023-08-04,苏州规划,66.6,-2.60%,50.03%,3.26,3.5,-0.24,-1.83%,6.76,0.0,0.84,10.92,19715600.0,1313000000.0,375.85
2023-08-03,苏州规划,69.2,4.85%,53.91%,3.67,3.44,0.23,1.71%,7.19,0.0,0.89,17.32,19715600.0,1348000000.0,385.89
2023-08-02,苏州规划,66.0,-4.18%,50.35%,3.33,3.41,-0.08,-0.61%,6.74,-0.03,0.74,13.97,19715600.0,1301000000.0,372.46
2023-08-01,苏州规划,68.88,-3.96%,62.34%,3.98,4.6,-0.62,-4.57%,8.58,0.0,0.9,12.54,19715600.0,1358000000.0,388.71
2023-07-31,苏州规划,71.72,19.99%,65.75%,4.24,4.08,0.16,1.13%,8.31,0.0,0.93,23.46,19715600.0,1414000000.0,404.74
2023-07-28,苏州规划,59.77,-4.84%,63.98%,3.85,3.98,-0.13,-1.10%,7.83,0.0,0.87,12.93,19715600.0,1178000000.0,337.3
2023-07-27,苏州规划,62.81,6.58%,74.66%,4.19,4.8,-0.6099999999999994,-4.93%,8.99,0.0,1.06,30.53,19715600.0,1238000000.0,354.46
2023-07-26,苏州规划,58.93,20.00%,72.10%,3.62,3.84,-0.22,-1.89%,7.46,0.0,1.02,24.29,19715600.0,1162000000.0,332.56
2023-07-24,苏州规划,43.6,2.66%,72.84%,3.11,3.35,-0.24,-2.79%,6.46,0.62,1.05,20.48,19715600.0,860000000.0,246.05
2023-07-21,苏州规划,42.47,14.26%,75.14%,3.29,2.64,0.65,7.77%,5.92,0.55,1.13,29.38,19715600.0,836999999.9999999,239.67
2023-07-20,苏州规划,37.4,-4.08%,54.45%,1.78,2.23,-0.45,-6.14%,4.04,0.0,0.79,14.67,19715600.0,733000000.0,209.76
2023-07-19,苏州规划,39.57,50.17%,72.87%,2.66,2.95,-0.29,-3.77%,5.64,0.0,--,36.32,19715600.0,769000000.0,220.03
