日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-07-13,大业股份,12.39,8.59%,4.76%,1.06,0.608293,0.451707,1.26%,1.67,-0.08,4.36,9.64,288000000.0,,26.79,3572000000.0
2023-07-12,大业股份,11.41,-0.26%,0.72%,0.126598,0.10843599999999998,0.01816200000000002,0.06%,0.23760100000000006,0.0,0.6,2.36,288000000.0,,24.67,3289000000.0
2023-07-11,大业股份,11.44,2.05%,0.77%,0.135199,0.117757,0.017442,0.05%,0.25295700000000004,0.09,0.51,2.14,288000000.0,,24.73,3297999999.9999995
2023-07-10,大业股份,11.21,-1.58%,1.14%,0.187824,0.181678,0.006146,0.02%,0.369502,-0.09,0.6,2.55,288000000.0,,24.24,3232000000.0
2023-07-07,大业股份,11.39,0.44%,1.08%,0.173626,0.181536,-0.007909999999999999,-0.02%,0.355162,0.0,0.54,1.85,288000000.0,,24.62,3284000000.0000005
2023-07-06,大业股份,11.34,-0.35%,1.75%,0.325295,0.251774,0.073521,0.22%,0.5770689999999999,0.09,0.94,2.29,288000000.0,32.69,24.52,
2023-07-05,大业股份,11.38,-1.98%,1.29%,0.193414,0.235882,-0.042468,-0.13%,0.42929700000000004,0.0,0.66,2.76,288000000.0,32.81,24.6,
2023-07-04,大业股份,11.61,3.29%,2.27%,0.387989,0.362411,0.025578,0.08%,0.7504,0.17,1.06,5.16,288000000.0,33.47,25.1,
2023-07-03,大业股份,11.24,0.81%,3.01%,0.5195810000000001,0.4613930000000001,0.05818800000000007,0.18%,0.980973,-0.36,1.58,8.79,288000000.0,32.4,24.3,
2023-06-30,大业股份,11.15,1.83%,1.67%,0.34376100000000004,0.190723,0.153038,0.48%,0.534483,0.0,0.94,2.28,288000000.0,32.14,24.11,
2023-06-29,大业股份,10.95,0.09%,1.06%,0.17252699999999999,0.162576,0.009951,0.03%,0.335102,-0.27,0.6,1.65,288000000.0,31.57,23.67,
2023-06-28,大业股份,10.94,1.30%,1.88%,0.350545,0.239243,0.111302,0.35%,0.589788,0.0,0.98,3.06,288000000.0,31.54,23.65,
2023-06-27,大业股份,10.8,0.19%,3.12%,0.518829,0.432923,0.08590600000000008,0.28%,0.951752,0.0,2.01,5.38,288000000.0,31.14,23.35,
2023-06-26,大业股份,10.78,-1.73%,1.79%,0.277485,0.2860510000000001,-0.008566000000000037,-0.03%,0.5635359999999999,0.0,1.13,3.28,288000000.0,31.08,23.31,
