日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-09-06,青岛食品,18.07,0.06%,3.33%,0.206086,0.245068,-0.038982,-0.29%,0.451155,0.0,0.85,1.72,75654900.0,,25.40,1367000000.0
2023-09-04,青岛食品,18.27,0.66%,3.07%,0.24378899999999998,0.17741400000000002,0.066375,0.48%,0.422282,0.0,0.77,1.54,75654900.0,,25.69,1383000000.0
2023-08-31,青岛食品,18.08,0.33%,3.33%,0.246167,0.206636,0.039531,0.29%,0.452803,0.0,0.63,1.61,75654900.0,,25.41,1368000000.0
2023-08-29,青岛食品,18.04,-0.28%,4.26%,0.292978,0.288428,0.00455,0.03%,0.5814050000000001,-0.06,0.91,2.93,75654900.0,,25.36,1365000000.0
2023-08-28,青岛食品,18.09,-0.55%,9.09%,0.649662,0.608757,0.040905,0.30%,1.26,0.28,2.47,6.27,75654900.0,,25.43,1369000000.0
2023-08-25,青岛食品,18.19,-1.73%,4.87%,0.345549,0.332549,0.013000000000000001,0.09%,0.678098,0.22,1.46,3.57,75654900.0,,25.37,1376000000.0
2023-08-24,青岛食品,18.54,1.20%,4.36%,0.354968,0.24819499999999997,0.106773,0.76%,0.6078640000000001,0.0,1.37,3.77,75654900.0,,25.81,1400000000.0
2023-08-24,青岛食品,18.51,1.04%,4.45%,0.361616,0.258198,0.103418,0.74%,0.619815,0.0,1.37,3.77,75654900.0,,25.81,1400000000.0
2023-08-23,青岛食品,18.32,-0.16%,2.11%,0.15061300000000002,0.13898800000000006,0.011625,0.08%,0.28960100000000005,0.94,0.67,2.07,75654900.0,,25.55,1386000000.0
2023-08-21,青岛食品,18.37,-2.29%,4.13%,0.229631,0.34644400000000003,-0.11681300000000001,-0.84%,0.576075,0.05,1.71,2.98,75654900.0,,25.62,1390000000.0
