日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,碧兴物联,60.1,2.28%,31.74%,1.42,1.67,-0.25,-2.51%,3.09,0.02,0.56,6.45,16610800.0,998000000.0,98.69
2023-08-31,碧兴物联,78.18,5.58%,66.17%,4.04,4.22,-0.18,-1.39%,8.27,-0.31,1.01,12.3,16610800.0,1299000000.0,128.38
2023-08-29,碧兴物联,70.42,4.64%,81.38%,4.74,4.48,0.2599999999999994,2.22%,9.22,0.3,1.29,28.53,16610800.0,1170000000.0,100.97
2023-08-28,碧兴物联,67.3,20.01%,63.44%,3.2,3.16,0.04,0.36%,6.36,0.0,1.00,25.18,16610800.0,1118000000.0,96.49
2023-08-25,碧兴物联,56.08,7.85%,58.89%,2.96,2.6,0.36,3.86%,5.55,-0.09,1.08,19.54,16610800.0,932000000.0,80.41
2023-08-24,碧兴物联,52.0,-6.91%,53.09%,2.19,2.29,-0.1,-1.16%,4.54,-2.51,1.02,13.43,16610800.0,864000000.0,74.56
2023-08-23,碧兴物联,55.86,-5.88%,55.08%,2.38,2.9,-0.52,-5.60%,5.28,0.0,1.19,10.28,16610800.0,928000000.0,80.09
2023-08-21,碧兴物联,61.5,20.00%,64.94%,2.79,3.69,-0.9,-8.81%,6.49,0.0,2.02,9.76,16610800.0,1022000000.0,88.18
2023-08-18,碧兴物联,51.25,20.00%,14.75%,0.0,1.26,-1.26,-14.81%,1.26,0.0,0.36,--,16610800.0,851000000.0,73.48
2023-08-16,碧兴物联,40.07,0.05%,27.22%,0.9363889999999999,0.8995620000000002,0.03682699999999985,0.55%,1.84,-0.03,0.45,6.44,16610800.0,666000000.0,57.45
2023-08-11,碧兴物联,45.89,1.75%,59.60%,2.24,2.37,-0.1299999999999997,-1.71%,4.6,-0.02,0.74,7.98,16610800.0,762000000.0,65.8
2023-08-09,碧兴物联,70.0,93.80%,84.08%,3.32,2.96,0.36,3.10%,6.28,0.0,--,389.04,16610800.0,1163000000.0,100.36
