日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-08-10,老百姓,28.57,-1.04%,0.59%,0.433838,0.556943,-0.123105,-0.07%,0.990781,0.21,0.48,1.8,582000000.0,,14.35,16638000000.0
2023-08-09,老百姓,28.87,-0.10%,0.68%,0.52371,0.6227020000000001,-0.09899200000000008,-0.06%,1.15,0.0,0.56,1.9,582000000.0,,14.5,16812000000.0
2023-08-08,老百姓,28.9,1.83%,1.40%,1.2,1.14,0.06,0.04%,2.34,-0.04,1.31,3.7,582000000.0,,14.51,16830000000.000004
2023-08-07,老百姓,28.38,-1.87%,0.79%,0.538629,0.760494,-0.221865,-0.13%,1.3,-0.07,0.71,2.08,582000000.0,,14.25,16527000000.000004
2023-08-04,老百姓,28.92,-1.53%,1.46%,1.04,1.43,-0.39,-0.23%,2.47,0.04,1.5,2.59,582000000.0,,14.52,16841000000.0
2023-08-03,老百姓,29.37,3.78%,1.87%,1.83,1.31,0.52,0.30%,3.17,-0.07,2.61,4.7,582000000.0,,14.75,17103000000.0
2023-08-02,老百姓,28.3,-0.28%,0.58%,0.420712,0.526162,-0.10545,-0.06%,0.946874,0.0,0.72,1.41,582000000.0,,14.21,16480000000.000004
2023-08-01,老百姓,28.38,-0.35%,0.63%,0.4636,0.575988,-0.11238800000000004,-0.07%,1.04,0.0,0.74,1.48,582000000.0,,14.25,16527000000.000004
2023-07-31,老百姓,28.48,0.14%,0.93%,0.713374,0.818447,-0.105073,-0.06%,1.53,0.04,1.14,1.97,582000000.0,,14.3,16585000000.0
2023-07-28,老百姓,28.44,1.46%,0.84%,0.7946409999999999,0.591052,0.20358899999999994,0.12%,1.39,0.04,1.06,2.28,582000000.0,,14.28,16562000000.0
2023-07-27,老百姓,28.03,-0.32%,0.64%,0.5436939999999999,0.5079770000000001,0.03571699999999985,0.02%,1.05,0.11,0.82,1.53,582000000.0,,14.08,16322999999.999996
2023-07-26,老百姓,28.12,1.08%,0.95%,0.792604,0.757953,0.034651,0.02%,1.55,0.04,1.38,2.52,582000000.0,,14.12,16376000000.0
2023-07-24,老百姓,27.64,0.47%,0.73%,0.647467,0.53079,0.116677,0.07%,1.18,0.04,1.24,2.15,582000000.0,,13.87,16096000000.0
2023-07-21,老百姓,27.51,0.47%,0.75%,0.572034,0.619915,-0.047881,-0.03%,1.19,0.04,1.08,2.48,582000000.0,,13.81,16019999999.999996
2023-07-20,老百姓,27.44,-0.22%,0.51%,0.408809,0.394508,0.014301,0.01%,0.813724,0.0,0.8,1.56,582000000.0,,13.74,15944999999.999996
2023-07-19,老百姓,27.49,-0.22%,0.43%,0.308217,0.384716,-0.076499,-0.05%,0.695187,0.04,0.64,2.25,582000000.0,,13.8,16013999999.999996
2023-07-17,老百姓,27.64,-0.29%,0.63%,0.509166,0.505262,0.003904,0.00%,1.01,0.0,0.84,1.84,582000000.0,,13.87,16096000000.0
2023-07-14,老百姓,27.72,-3.25%,1.23%,0.80614,1.19,-0.38386,-0.24%,2.0,0.0,2.03,3.73,582000000.0,,13.91,16143000000.0
2023-07-13,老百姓,28.65,1.38%,0.78%,0.77446,0.532926,0.24153400000000005,0.14%,1.31,0.0,1.33,2.34,582000000.0,,14.38,16684000000.0
2023-07-12,老百姓,28.26,-0.88%,0.52%,0.402681,0.451421,-0.04874,-0.03%,0.8583139999999999,0.0,0.85,1.12,582000000.0,,14.18,16457000000.0
2023-07-11,老百姓,28.51,0.00%,0.63%,0.45473800000000003,0.578255,-0.123517,-0.07%,1.03,-0.04,0.84,1.51,582000000.0,,14.31,16603000000.0
2023-07-10,老百姓,28.51,0.71%,0.62%,0.457695,0.5684689999999999,-0.11077399999999993,-0.07%,1.03,-0.07,0.83,1.77,582000000.0,,14.31,16603000000.0
2023-07-07,老百姓,28.31,0.32%,0.47%,0.3975010000000001,0.378823,0.018678,0.01%,0.776323,0.18,0.59,1.24,582000000.0,,14.21,16486000000.000004
2023-07-06,老百姓,28.72,-1.78%,0.69%,0.527551,0.636563,-0.10901199999999996,-0.07%,1.16,0.0,0.82,1.88,582000000.0,167.25,14.41,
2023-07-05,老百姓,29.24,-0.20%,0.65%,0.54159,0.568771,-0.027181,-0.02%,1.11,-0.14,0.79,1.3,582000000.0,170.28,14.67,
2023-07-04,老百姓,29.3,-2.10%,1.30%,0.947751,1.26,-0.312249,-0.18%,2.21,0.1,1.89,3.58,582000000.0,170.63,14.7,
2023-07-03,老百姓,29.93,0.27%,0.63%,0.525378,0.575192,-0.049814,-0.03%,1.1,0.0,0.93,1.57,582000000.0,174.3,15.02,
2023-06-30,老百姓,29.85,0.64%,0.71%,0.653891,0.589761,0.06412999999999999,0.04%,1.24,0.03,1.09,2.12,582000000.0,173.83,14.98,
2023-06-29,老百姓,29.66,-1.23%,0.95%,0.671226,0.986201,-0.314975,-0.18%,1.66,-0.1,1.5,3.16,582000000.0,172.72,14.88,
2023-06-28,老百姓,30.03,-0.36%,0.54%,0.431316,0.523729,-0.092413,-0.05%,0.955046,0.0,0.73,2.32,582000000.0,174.88,15.07,
2023-06-27,老百姓,30.14,0.20%,0.58%,0.43923,0.586164,-0.14693399999999998,-0.08%,1.03,0.03,0.76,2.79,582000000.0,175.52,15.12,
2023-06-26,老百姓,30.08,-0.89%,0.59%,0.5073340000000001,0.526406,-0.019072000000000075,-0.01%,1.03,0.03,0.69,2.34,582000000.0,175.17,15.1,
