日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-08-01,美的集团,58.25,-1.80%,0.30%,5.25,6.73,-1.48,-0.04%,11.98,-0.05,0.8,2.63,6881999999.999999,,12.72,400879000000.0
2023-07-31,美的集团,59.32,-0.70%,0.47%,9.35,10.17,-0.82,-0.02%,19.53,0.0,1.52,3.6,6881999999.999999,,12.95,408243000000.0
2023-07-28,美的集团,59.74,2.15%,0.35%,7.4,6.84,0.56,0.01%,14.24,0.18,1.26,2.92,6881999999.999999,,13.04,411133000000.0
2023-07-27,美的集团,58.48,-0.17%,0.22%,4.27,4.66,-0.39,-0.01%,8.94,-0.03,0.81,1.31,6881999999.999999,,12.77,402462000000.0
2023-07-26,美的集团,58.58,-0.68%,0.27%,5.6,5.45,0.15,0.00%,11.05,0.12,0.91,1.8,6881999999.999999,,12.79,403150000000.0
2023-07-24,美的集团,56.77,-0.63%,0.17%,2.72,3.78,-1.06,-0.03%,6.58,-0.09,0.67,2.15,6881999999.999999,,12.39,390694000000.0
2023-07-21,美的集团,57.13,-0.70%,0.17%,3.0,3.93,-0.93,-0.02%,6.94,-0.04,0.71,1.9,6881999999.999999,,12.47,393171000000.0
2023-07-20,美的集团,57.62,-0.88%,0.17%,3.18,3.69,-0.51,-0.01%,6.98,-0.1,0.8,2.08,6881999999.999999,,12.56,395924000000.0
2023-07-19,美的集团,58.18,2.54%,0.36%,7.64,6.26,1.38,0.03%,14.25,0.02,1.75,2.96,6881999999.999999,,12.69,400053000000.0
2023-07-17,美的集团,56.99,-0.82%,0.12%,2.15,2.45,-0.3000000000000003,-0.01%,4.65,0.07,0.48,1.57,6870000000.0,,12.47,392487000000.0
2023-07-14,美的集团,57.46,-0.59%,0.15%,2.55,3.48,-0.93,-0.02%,6.03,0.21,0.47,2.16,6888000000.0,,12.54,395807000000.0
2023-07-13,美的集团,57.8,1.24%,0.25%,5.84,3.94,1.9,0.05%,9.79,-0.19,0.75,1.96,6888000000.0,,12.62,398149000000.0
2023-07-12,美的集团,57.09,0.76%,0.27%,5.18,5.61,-0.43,-0.01%,10.8,0.02,0.83,2.96,6883000000.0,,12.46,392978000000.0
2023-07-11,美的集团,56.66,0.05%,0.22%,3.93,4.41,-0.48,-0.01%,8.48,0.02,0.66,1.2,6883000000.0,,12.37,390018000000.0
2023-07-10,美的集团,56.63,-1.94%,0.47%,8.67,9.51,-0.84,-0.02%,18.18,0.04,1.35,3.27,6883000000.0,,12.36,389812000000.0
2023-07-07,美的集团,57.75,-1.06%,0.43%,8.71,8.27,0.4400000000000012,0.01%,16.98,0.0,1.27,2.38,6883000000.0,,12.61,397521000000.0
2023-07-06,美的集团,58.37,-1.27%,0.25%,4.43,5.42,-0.99,-0.02%,9.96,-0.02,0.67,2.45,6883000000.0,4017.7,12.74,
2023-07-05,美的集团,59.12,0.37%,0.27%,5.32,5.72,-0.4,-0.01%,11.03,0.03,0.66,1.54,6883000000.0,4069.33,12.91,
2023-07-04,美的集团,58.9,-0.27%,0.32%,6.1,6.8,-0.7,-0.02%,12.9,-0.05,0.66,2.51,6883000000.0,4054.18,12.86,
2023-07-03,美的集团,59.06,0.24%,0.46%,9.79,8.91,0.88,0.02%,18.93,-0.05,0.94,3.48,6883000000.0,4065.2,12.89,
2023-06-30,美的集团,58.92,-0.37%,0.39%,7.87,7.76,0.11,0.00%,15.63,0.12,0.71,2.13,6881000000.0,4054.05,12.86,
2023-06-29,美的集团,59.14,-0.94%,0.40%,7.98,8.37,-0.3899999999999988,-0.01%,16.35,0.03,0.75,2.63,6881000000.0,4069.18,12.91,
2023-06-28,美的集团,59.7,0.02%,0.48%,10.92,8.62,2.3000000000000007,0.06%,19.65,0.0,0.91,2.19,6881000000.0,4107.72,13.03,
2023-06-27,美的集团,59.69,2.67%,0.70%,15.97,12.55,3.42,0.08%,28.52,0.0,1.49,3.9,6881000000.0,4107.03,13.03,
2023-06-26,美的集团,58.23,-0.09%,0.41%,7.71,8.75,-1.04,-0.03%,16.69,-0.38,1.05,3.69,6881000000.0,4000.38,12.69,
