日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,盘古智能,40.9,4.04%,20.47%,1.52,1.35,0.17,1.20%,2.87,0.02,1.69,3.82,34593600.0,1415000000.0,52.48
2023-09-04,盘古智能,39.49,-2.18%,10.94%,0.535432,0.931766,-0.396334,-2.89%,1.5,0.08,0.84,3.64,34593600.0,1371000000.0,50.84
2023-08-31,盘古智能,39.69,1.53%,13.08%,0.912848,0.8857139999999999,0.027134,0.20%,1.8,0.05,0.86,3.63,34593600.0,1373000000.0,50.93
2023-08-29,盘古智能,39.34,8.37%,19.96%,1.56,1.08,0.48,3.53%,2.65,0.0,1.34,8.51,34593600.0,1361000000.0,50.48
2023-08-28,盘古智能,36.3,0.69%,11.63%,0.7150310000000001,0.784466,-0.069435,-0.55%,1.5,-0.03,0.7,7.54,34593600.0,1256000000.0,46.38
2023-08-25,盘古智能,36.05,-6.49%,12.89%,0.634208,1.01,-0.375792,-3.01%,1.65,-0.33,0.65,5.45,34593600.0,1247000000.0,46.06
2023-08-24,盘古智能,38.57,2.61%,16.47%,0.956738,1.19,-0.233262,-1.75%,2.19,-0.05,0.82,11.57,34593600.0,1334000000.0,49.25
2023-08-23,盘古智能,37.59,-3.81%,11.78%,0.7126859999999999,0.8299850000000001,-0.117299,-0.90%,1.54,0.03,0.53,4.4,34593600.0,1300000000.0,48.03
2023-08-21,盘古智能,41.56,-3.01%,20.00%,1.23,1.68,-0.45,-3.13%,2.91,0.0,0.84,3.43,34593600.0,1438000000.0,53.1
2023-08-18,盘古智能,42.76,3.79%,27.83%,2.2,1.84,0.3600000000000003,2.43%,4.09,0.0,1.32,7.65,34593600.0,1482000000.0,54.75
2023-08-16,盘古智能,40.0,-5.66%,21.38%,1.35,1.67,-0.32,-2.31%,3.01,0.03,0.82,5.19,34593600.0,1384000000.0,51.11
2023-08-15,盘古智能,42.4,-1.40%,19.91%,1.26,1.62,-0.36,-2.45%,2.93,0.09,0.8,3.37,34593600.0,1467000000.0,54.17
2023-08-14,盘古智能,43.0,3.14%,28.39%,2.13,2.05,0.08,0.54%,4.18,0.02,1.3,6.64,34593600.0,1488000000.0,54.94
2023-08-11,盘古智能,41.69,1.78%,24.57%,1.69,1.81,-0.12,-0.83%,3.5,-0.07,1.16,5.22,34593600.0,1442000000.0,53.27
2023-08-10,盘古智能,40.96,1.14%,33.06%,2.39,2.4,-0.01,-0.07%,4.79,0.02,1.61,10.2,34593600.0,1417000000.0,52.33
2023-08-09,盘古智能,40.5,3.11%,24.15%,1.64,1.71,-0.07,-0.50%,3.35,-0.03,1.17,6.62,34593600.0,1401000000.0,51.75
2023-08-08,盘古智能,39.28,2.32%,14.47%,1.05,0.902351,0.147649,1.09%,1.95,0.1,0.64,3.05,34593600.0,1359000000.0,50.19
2023-08-07,盘古智能,38.5,-0.70%,11.66%,0.751429,0.791107,-0.039678,-0.30%,1.55,0.05,0.56,3.9,34593600.0,1328000000.0,49.05
2023-08-04,盘古智能,38.77,-3.39%,21.45%,1.3,1.58,-0.28,-2.09%,2.88,0.0,1.0,4.34,34593600.0,1341000000.0,49.54
2023-08-03,盘古智能,40.13,-0.40%,30.16%,1.98,2.23,-0.25,-1.80%,4.28,-0.03,1.54,8.74,34593600.0,1388000000.0,51.27
2023-08-02,盘古智能,40.29,3.04%,24.35%,1.63,1.68,-0.05,-0.36%,3.3,-0.03,1.4,6.62,34593600.0,1394000000.0,51.48
2023-08-01,盘古智能,39.09,3.55%,24.22%,1.63,1.6,0.03,0.22%,3.23,0.03,1.62,6.75,34593600.0,1353000000.0,49.96
2023-07-31,盘古智能,37.75,0.94%,12.61%,0.855339,0.7814939999999999,0.07384500000000001,0.57%,1.64,0.05,0.8,3.34,34593600.0,1306000000.0,48.23
2023-07-28,盘古智能,37.4,-1.58%,15.82%,0.9233450000000001,1.11,-0.186655,-1.44%,2.04,-0.08,0.91,5.26,34593600.0,1294000000.0,47.78
2023-07-27,盘古智能,38.0,3.97%,20.43%,1.49,1.19,0.3,2.28%,2.67,0.03,1.06,4.98,34593600.0,1315000000.0,48.55
2023-07-26,盘古智能,36.55,-2.30%,13.46%,0.710571,1.01,-0.299429,-2.37%,1.72,-0.35,0.66,3.37,34593600.0,1264000000.0,46.7
2023-07-24,盘古智能,36.52,-3.13%,15.24%,0.91764,1.01,-0.09236,-0.73%,1.93,-0.03,0.51,3.9,34593600.0,1263000000.0,46.66
2023-07-21,盘古智能,37.7,-6.43%,24.62%,1.39,1.89,-0.5,-3.83%,3.28,0.0,0.64,5.34,34593600.0,1304000000.0,48.17
2023-07-20,盘古智能,40.34,3.92%,26.24%,1.8,1.78,0.02,0.14%,3.64,0.05,0.71,6.88,34593600.0,1394000000.0,51.48
2023-07-19,盘古智能,38.79,0.28%,18.60%,1.15,1.32,-0.17,-1.27%,2.51,0.0,0.4,2.74,34593600.0,1343000000.0,49.6
2023-07-14,盘古智能,49.49,30.37%,64.69%,4.95,6.88,-1.93,-11.05%,11.87,0.0,--,26.42,34593600.0,1746000000.0,64.5
