日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,威迈斯,49.67,0.26%,3.68%,0.26903,0.301906,-0.032876,-0.21%,0.570936,-0.06,0.49,3.57,31319500.0,1556000000.0,49.36
2023-09-04,威迈斯,48.83,-0.35%,5.88%,0.44136800000000004,0.445808,-0.0044399999999999995,-0.03%,0.887175,0.0,0.68,4.1,31319500.0,1529000000.0,48.52
2023-08-31,威迈斯,48.69,-1.12%,7.33%,0.61717,0.517374,0.099796,0.65%,1.13,-0.02,0.88,5.44,31319500.0,1525000000.0,48.39
2023-08-29,威迈斯,46.53,8.79%,8.34%,0.733121,0.44546,0.287661,1.97%,1.18,0.0,1.07,9.54,31319500.0,1457000000.0,55.55
2023-08-28,威迈斯,42.77,3.36%,8.76%,0.610386,0.606002,0.004383999999999925,0.03%,1.22,-0.02,1.12,8.87,31319500.0,1340000000.0,51.06
2023-08-25,威迈斯,41.38,-4.26%,7.07%,0.350197,0.5719069999999999,-0.22171,-1.71%,0.922105,0.27,0.74,5.07,31319500.0,1296000000.0,49.4
2023-08-24,威迈斯,43.22,-1.10%,5.48%,0.31519,0.419705,-0.104515,-0.77%,0.740518,-0.02,0.55,4.44,31319500.0,1354000000.0,51.59
2023-08-23,威迈斯,43.7,-5.88%,8.10%,0.477408,0.663325,-0.185917,-1.36%,1.14,-0.14,0.81,5.49,31319500.0,1369000000.0,52.17
2023-08-21,威迈斯,48.4,-2.38%,9.05%,0.6666770000000001,0.7062229999999999,-0.03954599999999993,-0.26%,1.37,0.0,0.87,6.05,31319500.0,1516000000.0,57.78
2023-08-18,威迈斯,49.58,2.02%,15.64%,1.32,1.17,0.15,0.97%,2.49,-0.26,1.66,6.07,31319500.0,1553000000.0,59.19
2023-08-16,威迈斯,47.35,-4.96%,7.96%,0.454251,0.7568590000000001,-0.302608,-2.04%,1.21,-0.27,0.74,5.84,31319500.0,1483000000.0,56.52
2023-08-15,威迈斯,49.6,-1.10%,6.70%,0.403044,0.606655,-0.203611,-1.31%,1.03,0.0,0.62,3.77,31319500.0,1560000000.0,59.47
2023-08-14,威迈斯,50.15,1.87%,12.59%,0.90861,1.04,-0.13139,-0.84%,1.95,0.3,0.91,5.97,31319500.0,1571000000.0,59.87
2023-08-11,威迈斯,49.23,0.41%,10.74%,0.7880060000000001,0.869139,-0.08113300000000001,-0.53%,1.66,-0.02,0.61,3.67,31319500.0,1542000000.0,58.77
2023-08-10,威迈斯,49.03,2.15%,11.91%,0.915507,0.8977649999999999,0.017741999999999997,0.12%,1.81,0.04,0.61,3.92,31319500.0,1536000000.0,58.53
2023-08-09,威迈斯,48.0,-1.54%,10.98%,0.765891,0.874815,-0.108924,-0.72%,1.64,0.0,0.5,5.52,31319500.0,1503000000.0,57.3
2023-08-08,威迈斯,48.75,0.93%,15.59%,1.41,1.01,0.4,2.62%,2.41,0.0,0.62,4.76,31319500.0,1527000000.0,58.2
2023-08-07,威迈斯,48.77,0.35%,18.05%,1.64,1.12,0.52,3.44%,2.77,-0.25,0.69,6.07,31319500.0,1513000000.0,57.66
2023-08-07,威迈斯,48.3,-0.62%,20.17%,1.82,1.27,0.55,3.64%,3.09,-0.25,0.69,6.07,31319500.0,1513000000.0,57.66
2023-08-04,威迈斯,47.9,5.93%,25.91%,2.17,1.59,0.58,3.81%,3.81,0.0,0.89,8.18,31319500.0,1522000000.0,58.02
2023-08-03,威迈斯,45.22,-4.98%,22.01%,1.29,1.89,-0.6,-4.24%,3.17,0.04,0.51,4.43,31319500.0,1416000000.0,53.98
2023-08-02,威迈斯,47.59,-3.74%,23.63%,1.4,2.12,-0.72,-4.83%,3.52,-0.08,0.43,6.35,31319500.0,1490000000.0,56.81
2023-08-01,威迈斯,49.44,-0.26%,30.60%,2.07,2.64,-0.57,-3.68%,4.71,0.02,0.51,5.49,31319500.0,1548000000.0,59.02
2023-07-31,威迈斯,49.57,-4.67%,39.94%,3.14,3.34,-0.2,-1.29%,6.48,-0.06,0.59,9.21,31319500.0,1553000000.0,59.17
2023-07-28,威迈斯,52.0,-3.08%,49.47%,3.8,4.14,-0.34,-2.09%,7.94,-0.06,0.65,13.46,31319500.0,1629000000.0,62.08
2023-07-27,威迈斯,53.65,8.10%,72.15%,6.6,6.04,0.56,3.33%,12.65,0.08,0.9,10.18,31319500.0,1680000000.0,64.05
2023-07-26,威迈斯,49.63,4.95%,79.90%,6.07,7.16,-1.09,-7.01%,13.23,0.06,--,27.7,31319500.0,1554000000.0,59.25
