日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,敷尔佳,52.26,0.21%,6.84%,0.716356,0.617252,0.09910399999999993,0.50%,1.33,-0.02,0.65,2.88,37632200.0,1967000000.0,29.57
2023-09-04,敷尔佳,52.92,-0.08%,8.49%,0.789988,0.8800030000000001,-0.090015,-0.45%,1.68,0.0,0.7,2.59,37632200.0,1990000000.0,29.92
2023-08-31,敷尔佳,53.36,1.73%,10.68%,1.06,1.07,-0.01,-0.05%,2.13,0.02,0.79,2.8,37632200.0,2008000000.0,30.19
2023-08-29,敷尔佳,52.93,5.52%,16.05%,1.74,1.39,0.35,1.76%,3.13,0.0,1.1,7.78,37632200.0,1992000000.0,29.95
2023-08-28,敷尔佳,50.16,-0.79%,14.93%,1.33,1.61,-0.28,-1.48%,2.94,-0.06,1.04,9.28,37632200.0,1888000000.0,28.38
2023-08-25,敷尔佳,50.56,-0.45%,13.86%,1.32,1.4,-0.08,-0.42%,2.72,-0.08,0.9,5.45,37632200.0,1903000000.0,28.61
2023-08-24,敷尔佳,50.79,1.07%,11.63%,1.1,1.06,0.04,0.21%,2.2,0.0,0.71,6.27,37632200.0,1911000000.0,31.88
2023-08-23,敷尔佳,50.25,-5.01%,12.70%,1.1,1.35,-0.25,-1.32%,2.45,0.08,0.69,4.9,37632200.0,1891000000.0,31.54
2023-08-21,敷尔佳,56.0,-3.81%,13.27%,1.23,1.62,-0.39,-1.85%,2.85,-0.16,0.59,3.73,37632200.0,2107000000.0,35.15
2023-08-18,敷尔佳,58.19,1.36%,18.40%,1.96,2.07,-0.11,-0.50%,4.06,0.0,0.82,5.23,37632200.0,2191000000.0,36.55
2023-08-16,敷尔佳,58.75,-3.21%,21.44%,2.1,2.74,-0.64,-2.89%,4.83,0.12,0.76,5.7,37632200.0,2211000000.0,36.88
2023-08-15,敷尔佳,60.7,2.90%,28.55%,3.08,3.17,-0.09,-0.39%,6.35,0.02,1.07,6.93,37632200.0,2284000000.0,38.1
2023-08-14,敷尔佳,58.99,2.91%,25.52%,2.79,2.87,-0.08,-0.36%,5.67,0.0,0.96,7.75,37632200.0,2220000000.0,37.03
2023-08-11,敷尔佳,57.32,0.67%,26.45%,2.82,2.96,-0.14,-0.65%,5.78,-0.02,0.98,7.64,37632200.0,2157000000.0,35.98
2023-08-10,敷尔佳,56.94,-3.49%,25.46%,2.32,3.19,-0.87,-4.06%,5.51,0.02,0.9,4.2,37632200.0,2143000000.0,35.74
2023-08-09,敷尔佳,59.0,6.00%,35.23%,4.09,3.55,0.54,2.43%,7.64,0.02,1.14,10.49,37632200.0,2220000000.0,37.04
2023-08-08,敷尔佳,55.66,1.40%,20.43%,2.17,2.08,0.09,0.43%,4.25,0.02,0.49,3.77,37632200.0,2095000000.0,34.94
2023-08-07,敷尔佳,55.14,-4.90%,23.30%,2.13,2.67,-0.54,-2.61%,4.89,-0.02,0.56,4.16,37632200.0,2066000000.0,34.46
2023-08-04,敷尔佳,57.98,-2.73%,28.56%,2.96,3.39,-0.43,-1.97%,6.35,0.04,0.56,5.59,37632200.0,2182000000.0,36.4
2023-08-03,敷尔佳,59.61,-0.72%,31.41%,3.39,3.63,-0.24,-1.07%,7.14,0.02,0.51,7.75,37632200.0,2243000000.0,37.42
2023-08-01,敷尔佳,70.66,26.90%,73.26%,10.1,9.88,0.22,0.83%,19.98,0.06,--,19.83,37632200.0,2661000000.0,44.38
