日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-08-04,致尚科技,51.75,2.11%,17.62%,1.44,1.31,0.13,0.82%,2.74,0.23,1.34,4.32,30512300.0,1579000000.0,99.59
2023-08-03,致尚科技,50.7,0.54%,11.29%,0.8453370000000001,0.89317,-0.04783299999999985,-0.31%,1.76,0.02,0.89,5.57,30512300.0,1546000000.0,97.53
2023-08-02,致尚科技,50.43,-2.04%,12.45%,0.908617,1.01,-0.101383,-0.66%,1.92,0.08,0.9,3.75,30512300.0,1539000000.0,97.05
2023-08-01,致尚科技,51.44,1.64%,18.10%,1.36,1.46,-0.1,-0.64%,2.82,0.08,1.17,6.86,30512300.0,1571000000.0,99.07
2023-07-31,致尚科技,50.61,-1.61%,11.68%,0.804834,1.01,-0.205166,-1.33%,1.81,0.12,0.7,3.42,30512300.0,1544000000.0,97.39
2023-07-28,致尚科技,51.44,-2.93%,11.57%,0.7808069999999999,1.06,-0.27919299999999997,-1.78%,1.84,0.2,0.67,4.47,30512300.0,1570000000.0,98.99
2023-07-27,致尚科技,52.99,-4.68%,12.55%,1.01,1.03,-0.02,-0.12%,2.04,0.42,0.67,5.42,30512300.0,1617000000.0000002,101.97
2023-07-26,致尚科技,55.59,-0.84%,15.35%,1.28,1.31,-0.03,-0.18%,2.59,-0.47,0.78,4.96,30512300.0,1696000000.0,106.98
2023-07-24,致尚科技,52.13,4.14%,16.92%,1.4,1.27,0.13,0.82%,2.67,0.06,0.81,5.45,30512300.0,1591000000.0,100.32
2023-07-21,致尚科技,50.06,-4.52%,14.10%,0.945025,1.23,-0.284975,-1.87%,2.18,0.04,0.56,4.73,30512300.0,1527000000.0,96.33
2023-07-20,致尚科技,51.91,-7.12%,18.63%,1.27,1.68,-0.41,-2.56%,3.08,-0.1,0.66,6.82,30512300.0,1600000000.0,100.9
2023-07-19,致尚科技,55.95,5.17%,19.74%,1.82,1.48,0.34,1.99%,3.34,-0.18,0.6,5.77,30512300.0,1705000000.0,107.56
2023-07-17,致尚科技,56.47,-10.12%,32.13%,2.41,3.36,-0.95,-5.51%,5.77,0.0,0.78,8.56,30512300.0,1723000000.0,108.67
2023-07-14,致尚科技,62.83,-3.22%,36.53%,3.24,3.97,-0.73,-3.81%,7.21,0.0,0.76,9.7,30512300.0,1917000000.0,120.91
2023-07-13,致尚科技,64.92,7.31%,43.54%,4.82,3.5,1.32,6.66%,8.31,0.19,0.89,12.07,30512300.0,1981000000.0,124.93
2023-07-12,致尚科技,60.8,-0.54%,38.31%,3.24,4.1,-0.86,-4.66%,7.34,-0.49,0.74,11.26,30512300.0,1846000000.0,116.43
2023-07-12,致尚科技,60.5,-1.03%,38.77%,3.28,4.14,-0.86,-4.66%,7.43,-0.49,0.74,11.26,30512300.0,1846000000.0,116.43
2023-07-11,致尚科技,61.13,2.17%,39.91%,3.86,3.6,0.26,1.39%,7.46,-0.96,0.68,8.74,30512300.0,1865000000.0,117.64
2023-07-10,致尚科技,59.83,-5.33%,47.28%,4.13,4.9,-0.7700000000000006,-4.22%,9.03,-0.03,0.68,10.7,30512300.0,1826000000.0,115.14
2023-07-07,致尚科技,63.2,9.61%,70.05%,7.24,6.6,0.64,3.32%,13.84,-0.08,--,16.79,30512300.0,1928000000.0,121.62
