日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,君逸数码,42.47,-0.02%,17.59%,0.992181,1.03,-0.037819,-0.32%,2.02,0.17,0.73,4.94,27665200.0,1175000000.0,85.95
2023-09-04,君逸数码,41.66,-0.67%,11.56%,0.581083,0.736849,-0.15576600000000002,-1.34%,1.34,0.12,0.42,3.12,27665200.0,1164000000.0,85.14
2023-08-31,君逸数码,43.56,-5.04%,26.64%,1.31,1.96,-0.65,-5.39%,3.27,-0.09,0.74,3.77,27665200.0,1205000000.0,88.16
2023-08-29,君逸数码,44.8,4.65%,35.99%,2.51,1.9,0.61,4.92%,4.41,0.05,0.94,5.61,27665200.0,1239000000.0,90.67
2023-08-28,君逸数码,42.81,1.47%,38.35%,2.16,2.55,-0.39,-3.29%,4.7,-0.09,1.03,11.54,27665200.0,1184000000.0,亏损
2023-08-25,君逸数码,42.19,2.68%,33.36%,2.1,1.74,0.36,3.08%,3.84,0.02,0.83,6.55,27665200.0,1167000000.0,亏损
2023-08-24,君逸数码,41.09,-3.32%,30.18%,1.6,1.96,-0.36,-3.17%,3.56,0.1,0.67,7.76,27665200.0,1137000000.0,亏损
2023-08-21,君逸数码,43.36,-1.03%,32.07%,1.96,1.96,0.0,0.00%,3.92,-0.18,0.54,4.72,27665200.0,1200000000.0,亏损
2023-08-18,君逸数码,45.31,-6.87%,40.75%,2.44,2.82,-0.38,-3.14%,5.43,-0.16,0.78,11.9,27665200.0,1212000000.0,亏损
2023-08-16,君逸数码,51.25,5.45%,67.46%,5.17,4.23,0.9399999999999994,6.63%,9.4,-0.29,1.12,14.28,27665200.0,1418000000.0,亏损
2023-08-15,君逸数码,48.48,-1.86%,58.06%,3.61,4.25,-0.64,-4.76%,7.86,0.25,1.01,7.21,27665200.0,1345000000.0,亏损
2023-08-14,君逸数码,49.4,5.67%,65.92%,4.51,4.06,0.45,3.29%,8.57,-0.02,1.15,14.52,27665200.0,1367000000.0,亏损
2023-08-11,君逸数码,46.75,3.50%,71.00%,4.83,4.06,0.77,5.96%,8.89,-0.02,1.33,18.68,27665200.0,1293000000.0,亏损
2023-08-10,君逸数码,45.17,1.96%,52.14%,3.34,3.16,0.18,1.44%,6.5,0.02,0.98,6.93,27665200.0,1250000000.0,亏损
2023-08-09,君逸数码,44.3,1.93%,52.87%,3.42,3.2,0.22,1.79%,6.62,0.2,0.99,11.14,27665200.0,1226000000.0,亏损
2023-08-08,君逸数码,43.46,-6.07%,49.81%,2.91,3.19,-0.28,-2.33%,6.1,-0.37,0.88,9.03,27665200.0,1202000000.0,亏损
2023-08-07,君逸数码,45.67,6.71%,53.77%,3.5,3.02,0.48,3.75%,6.57,-0.11,1.02,12.24,27665200.0,1280000000.0,亏损
2023-08-04,君逸数码,42.8,2.84%,51.66%,3.2,2.93,0.27,2.28%,6.13,-0.42,0.81,11.0,27665200.0,1184000000.0,亏损
2023-08-03,君逸数码,41.62,2.01%,51.97%,3.0,2.83,0.17,1.48%,5.91,-0.07,0.76,10.56,27665200.0,1151000000.0,亏损
2023-08-03,君逸数码,41.6,1.96%,50.07%,2.92,2.75,0.17,1.48%,5.7,-0.07,0.76,10.56,27665200.0,1151000000.0,亏损
2023-07-31,君逸数码,49.99,0.75%,72.54%,5.23,5.13,0.1000000000000006,0.72%,10.36,0.34,0.95,14.61,27665200.0,1383000000.0,亏损
2023-07-28,君逸数码,49.62,8.79%,75.90%,4.98,5.33,-0.3499999999999994,-2.55%,10.31,-0.3,0.99,22.45,27665200.0,1373000000.0,亏损
2023-07-27,君逸数码,45.61,8.08%,73.80%,4.74,4.43,0.31,2.46%,9.18,0.0,0.93,14.88,27665200.0,1262000000.0,亏损
2023-07-26,君逸数码,42.2,34.70%,79.60%,5.22,4.75,0.47,4.03%,9.97,0.0,--,21.74,27665200.0,1167000000.0,亏损
