日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,维科精密,36.04,1.21%,10.28%,0.587799,0.622054,-0.034255,-0.29%,1.21,0.11,0.53,2.39,32781800.0,1181000000.0,97.25
2023-09-04,维科精密,36.38,-1.41%,15.45%,0.8469409999999999,0.9810840000000001,-0.134143,-1.13%,1.85,0.03,0.7,3.17,32781800.0,1192000000.0,98.14
2023-08-31,维科精密,36.25,0.11%,15.06%,0.883135,0.918733,-0.035598000000000005,-0.30%,1.8,0.0,0.59,3.98,32781800.0,1188000000.0,97.82
2023-08-29,维科精密,36.67,12.00%,33.97%,2.11,1.86,0.25,2.08%,3.97,0.06,1.28,15.97,32781800.0,1202000000.0,98.95
2023-08-28,维科精密,32.74,0.58%,21.31%,1.13,1.22,-0.09,-0.84%,2.35,-0.03,0.71,10.23,32781800.0,1073000000.0,88.35
2023-08-25,维科精密,32.55,-8.31%,22.53%,1.19,1.28,-0.09,-0.84%,2.47,-0.37,0.62,9.94,32781800.0,1067000000.0,87.84
2023-08-24,维科精密,35.5,-1.55%,25.00%,1.5,1.4,0.1,0.86%,2.9,0.0,0.62,5.88,32781800.0,1164000000.0,95.8
2023-08-23,维科精密,36.06,-7.96%,30.09%,1.77,1.92,-0.15,-1.27%,3.69,-0.06,0.68,8.32,32781800.0,1182000000.0,97.31
2023-08-21,维科精密,42.1,-5.52%,37.49%,2.22,3.03,-0.8099999999999997,-5.87%,5.25,-0.24,0.88,5.25,32781800.0,1380000000.0,148.73
2023-08-18,维科精密,45.08,4.26%,51.84%,3.8,3.6,0.2,1.37%,7.47,0.05,1.41,12.44,32781800.0,1461000000.0,157.42
2023-08-16,维科精密,43.46,3.33%,48.72%,3.34,3.53,-0.19,-1.33%,6.88,0.16,1.29,8.06,32781800.0,1425000000.0,153.53
2023-08-15,维科精密,42.06,3.09%,39.29%,2.64,2.56,0.08,0.58%,5.27,0.1,0.93,7.48,32781800.0,1379000000.0,148.59
2023-08-14,维科精密,40.8,-2.04%,24.49%,1.45,1.83,-0.38,-2.84%,3.27,0.0,0.51,3.07,32781800.0,1337000000.0,144.13
2023-08-11,维科精密,41.65,-6.40%,37.44%,2.27,2.99,-0.72,-5.27%,5.25,0.0,0.69,8.18,32781800.0,1365000000.0,147.14
2023-08-10,维科精密,44.5,0.91%,40.90%,2.99,2.81,0.18,1.23%,5.8,0.05,0.7,9.09,32781800.0,1459000000.0,157.21
2023-08-08,维科精密,48.1,4.84%,61.09%,4.7,4.88,-0.18,-1.14%,9.59,-0.02,0.97,11.77,32781800.0,1577000000.0,169.92
2023-08-04,维科精密,50.42,1.86%,64.50%,5.11,5.69,-0.5799999999999994,-3.51%,10.8,0.18,0.94,11.21,32781800.0,1653000000.0,178.12
2023-08-03,维科精密,49.5,-2.81%,61.09%,4.87,5.01,-0.14,-0.86%,10.06,0.14,0.86,8.25,32781800.0,1623000000.0,174.87
2023-08-02,维科精密,50.93,20.00%,74.04%,5.33,5.06,0.27,1.62%,10.39,0.0,1.12,29.95,32781800.0,1670000000.0,179.92
2023-08-01,维科精密,42.44,-5.69%,59.15%,3.97,4.53,-0.56,-4.03%,8.5,0.14,0.9,9.42,32781800.0,1391000000.0,149.93
2023-07-31,维科精密,45.0,-1.29%,70.81%,5.31,5.43,-0.12,-0.81%,10.74,0.65,1.15,13.51,32781800.0,1475000000.0,158.97
2023-07-28,维科精密,45.59,11.20%,76.67%,5.49,5.33,0.16,1.07%,10.82,0.51,1.25,26.1,32781800.0,1495000000.0,161.06
2023-07-27,维科精密,41.0,30.95%,75.26%,4.9,4.06,0.8400000000000006,6.25%,8.960000000000003,0.52,1.30,23.79,32781800.0,1344000000.0,144.84
2023-07-24,维科精密,31.9,-9.58%,52.30%,2.44,2.95,-0.51,-4.88%,5.39,0.03,0.71,10.88,32781800.0,1046000000.0,112.69
2023-07-21,维科精密,35.28,80.92%,73.72%,4.85,4.54,0.31,2.68%,9.39,0.0,--,35.28,32781800.0,1157000000.0,124.63
