日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-04,威力传动,96.02,-3.98%,32.80%,2.49,3.0,-0.5099999999999997,-3.12%,5.52,-0.07,0.85,7.32,17162100.0,1635000000.0000002,152.03
2023-08-31,威力传动,98.59,2.25%,50.14%,4.17,4.34,-0.17,-1.00%,8.52,-0.01,1.25,11.21,17162100.0,1692000000.0000002,157.34
2023-08-29,威力传动,88.56,20.00%,38.82%,2.95,2.54,0.41,2.70%,5.49,0.0,0.98,24.47,17162100.0,1520000000.0,395.93
2023-08-28,威力传动,73.8,1.89%,29.55%,1.84,2.0,-0.16,-1.26%,3.84,-0.08,0.64,9.6,17162100.0,1267000000.0,329.94
2023-08-23,威力传动,94.3,2.50%,44.11%,3.5,3.68,-0.18,-1.11%,7.18,-0.06,0.7,10.98,17162100.0,1618000000.0,421.59
2023-08-21,威力传动,107.7,-5.53%,63.01%,5.62,5.97,-0.35,-1.89%,11.59,-0.09,0.97,15.78,17162100.0,1848000000.0,481.49
2023-08-18,威力传动,114.0,20.00%,72.52%,6.71,6.48,0.23,1.18%,13.19,0.0,1.11,20.63,17162100.0,1956000000.0,509.66
2023-08-16,威力传动,84.51,3.80%,57.03%,4.06,4.12,-0.06,-0.41%,8.18,-0.02,0.79,14.09,17162100.0,1450000000.0,377.82
2023-08-14,威力传动,94.3,12.33%,66.00%,5.23,4.98,0.25,1.55%,10.2,0.16,0.85,16.81,17162100.0,1618000000.0,421.59
2023-08-11,威力传动,83.95,19.06%,74.09%,5.2,5.05,0.15,1.04%,10.25,0.06,0.93,37.26,17162100.0,1441000000.0,375.31
2023-08-09,威力传动,128.0,261.48%,84.39%,5.04,4.46,0.58,2.64%,9.49,-0.78,--,710.25,17162100.0,2197000000.0,572.25
