日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-08-14,智信精密,76.58,8.24%,55.97%,2.95,2.85,0.1,0.98%,5.79,0.0,1.73,14.88,13333400.0,1021000000.0,亏损
2023-08-11,智信精密,70.75,4.17%,43.76%,2.12,1.98,0.14,1.48%,4.1,0.07,1.46,8.1,13333400.0,943000000.0,亏损
2023-08-10,智信精密,67.92,1.56%,36.03%,1.74,1.53,0.21,2.32%,3.28,-0.04,1.34,7.15,13333400.0,906000000.0,亏损
2023-08-09,智信精密,66.88,-1.66%,28.06%,1.09,1.37,-0.28,-3.14%,2.46,0.42,1.07,3.97,13333400.0,892000000.0,亏损
2023-08-08,智信精密,68.01,3.12%,26.95%,1.27,1.15,0.12,1.32%,2.42,0.04,1.02,4.21,13333400.0,907000000.0,亏损
2023-08-07,智信精密,65.98,1.71%,25.27%,1.09,1.13,-0.04,-0.46%,2.23,0.0,0.99,6.47,13333400.0,878999999.9999999,亏损
2023-08-04,智信精密,64.87,1.34%,32.06%,1.34,1.51,-0.17,-1.97%,2.84,0.0,1.2,5.92,13333400.0,865000000.0,亏损
2023-08-03,智信精密,64.01,-1.61%,20.38%,0.7819649999999999,0.924034,-0.142069,-1.67%,1.75,0.0,0.68,3.33,13333400.0,852999999.9999999,亏损
2023-08-02,智信精密,65.06,2.52%,24.69%,1.11,0.999095,0.110905,1.28%,2.11,0.02,0.69,5.64,13333400.0,867000000.0,亏损
2023-08-01,智信精密,63.46,-3.92%,28.51%,1.08,1.34,-0.26,-3.07%,2.42,-0.05,0.68,5.95,13333400.0,846000000.0000001,亏损
2023-07-31,智信精密,66.05,-1.45%,28.27%,1.16,1.34,-0.18,-2.04%,2.5,-0.05,0.6,4.98,13333400.0,881000000.0,亏损
2023-07-28,智信精密,67.02,-0.30%,31.96%,1.36,1.55,-0.19,-2.13%,2.91,-0.03,0.58,5.73,13333400.0,894000000.0,亏损
2023-07-27,智信精密,67.22,-4.05%,35.95%,1.47,1.74,-0.27,-3.01%,3.21,-0.15,0.56,4.57,13333400.0,896000000.0000002,亏损
2023-07-21,智信精密,88.09,2.42%,69.16%,3.87,4.04,-0.17,-1.45%,7.91,0.0,0.84,9.77,13333400.0,1175000000.0,亏损
2023-07-20,智信精密,88.16,122.29%,79.73%,5.07,3.38,1.69,14.73%,8.51,-0.05,--,54.77,13333400.0,1147000000.0,亏损
