日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,埃科光电,60.36,0.80%,3.90%,0.200096,0.115698,0.084398,1.03%,0.315794,0.02,1.04,3.47,13520000.0,816000000.0,256.40
2023-09-04,埃科光电,60.8,-1.09%,2.40%,0.074952,0.120803,-0.045850999999999996,-0.56%,0.19575499999999998,0.0,0.49,2.88,13520000.0,822000000.0000001,258.27
2023-08-31,埃科光电,61.99,0.58%,4.85%,0.218781,0.1875,0.031281,0.37%,0.406282,0.26,1.12,4.56,13520000.0,838000000.0000001,263.33
2023-08-29,埃科光电,59.43,6.72%,5.58%,0.249608,0.191202,0.058405999999999986,0.73%,0.44081000000000004,-0.19,1.44,8.4,13520000.0,802999999.9999999,252.45
2023-08-28,埃科光电,55.69,1.61%,5.14%,0.199829,0.200154,-0.000325,-0.00%,0.399983,-0.18,1.25,7.06,13520000.0,753000000.0,324.22
2023-08-25,埃科光电,54.81,-7.24%,3.62%,0.086467,0.187387,-0.10092000000000001,-1.36%,0.273854,0.26,0.61,6.65,13520000.0,741000000.0,319.1
2023-08-24,埃科光电,59.09,0.34%,1.34%,0.036064,0.069832,-0.033768000000000006,-0.42%,0.10713699999999997,-0.07,0.21,2.58,13520000.0,799000000.0,344.01
2023-08-23,埃科光电,58.89,-3.44%,2.79%,0.07197,0.15197,-0.08,-1.01%,0.22394,-0.03,0.41,3.69,13520000.0,796000000.0,342.85
2023-08-21,埃科光电,62.35,-2.84%,6.36%,0.181649,0.356698,-0.175049,-2.08%,0.538347,0.05,0.98,4.19,13520000.0,843000000.0,362.99
2023-08-18,埃科光电,64.17,3.92%,12.53%,0.67901,0.44476000000000004,0.23425,2.70%,1.12,0.03,2.61,9.23,13520000.0,868000000.0,373.59
2023-08-16,埃科光电,61.47,-3.83%,5.40%,0.180341,0.27555300000000005,-0.09521200000000003,-1.15%,0.4558939999999999,0.0,1.28,4.72,13520000.0,831000000.0,357.87
2023-08-15,埃科光电,63.8,-3.76%,5.26%,0.210443,0.24864299999999998,-0.0382,-0.44%,0.46015500000000004,0.11,1.5,6.26,13520000.0,864000000.0,372.13
2023-08-14,埃科光电,66.29,4.20%,5.51%,0.30190500000000003,0.182975,0.11893,1.33%,0.484879,-0.09,1.65,5.66,13520000.0,896000000.0000002,385.93
2023-08-11,埃科光电,63.62,-1.64%,4.09%,0.168431,0.186105,-0.017674000000000002,-0.21%,0.354536,0.0,0.89,3.31,13520000.0,860000000.0,370.39
2023-08-10,埃科光电,64.68,0.50%,3.12%,0.136203,0.13843699999999998,-0.002233999999999981,-0.03%,0.27464,0.19,0.65,3.56,13520000.0,874000000.0,376.56
2023-08-09,埃科光电,64.36,-1.38%,2.91%,0.09137,0.161397,-0.07002699999999999,-0.80%,0.252767,0.5,0.52,3.42,13520000.0,869999999.9999999,374.69
2023-08-08,埃科光电,65.26,0.20%,2.29%,0.088889,0.11451199999999995,-0.025622999999999986,-0.29%,0.203401,0.11,0.39,2.1,13520000.0,882000000.0,379.93
2023-08-07,埃科光电,65.13,-2.79%,4.29%,0.16059600000000002,0.22190900000000002,-0.061313,-0.70%,0.382506,-0.05,0.66,4.06,13520000.0,881000000.0,379.18
2023-08-04,埃科光电,67.07,4.98%,9.68%,0.5182770000000001,0.358036,0.16024100000000008,1.77%,0.878023,0.0,1.75,9.85,13520000.0,906000000.0,390.06
2023-08-03,埃科光电,63.87,-0.50%,3.89%,0.188554,0.131529,0.057025,0.66%,0.33928400000000003,0.03,0.57,3.1,13520000.0,864000000.0,371.96
2023-08-02,埃科光电,64.19,0.66%,6.74%,0.311936,0.268086,0.04385,0.51%,0.580022,-0.79,0.79,4.3,13520000.0,868000000.0,373.7
2023-08-01,埃科光电,63.77,0.35%,3.90%,0.155135,0.182557,-0.027422000000000002,-0.32%,0.337692,-0.16,0.35,3.15,13520000.0,861999999.9999999,371.26
2023-07-31,埃科光电,63.55,-2.16%,7.55%,0.31015,0.34078400000000003,-0.030634,-0.36%,0.650934,-0.45,0.46,2.77,13520000.0,859000000.0,369.98
2023-07-28,埃科光电,64.95,-3.29%,7.66%,0.264335,0.4157,-0.151365,-1.72%,0.6800350000000001,-0.76,0.37,4.48,13520000.0,877999999.9999999,378.13
2023-07-27,埃科光电,67.16,-2.50%,9.44%,0.370823,0.492563,-0.12174,-1.34%,0.8633850000000001,0.0,0.34,3.69,13520000.0,908000000.0,391.0
2023-07-26,埃科光电,68.88,-0.49%,13.92%,0.592745,0.697059,-0.104314,-1.12%,1.29,-0.32,0.38,4.91,13520000.0,931000000.0,401.01
2023-07-24,埃科光电,69.2,6.76%,33.11%,1.7,1.28,0.42,4.49%,2.99,-0.19,0.74,12.5,13520000.0,936000000.0,402.87
2023-07-21,埃科光电,64.82,-7.53%,29.54%,1.14,1.5,-0.36,-4.11%,2.64,-0.25,0.56,8.2,13520000.0,876000000.0,377.37
2023-07-20,埃科光电,69.52,-1.17%,38.47%,1.7,1.89,-0.19,-2.00%,3.59,0.14,0.67,8.0,13520000.0,948000000.0,408.11
2023-07-19,埃科光电,73.1,-0.31%,57.88%,2.63,2.6,0.03,0.32%,5.23,0.0,--,16.36,13520000.0,951000000.0,409.51
