日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,盟固利,59.11,-3.19%,27.62%,4.6,4.18,0.42,1.30%,8.79,0.02,0.8,7.4,54458900.0,3219000000.0,328.06
2023-09-04,盟固利,66.76,1.41%,20.88%,3.71,3.68,0.03,0.08%,7.52,0.02,0.55,5.99,54458900.0,3664000000.0,373.4
2023-08-31,盟固利,67.33,-4.31%,33.82%,5.7,6.91,-1.21,-3.30%,12.61,0.0,0.71,7.12,54458900.0,3667000000.0,373.68
2023-08-29,盟固利,78.01,17.01%,63.56%,13.53,12.4,1.13,2.66%,25.93,0.01,1.42,25.36,54458900.0,4248000000.0,432.95
2023-08-28,盟固利,66.67,0.76%,38.01%,7.18,7.16,0.02,0.06%,14.34,0.0,0.74,14.82,54458900.0,3631000000.0,370.01
2023-08-25,盟固利,66.17,-6.14%,37.11%,6.27,7.74,-1.47,-4.08%,14.02,-0.32,0.71,11.36,54458900.0,3604000000.0,367.24
2023-08-24,盟固利,70.5,-6.52%,44.15%,8.63,8.36,0.2700000000000012,0.70%,17.0,-0.07,0.77,15.04,54458900.0,3839000000.0,391.27
2023-08-23,盟固利,75.42,-0.50%,49.14%,9.72,10.61,-0.89,-2.17%,20.33,0.01,0.84,8.4,54458900.0,4107000000.0,418.58
2023-08-21,盟固利,79.62,8.62%,70.55%,14.71,15.03,-0.32,-0.74%,29.74,0.01,1.35,23.3,54458900.0,4336000000.0,441.89
2023-08-18,盟固利,73.3,20.01%,41.99%,8.93,7.0,1.93,4.83%,15.93,0.0,0.75,13.26,54458900.0,3992000000.0,406.81
2023-08-16,盟固利,50.9,19.99%,55.51%,7.18,7.23,-0.05,-0.18%,14.41,0.0,0.86,19.99,54458900.0,2772000000.0,282.49
2023-08-14,盟固利,49.44,-4.87%,46.77%,6.03,6.77,-0.74,-2.75%,12.8,0.02,0.62,12.55,54458900.0,2692000000.0,274.39
2023-08-11,盟固利,51.97,4.78%,60.96%,8.19,8.949999999999998,-0.7599999999999976,-2.69%,17.14,0.02,0.73,20.71,54458900.0,2830000000.0,288.43
2023-08-09,盟固利,98.02,1742.48%,83.92%,6.22,6.1,0.12,0.22%,12.32,0.0,--,3416.35,54458900.0,5338000000.0,544.0
