日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,国科恒泰,19.36,-0.36%,8.81%,0.519574,0.60769,-0.088116,-0.69%,1.13,-0.1,0.43,2.42,66249799.99999999,1283000000.0,69.10
2023-09-04,国科恒泰,19.71,-1.35%,12.04%,0.662625,0.897603,-0.23497800000000002,-1.80%,1.57,-0.05,0.57,3.5,66249799.99999999,1307000000.0,70.42
2023-08-31,国科恒泰,20.99,1.89%,33.80%,2.31,2.37,-0.06,-0.43%,4.67,0.14,1.52,7.77,66249799.99999999,1391000000.0,74.91
2023-08-29,国科恒泰,20.3,6.73%,17.79%,1.36,0.9854639999999999,0.37453600000000004,2.78%,2.34,0.1,0.66,7.57,66249799.99999999,1345000000.0,72.45
2023-08-28,国科恒泰,19.02,-0.78%,18.51%,1.07,1.34,-0.27,-2.14%,2.42,-0.42,0.63,7.62,66249799.99999999,1260000000.0,84.96
2023-08-25,国科恒泰,19.17,-4.15%,20.18%,1.2,1.41,-0.21,-1.65%,2.61,-0.16,0.61,5.35,66249799.99999999,1270000000.0,85.63
2023-08-24,国科恒泰,20.0,-8.05%,31.87%,1.97,2.37,-0.4,-3.02%,4.35,-0.3,0.87,7.49,66249799.99999999,1325000000.0,89.34
2023-08-23,国科恒泰,21.75,0.69%,32.90%,2.31,2.51,-0.2,-1.39%,4.82,-0.05,0.78,7.82,66249799.99999999,1441000000.0,97.16
2023-08-21,国科恒泰,22.68,1.80%,32.13%,2.44,2.36,0.08,0.53%,4.79,0.09,0.59,7.86,66249799.99999999,1503000000.0,101.31
2023-08-18,国科恒泰,22.55,-5.25%,34.91%,2.37,2.93,-0.56,-3.79%,5.32,-0.09,0.65,6.34,66249799.99999999,1476000000.0,99.53
2023-08-15,国科恒泰,27.1,17.42%,76.62%,6.16,6.77,-0.61,-3.40%,13.0,-0.37,1.24,25.87,66249799.99999999,1795000000.0,121.06
2023-08-14,国科恒泰,23.08,1.58%,49.71%,3.78,3.93,-0.15,-0.98%,7.71,0.39,0.91,8.32,66249799.99999999,1529000000.0,103.1
2023-08-11,国科恒泰,22.72,-2.82%,60.83%,4.63,5.02,-0.39,-2.59%,9.65,-0.53,1.35,11.38,66249799.99999999,1505000000.0,101.49
2023-08-10,国科恒泰,23.38,2.41%,67.18%,5.1,5.11,-0.010000000000000595,-0.06%,10.21,0.43,1.97,11.08,66249799.99999999,1549000000.0,104.44
2023-08-09,国科恒泰,22.83,11.20%,76.04%,5.77,5.34,0.43,2.84%,11.11,0.04,3.40,16.37,66249799.99999999,1512000000.0,101.98
2023-08-08,国科恒泰,20.53,19.99%,56.10%,2.81,4.43,-1.62,-11.91%,7.23,0.0,3.42,20.51,66249799.99999999,1360000000.0,91.71
2023-08-07,国科恒泰,17.1,-2.45%,11.13%,0.436354,0.8032630000000001,-0.366909,-3.24%,1.27,0.18,0.59,3.31,66249799.99999999,1134000000.0,76.43
2023-08-04,国科恒泰,17.53,-1.85%,13.40%,0.542297,1.02,-0.477703,-4.11%,1.56,-0.06,0.67,1.85,66249799.99999999,1161000000.0,78.31
2023-08-03,国科恒泰,17.86,-0.17%,13.03%,0.757043,0.7597619999999999,-0.002719,-0.02%,1.55,-0.06,0.66,2.68,66249799.99999999,1183000000.0,79.78
2023-08-02,国科恒泰,17.89,-3.40%,17.22%,0.794783,1.25,-0.455217,-3.84%,2.04,-0.06,0.92,2.59,66249799.99999999,1185000000.0,79.92
2023-08-01,国科恒泰,18.52,-2.83%,26.28%,1.5,1.77,-0.27,-2.20%,3.28,0.0,1.55,3.99,66249799.99999999,1227000000.0,82.73
2023-07-31,国科恒泰,19.06,7.74%,31.00%,2.12,1.68,0.44,3.48%,3.8,0.05,2.25,8.31,66249799.99999999,1263000000.0,85.14
