日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,乖宝宠物,44.6,1.34%,8.07%,0.733372,0.608073,0.12529900000000008,0.75%,1.34,-0.07,0.78,3.32,37560100.0,1675000000.0,43.36
2023-09-04,乖宝宠物,45.18,0.49%,8.14%,0.6501819999999999,0.683195,-0.033013,-0.19%,1.37,0.02,0.56,4.16,37560100.0,1693000000.0,43.83
2023-08-31,乖宝宠物,45.24,-1.24%,9.91%,0.6923520000000001,0.999827,-0.307475,-1.81%,1.69,0.0,0.49,2.92,37560100.0,1698999999.9999998,43.98
2023-08-29,乖宝宠物,46.79,6.90%,18.91%,1.76,1.47,0.29,1.65%,3.24,0.0,0.76,8.82,37560100.0,1757000000.0,45.49
2023-08-28,乖宝宠物,43.77,3.33%,25.04%,2.29,1.98,0.31,1.89%,4.26,-0.07,0.96,8.4,37560100.0,1644000000.0000002,42.55
2023-08-25,乖宝宠物,42.36,-7.13%,19.19%,1.47,1.65,-0.18,-1.13%,3.12,-0.14,0.6,6.18,37560100.0,1591000000.0,41.18
2023-08-24,乖宝宠物,45.61,2.84%,22.97%,2.01,1.82,0.19,1.11%,3.9,0.0,0.62,9.24,37560100.0,1713000000.0,44.34
2023-08-21,乖宝宠物,51.95,-5.37%,30.88%,2.74,3.34,-0.6,-3.08%,6.08,-0.02,0.53,6.08,37560100.0,1951000000.0,50.5
2023-08-18,乖宝宠物,55.15,1.62%,45.06%,4.51,4.92,-0.41,-1.99%,9.48,-0.11,0.73,11.9,37560100.0,2062000000.0,53.37
2023-08-16,乖宝宠物,58.45,46.16%,75.34%,9.32,9.1,0.22,1.00%,18.42,0.03,--,51.16,37560100.0,2195000000.0,56.82
