日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-09-06,小商品城,8.93,-0.56%,2.41%,5.34,6.45,-1.11,-0.23%,11.79,-0.22,1.03,4.57,5456000000.0,,12.26,48726000000.0
2023-09-04,小商品城,8.86,3.38%,2.75%,7.69,5.3,2.39,0.49%,13.11,0.0,1.6,5.6,5456000000.0,,12.18,48398000000.0
2023-08-31,小商品城,8.22,-2.72%,1.21%,1.94,3.51,-1.57,-0.35%,5.46,-0.24,0.75,2.84,5456000000.0,,11.28,44852000000.0
2023-08-29,小商品城,8.57,3.75%,1.89%,5.33,3.38,1.95,0.42%,8.7,0.12,1.08,5.45,5456000000.0,,11.76,46761000000.0
2023-08-28,小商品城,8.26,0.85%,1.68%,3.63,4.11,-0.4800000000000006,-0.11%,7.74,0.0,0.93,6.47,5456000000.0,,11.34,45070000000.0
2023-08-25,小商品城,8.19,-1.21%,1.17%,2.19,3.07,-0.88,-0.20%,5.26,0.0,0.52,3.86,5456000000.0,,11.24,44688000000.0
2023-08-24,小商品城,8.29,-3.15%,2.05%,3.49,5.87,-2.38,-0.53%,9.37,-0.12,0.96,4.67,5456000000.0,,11.38,45233000000.0
2023-08-23,小商品城,8.56,-1.61%,1.57%,3.19,4.25,-1.06,-0.23%,7.44,-0.12,0.76,3.22,5456000000.0,,11.75,46707000000.0
2023-08-21,小商品城,8.4,-3.56%,1.99%,3.76,5.53,-1.77,-0.39%,9.29,-0.24,1.08,4.25,5456000000.0,,11.53,45834000000.0
2023-08-18,小商品城,8.71,3.32%,3.42%,8.83,7.44,1.39,0.29%,16.36,0.0,2.69,5.93,5456000000.0,,9.78,47525000000.0
2023-08-16,小商品城,8.19,-3.53%,1.26%,1.96,3.72,-1.76,-0.39%,5.69,-0.12,1.13,3.42,5456000000.0,,9.19,44688000000.0
2023-08-15,小商品城,8.49,1.92%,2.06%,5.54,4.02,1.52,0.33%,9.56,0.12,2.09,4.08,5456000000.0,,9.53,46325000000.0
2023-08-14,小商品城,8.33,2.33%,1.08%,2.88,1.93,0.95,0.21%,4.81,0.0,1.06,4.55,5456000000.0,,9.35,45452000000.0
2023-08-11,小商品城,8.14,-1.69%,0.83%,1.36,2.37,-1.01,-0.23%,3.73,-0.12,0.68,3.14,5456000000.0,,9.13,44415000000.0
2023-08-10,小商品城,8.28,-0.72%,0.74%,1.38,1.95,-0.57,-0.13%,3.33,0.0,0.6,2.04,5456000000.0,,9.29,45179000000.0
2023-08-09,小商品城,8.34,-1.18%,0.88%,1.48,2.52,-1.04,-0.23%,4.0,-0.12,0.7,1.9,5456000000.0,,9.36,45506000000.0
2023-08-08,小商品城,8.44,0.12%,1.39%,3.35,3.13,0.22,0.05%,6.48,0.0,1.12,2.85,5456000000.0,,9.47,46052000000.0
2023-08-07,小商品城,8.41,-0.47%,1.19%,2.53,2.86,-0.33,-0.07%,5.44,0.12,0.89,3.08,5456000000.0,,9.46,45997000000.0
2023-08-04,小商品城,8.45,2.67%,1.86%,5.09,3.47,1.62,0.35%,8.56,0.0,1.46,4.5,5456000000.0,,9.48,46106000000.0
2023-08-03,小商品城,8.23,-0.24%,0.71%,1.34,1.83,-0.49,-0.11%,3.19,-0.12,0.57,1.46,5456000000.0,,9.24,44906000000.0
2023-08-02,小商品城,8.25,-1.43%,1.08%,1.76,3.1,-1.34,-0.30%,4.86,0.0,0.74,2.39,5456000000.0,,9.26,45015000000.0
2023-08-01,小商品城,8.37,-1.65%,1.31%,2.38,3.61,-1.23,-0.27%,5.98,0.12,0.79,2.82,5456000000.0,,9.39,45670000000.0
2023-07-31,小商品城,8.51,3.15%,1.87%,5.03,3.58,1.45,0.31%,8.61,0.0,1.08,3.88,5456000000.0,,9.55,46434000000.0
2023-07-28,小商品城,8.25,2.10%,1.36%,3.45,2.63,0.82,0.18%,6.08,0.0,0.68,3.09,5456000000.0,,9.26,45015000000.0
2023-07-27,小商品城,8.08,-0.49%,0.91%,1.79,2.23,-0.44,-0.10%,4.01,0.0,0.34,2.09,5456000000.0,,9.07,44088000000.0
