日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,博盈特焊,38.04,-0.21%,3.21%,0.182648,0.19856,-0.015912,-0.13%,0.381208,0.0,0.58,1.6,31299100.0,1191000000.0,26.40
2023-09-04,博盈特焊,38.63,0.03%,3.96%,0.192517,0.274871,-0.082354,-0.68%,0.477971,0.05,0.56,2.25,31299100.0,1211000000.0,26.85
2023-08-31,博盈特焊,38.6,0.47%,5.40%,0.34830700000000003,0.304822,0.043485,0.36%,0.6531279999999999,-0.03,0.61,1.46,31299100.0,1208000000.0,26.79
2023-08-29,博盈特焊,38.09,5.25%,11.36%,0.8491139999999999,0.487249,0.361865,3.04%,1.34,-0.05,1.22,5.64,31299100.0,1192000000.0,26.43
2023-08-28,博盈特焊,36.19,1.66%,7.78%,0.393129,0.508337,-0.115208,-1.02%,0.901466,-0.11,0.72,5.82,31299100.0,1133000000.0,25.11
2023-08-25,博盈特焊,35.6,-2.04%,6.38%,0.284632,0.4345810000000001,-0.14994900000000008,-1.35%,0.719214,0.03,0.49,3.36,31299100.0,1114000000.0,24.7
2023-08-24,博盈特焊,36.34,-3.25%,9.66%,0.430866,0.6782159999999999,-0.24735,-2.18%,1.11,-0.14,0.71,4.79,31299100.0,1137000000.0,25.22
2023-08-23,博盈特焊,37.56,-2.21%,8.13%,0.38800500000000004,0.580453,-0.192448,-1.64%,0.9684590000000001,0.0,0.6,3.12,31299100.0,1176000000.0,26.06
2023-08-21,博盈特焊,39.59,0.87%,15.07%,0.974841,0.90421,0.070631,0.57%,1.88,0.0,1.32,3.39,31299100.0,1239000000.0,27.47
2023-08-18,博盈特焊,39.43,1.44%,16.88%,1.1,0.975806,0.124194,1.01%,2.1,0.0,1.8,4.84,31299100.0,1228000000.0,27.24
2023-08-16,博盈特焊,38.71,0.49%,8.07%,0.498704,0.476874,0.02183,0.18%,0.977397,0.03,0.75,1.95,31299100.0,1212000000.0,26.86
2023-08-15,博盈特焊,38.52,-0.52%,10.00%,0.5035149999999999,0.697237,-0.193722,-1.61%,1.22,0.05,0.94,2.48,31299100.0,1206000000.0,26.73
2023-08-14,博盈特焊,38.72,1.20%,9.24%,0.563876,0.550953,0.012923,0.11%,1.11,0.05,0.93,2.54,31299100.0,1212000000.0,42.01
2023-08-11,博盈特焊,38.26,-0.52%,9.66%,0.535813,0.623779,-0.087966,-0.73%,1.16,-0.05,0.99,1.53,31299100.0,1198000000.0,41.51
2023-08-10,博盈特焊,38.46,-0.03%,14.68%,0.85805,0.931796,-0.073746,-0.61%,1.79,-0.05,1.79,2.96,31299100.0,1204000000.0,41.73
2023-08-09,博盈特焊,38.47,1.10%,10.57%,0.636308,0.624274,0.012034,0.10%,1.26,0.0,1.25,2.44,31299100.0,1204000000.0,41.74
2023-08-08,博盈特焊,38.05,1.28%,8.77%,0.5499020000000001,0.489065,0.06083700000000007,0.51%,1.04,0.0,0.78,1.86,31299100.0,1191000000.0,41.28
2023-08-07,博盈特焊,37.41,0.19%,5.19%,0.270889,0.333579,-0.06269,-0.53%,0.608427,-0.05,0.39,1.21,31299100.0,1176000000.0,40.77
2023-08-04,博盈特焊,37.34,-1.01%,8.73%,0.33876300000000004,0.686258,-0.347495,-2.97%,1.03,0.0,0.51,1.46,31299100.0,1169000000.0,40.52
2023-08-02,博盈特焊,37.72,-1.85%,11.92%,0.509488,0.9006959999999998,-0.39120799999999983,-3.31%,1.41,0.0,0.55,1.46,31299100.0,1181000000.0,40.93
2023-08-01,博盈特焊,38.43,-5.83%,22.78%,1.07,1.69,-0.62,-5.15%,2.76,0.0,0.99,4.36,31299100.0,1203000000.0,41.7
2023-07-31,博盈特焊,40.81,6.22%,27.32%,1.79,1.61,0.18,1.41%,3.4,-0.34,1.06,11.17,31299100.0,1277000000.0,44.28
2023-07-28,博盈特焊,38.42,-0.80%,16.85%,1.06,0.976766,0.083234,0.69%,2.04,0.0,0.6,4.54,31299100.0,1203000000.0,41.69
2023-07-27,博盈特焊,38.73,1.39%,18.47%,1.03,1.17,-0.14,-1.16%,2.19,0.0,0.6,4.5,31299100.0,1212000000.0,42.02
2023-07-26,博盈特焊,38.2,-4.74%,23.55%,1.04,1.81,-0.77,-6.44%,2.86,0.0,0.68,4.44,31299100.0,1196000000.0,41.45
