日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-09-06,港通医疗,36.22,-0.11%,8.47%,0.358839,0.365849,-0.00701,-0.08%,0.724689,-0.22,0.46,2.12,23708500.0,859000000.0,42.80
2023-09-04,港通医疗,36.59,-1.77%,11.67%,0.456909,0.547801,-0.090892,-1.05%,1.02,0.0,0.5,2.95,23708500.0,866000000.0,43.18
2023-08-31,港通医疗,38.68,0.89%,23.68%,1.07,1.09,-0.02,-0.22%,2.16,-0.59,0.71,6.21,23708500.0,917000000.0,45.71
2023-08-29,港通医疗,38.4,12.45%,34.09%,1.59,1.4,0.19,2.09%,2.99,-0.13,1.0,11.19,23708500.0,910000000.0,45.38
2023-08-28,港通医疗,34.15,1.49%,30.62%,1.18,1.39,-0.21,-2.59%,2.57,-0.15,0.83,7.93,23708500.0,810000000.0,140.0
2023-08-25,港通医疗,33.65,-9.66%,31.60%,1.4,1.21,0.19,2.38%,2.61,-0.44,0.82,7.95,23708500.0,798000000.0,137.95
2023-08-23,港通医疗,42.89,0.37%,30.72%,1.79,1.4,0.39,3.83%,3.19,-0.02,0.7,8.49,23708500.0,1017000000.0,175.83
2023-08-21,港通医疗,46.32,3.25%,44.55%,2.69,2.07,0.62,5.65%,4.75,0.0,0.84,9.56,23708500.0,1098000000.0,189.89
2023-08-18,港通医疗,44.87,-0.38%,37.36%,2.13,1.76,0.37,3.48%,3.91,0.0,0.68,6.28,23708500.0,1064000000.0,183.9
2023-08-16,港通医疗,48.3,4.77%,57.53%,3.08,3.29,-0.21,-1.83%,6.37,0.17,0.85,9.74,23708500.0,1145000000.0,198.01
2023-08-15,港通医疗,46.1,-2.41%,59.86%,3.26,3.26,0.0,0.00%,6.61,0.09,0.94,14.27,23708500.0,1093000000.0,188.99
2023-08-11,港通医疗,51.4,17.62%,72.00%,4.03,3.87,0.16,1.31%,7.91,-0.96,1.59,21.58,23708500.0,1219000000.0,210.72
2023-08-10,港通医疗,43.7,3.02%,74.09%,3.59,3.86,-0.27,-2.61%,7.44,0.46,2.08,15.77,23708500.0,1036000000.0,179.15
2023-08-09,港通医疗,42.42,20.00%,68.86%,3.05,3.27,-0.22,-2.19%,6.31,0.0,2.45,22.57,23708500.0,1006000000.0,173.9
2023-08-08,港通医疗,35.35,6.06%,39.50%,1.67,1.59,0.08,0.95%,3.26,0.06,1.34,11.1,23708500.0,838000000.0000001,144.92
2023-08-07,港通医疗,33.17,-1.13%,17.91%,0.6492140000000001,0.734288,-0.085074,-1.08%,1.39,0.0,0.55,4.32,23708500.0,790000000.0,136.64
2023-08-04,港通医疗,33.55,-0.27%,24.30%,0.883158,1.05,-0.16684200000000002,-2.10%,1.93,-0.03,0.58,5.05,23708500.0,795000000.0,137.54
2023-08-03,港通医疗,33.66,1.05%,24.64%,0.915475,1.03,-0.114525,-1.44%,1.98,-0.06,0.55,3.54,23708500.0,798000000.0,137.91
2023-07-28,港通医疗,43.3,0.23%,55.92%,2.83,2.84,-0.01,-0.10%,5.67,0.16,0.9,12.62,23708500.0,1027000000.0,177.51
2023-07-27,港通医疗,43.2,2.06%,55.04%,2.61,2.61,0.0,0.00%,5.23,0.19,0.83,17.72,23708500.0,1024000000.0,177.1
2023-07-26,港通医疗,42.33,2.89%,61.87%,3.18,3.12,0.06,0.60%,6.3,0.0,0.88,13.52,23708500.0,1004000000.0,173.53
